param,value
form_base,0.038129306530290286
marry_share_of_form,0.13362006670677185
cohab_to_marr,0.04579327301879947
dissolve_cohab,0.014960702834439779
dissolve_marr,0.005114677865119848
kappa_floor,1.0
kappa_mid,1993.1040732588594
kappa_steep,0.30424564328479153
form_tilt,0.0
period_depth,0.20011790549987518
period_mid,2018.8142923444361
period_steep,1.2151033777713558
final_loss,0.04050242010203632
