param,value
form_base,0.12436757526930949
marry_share_of_form,0.17257803912666733
cohab_to_marr,0.022444190790186235
dissolve_cohab,0.06970822915549114
dissolve_marr,0.022920737161722188
kappa_floor,0.3111859161998829
kappa_mid,1988.0513745511846
kappa_steep,0.1731778984211753
form_tilt,0.018345824272563066
period_depth,0.1861865699544382
period_mid,2021.3736422053823
period_steep,0.9412293521151432
final_loss,0.026617602430514524
