param,value
form_base,0.0951694295469706
marry_share_of_form,0.07370780896162156
cohab_to_marr,0.02290960940137983
dissolve_cohab,0.05023403428105175
dissolve_marr,0.014266430551037077
kappa_floor,1.0
kappa_mid,1984.0675694086515
kappa_steep,0.14692874753404045
form_tilt,0.0
period_depth,0.39017851052117225
period_mid,2018.8628063102913
period_steep,1.6370766372927885
final_loss,0.04330774520260447
