param,value
form_base,0.06860187045673091
marry_share_of_form,0.32663500774336474
cohab_to_marr,0.05119727645310597
dissolve_cohab,0.06301879422890459
dissolve_marr,0.020127969769822444
kappa_floor,0.35561944588181044
kappa_mid,1990.1106919025578
kappa_steep,0.15297928472186112
form_tilt,0.0270244580755946
period_depth,0.15337905965644988
period_mid,2018.9590043799647
period_steep,0.7665764855000494
final_loss,0.03510449062033256
