param,value
form_base,0.06740278198202955
marry_share_of_form,0.30834565378520057
cohab_to_marr,0.04207927230499747
dissolve_cohab,0.06150249782458289
dissolve_marr,0.01892335823079807
kappa_floor,0.37071014736174834
kappa_mid,1991.7287701490795
kappa_steep,0.12891081787652947
form_tilt,0.028047326931378666
period_depth,0.0
period_mid,2019.635428430527
period_steep,0.8381918982902102
final_loss,0.03714976003291004
