param,value
form_base,0.12610282616021518
marry_share_of_form,0.1470856692883213
cohab_to_marr,0.024885558682398105
dissolve_cohab,0.06654548804117444
dissolve_marr,0.022904855973552643
kappa_floor,0.30611430244686855
kappa_mid,1988.782202926433
kappa_steep,0.19428447780016103
form_tilt,0.019604886706293484
period_depth,0.0
period_mid,2017.8238976645107
period_steep,0.9996993550598625
final_loss,0.024634950082104697
