"pais","iso3","anio","indicador","codigo_indicador","tipo","modelo","valor","unidad","cobertura_institucional","fuente","nota"
"Costa Rica","CRI",2017,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,2.8324,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2018,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,2.8684,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2019,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,3.0912,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2020,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,3.064,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2021,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0684,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2022,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0742,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2023,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0789,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2024,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0825,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2025,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0855,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2026,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0879,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2027,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0897,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2028,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0912,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2029,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0925,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Costa Rica","CRI",2030,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","Holt amortiguado",3.0934,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",1999,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.1496,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2000,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.2496,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2001,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.1702,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2002,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.1655,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2003,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.0665,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2004,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.0268,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2005,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.1069,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2006,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.1428,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2007,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.4812,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2008,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.2818,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2009,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.6105,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2010,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.8042,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2011,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.8547,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2012,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,1.9095,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2013,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,2.0278,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2014,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,2.1229,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2015,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,2.2161,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2016,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,2.2728,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2017,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,2.3035,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2018,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,2.433,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2019,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,2.6166,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2020,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,3.0101,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2021,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",3.2152,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2022,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",3.4258,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2023,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",3.642,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2024,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",3.8636,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2025,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",4.0905,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2026,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",4.3228,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2027,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",4.5604,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2028,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",4.8032,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2029,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",5.0512,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"México","MEX",2030,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ARIMA",5.3043,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2004,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.0094,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2005,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.1984,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2006,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.1926,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2007,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.2112,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2008,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.3324,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2009,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.4589,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2010,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.4122,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2011,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.5233,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2012,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.5721,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2013,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.5345,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2014,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.4793,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2015,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.4433,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2016,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.469,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2017,"Gasto público en pensiones","GFS_PENSIONES","Observado",NA,0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2018,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2019,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2020,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2021,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2022,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2023,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2024,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2025,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2026,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Panamá","PAN",2027,"Gasto público en pensiones","GFS_PENSIONES","Proyección propia","ETS",0.501,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función","Sólo edad avanzada; cota inferior del gasto en pensiones. Excluye seguridad social autónoma; subestima el gasto efectivo"
"Brasil","BRA",1990,"Gasto público en salud","GFS_SALUD","Observado",NA,2.1136,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",1991,"Gasto público en salud","GFS_SALUD","Observado",NA,1.5514,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",1992,"Gasto público en salud","GFS_SALUD","Observado",NA,1.3764,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",1993,"Gasto público en salud","GFS_SALUD","Observado",NA,1.7859,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",1994,"Gasto público en salud","GFS_SALUD","Observado",NA,1.9132,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",1995,"Gasto público en salud","GFS_SALUD","Observado",NA,2.0683,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",1996,"Gasto público en salud","GFS_SALUD","Observado",NA,1.723,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",1997,"Gasto público en salud","GFS_SALUD","Observado",NA,1.8891,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",1998,"Gasto público en salud","GFS_SALUD","Observado",NA,1.6571,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",1999,"Gasto público en salud","GFS_SALUD","Observado",NA,1.7605,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2000,"Gasto público en salud","GFS_SALUD","Observado",NA,1.723,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2001,"Gasto público en salud","GFS_SALUD","Observado",NA,1.7435,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2002,"Gasto público en salud","GFS_SALUD","Observado",NA,1.7137,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2003,"Gasto público en salud","GFS_SALUD","Observado",NA,1.5867,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2004,"Gasto público en salud","GFS_SALUD","Observado",NA,1.6854,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2005,"Gasto público en salud","GFS_SALUD","Observado",NA,1.6651,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2006,"Gasto público en salud","GFS_SALUD","Observado",NA,1.6203,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2007,"Gasto público en salud","GFS_SALUD","Observado",NA,1.6117,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2008,"Gasto público en salud","GFS_SALUD","Observado",NA,1.6108,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2009,"Gasto público en salud","GFS_SALUD","Observado",NA,1.7963,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2010,"Gasto público en salud","GFS_SALUD","Observado",NA,1.8554,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2011,"Gasto público en salud","GFS_SALUD","Observado",NA,1.8634,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2012,"Gasto público en salud","GFS_SALUD","Observado",NA,1.9075,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2013,"Gasto público en salud","GFS_SALUD","Observado",NA,1.8857,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2014,"Gasto público en salud","GFS_SALUD","Observado",NA,1.9631,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2015,"Gasto público en salud","GFS_SALUD","Observado",NA,2.0319,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2016,"Gasto público en salud","GFS_SALUD","Observado",NA,2.1416,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2017,"Gasto público en salud","GFS_SALUD","Observado",NA,2.097,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2018,"Gasto público en salud","GFS_SALUD","Observado",NA,2.1574,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2019,"Gasto público en salud","GFS_SALUD","Observado",NA,2.1512,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2020,"Gasto público en salud","GFS_SALUD","Observado",NA,2.675,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2021,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.3794,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2022,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.4281,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2023,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.4754,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2024,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.5212,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2025,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.5655,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2026,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.6084,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2027,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.6496,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2028,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.6894,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2029,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.7276,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Brasil","BRA",2030,"Gasto público en salud","GFS_SALUD","Proyección propia","Holt amortiguado",2.7642,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1990,"Gasto público en salud","GFS_SALUD","Observado",NA,1.7474,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1991,"Gasto público en salud","GFS_SALUD","Observado",NA,1.914,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1992,"Gasto público en salud","GFS_SALUD","Observado",NA,2.0587,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1993,"Gasto público en salud","GFS_SALUD","Observado",NA,2.1725,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1994,"Gasto público en salud","GFS_SALUD","Observado",NA,2.3219,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1995,"Gasto público en salud","GFS_SALUD","Observado",NA,2.1677,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1996,"Gasto público en salud","GFS_SALUD","Observado",NA,2.2933,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1997,"Gasto público en salud","GFS_SALUD","Observado",NA,2.3285,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1998,"Gasto público en salud","GFS_SALUD","Observado",NA,2.4894,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
"Chile","CHL",1999,"Gasto público en salud","GFS_SALUD","Observado",NA,2.6492,"% del PIB","Gobierno central","CEPAL/FMI-GFS, gasto público por función",NA
