LocID,ISO3,country,year,un_published,un_method,tfr1,tfr1_0_14,tfr1_65p,un_0_14,un_65p,tfr2025,tfr2025_un
238,FLK,Falkland Islands (Malvinas),2050,0.003176,0.0031937077719868274,0.0029303137565579876,0.0002437502579252989,0.0011171365977387204,0.0004146681882751692,0.0011171365977387204,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2055,0.00307,0.003091225150551496,0.002767807009543348,0.00024025405941126168,0.001121369570180634,0.0004154931733940581,0.001121369570180634,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2060,0.002943,0.002966471432698588,0.0025785456112643705,0.00022256017675311107,0.0010890305406139264,0.00040537588134560194,0.0010890305406139264,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2065,0.002805,0.002835972159011664,0.0023794067024657402,0.00019205796233113558,0.0009797948526027507,0.0003858433073200774,0.0009797948526027507,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2070,0.0026739999999999997,0.0027102654325954255,0.0021830956170200305,0.00015847714985598292,0.0008554324864817102,0.000363004720502487,0.0008554324864817102,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2075,0.002562,0.002598595255774161,0.0020001906996114332,0.00013325351304795626,0.0007862244263565959,0.0003447260245992865,0.0007862244263565959,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2080,0.0024609999999999996,0.0025078952150598254,0.001837935745016518,0.00012045756084825953,0.0007550069948529804,0.00033517981268942076,0.0007550069948529804,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2085,0.0023929999999999997,0.0024391214770408537,0.0016976220728491098,0.0001143289541641189,0.000728287308244216,0.00033051887691345284,0.000728287308244216,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2090,0.002337,0.002390671406860275,0.0015778915302399692,0.00010743946961414256,0.0007485113925240289,0.00032450209013442694,0.0007485113925240289,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2095,0.0023,0.0023521361943225107,0.001468753819239191,9.697003788542012e-05,0.0007296084444937059,0.0003143868447432134,0.0007621912176680255,1.6948,1.6948
238,FLK,Falkland Islands (Malvinas),2100,0.0022519999999999997,0.0023165989996488056,0.0013642263701384607,8.48121416788428e-05,0.0006748960741680855,0.00030189544280875244,0.0007625828573308574,1.6948,1.6948
254,GUF,French Guiana,2025,0.313666,0.31367199999999995,0.31367199999999995,0.097157,0.022771999999999994,0.097157,0.022771999999999994,3.2931,3.2931
