RAMO_K,mdp_2026,mdp_2027,dif_nominal,dif_real,var_real_pct,estado,nivel,PP_K,PP_NUM,UR_K,F_K,FN_K,SF_K
48,116.4,165.5,49.1,44.4,36.7,continúa,programa_por_numero,,007,,,,
TVV,0.0,49.2,49.2,49.2,inf,aparece,programa_por_numero,,18 ,,,,
13,179.4,231.4,52.0,44.9,24.0,continúa,programa_por_numero,,009,,,,
14,371.8,425.0,53.2,38.3,9.9,continúa,programa_por_numero,,001,,,,
48,1812.8,1867.2,54.4,-18.1,-1.0,continúa,programa_por_numero,,066,,,,
54,785.0,839.7,54.7,23.3,2.9,continúa,programa_por_numero,,319,,,,
20,246.1,302.0,55.9,46.0,18.0,continúa,programa_por_numero,,048,,,,
GYN,1432.0,1487.9,55.9,-1.4,-0.1,continúa,programa_por_numero,,20 ,,,,
48,686.6,742.9,56.3,28.8,4.0,continúa,programa_por_numero,,023,,,,
31,199.5,257.5,58.0,50.0,24.1,continúa,programa_por_numero,,053,,,,
16,158.8,218.9,60.0,53.7,32.5,continúa,programa_por_numero,,010,,,,
48,223.0,285.3,62.3,53.4,23.0,continúa,programa_por_numero,,283,,,,
21,783.2,847.8,64.6,33.3,4.1,continúa,programa_por_numero,,026,,,,
49,681.7,749.6,67.9,40.6,5.7,continúa,programa_por_numero,,009,,,,
47,780.2,848.2,68.0,36.8,4.5,continúa,programa_por_numero,,001,,,,
14,772.1,840.1,68.0,37.1,4.6,continúa,programa_por_numero,,031,,,,
54,327.6,400.5,73.0,59.8,17.6,continúa,programa_por_numero,,001,,,,
49,277.7,354.1,76.4,65.3,22.6,continúa,programa_por_numero,,013,,,,
25,1368.9,1451.3,82.4,27.7,1.9,continúa,programa_por_numero,,086,,,,
40,1107.6,1194.0,86.4,42.1,3.7,continúa,programa_por_numero,,001,,,,
01,2822.6,2914.0,91.4,-21.5,-0.7,continúa,programa_por_numero,,002,,,,
13,184.5,276.9,92.4,85.0,44.3,continúa,programa_por_numero,,030,,,,
11,1625.0,1729.2,104.2,39.2,2.3,continúa,programa_por_numero,,029,,,,
20,3312.0,3418.0,106.0,-26.5,-0.8,continúa,programa_por_numero,,174,,,,
28,0.0,107.5,107.5,107.5,inf,aparece,programa_por_numero,,010,,,,
06,2761.8,2876.6,114.8,4.3,0.2,continúa,programa_por_numero,,002,,,,
04,842.7,961.8,119.2,85.5,9.8,continúa,programa_por_numero,,001,,,,
GYR,889.1,1010.4,121.3,85.7,9.3,continúa,programa_por_numero,,08 ,,,,
28,3680.0,3804.0,124.0,-23.2,-0.6,continúa,programa_por_numero,,004,,,,
48,212.9,339.8,126.9,118.4,53.5,continúa,programa_por_numero,,268,,,,
18,151.2,281.1,129.9,123.9,78.8,continúa,programa_por_numero,,019,,,,
40,42.8,174.7,131.8,130.1,292.1,continúa,programa_por_numero,,003,,,,
38,1001.1,1139.0,137.8,97.8,9.4,continúa,programa_por_numero,,001,,,,
55,3417.2,3556.1,138.8,2.1,0.1,continúa,programa_por_numero,,083,,,,
24,1694.8,1836.1,141.2,73.4,4.2,continúa,programa_por_numero,,008,,,,
GYR,2349.5,2493.4,143.9,49.9,2.0,continúa,programa_por_numero,,71 ,,,,
32,3364.7,3509.7,145.1,10.5,0.3,continúa,programa_por_numero,,001,,,,
21,0.0,145.4,145.4,145.4,inf,aparece,programa_por_numero,,008,,,,
11,1739.2,1884.9,145.7,76.1,4.2,continúa,programa_por_numero,,243,,,,
25,329.7,483.8,154.2,141.0,41.1,continúa,programa_por_numero,,003,,,,
23,4889.5,5047.3,157.8,-37.8,-0.7,continúa,programa_por_numero,,031,,,,
55,109.2,268.1,158.8,154.5,136.0,continúa,programa_por_numero,,001,,,,
12,1501.3,1664.1,162.9,102.8,6.6,continúa,programa_por_numero,,027,,,,
15,825.3,995.2,169.8,136.8,15.9,continúa,programa_por_numero,,042,,,,
33,3953.1,4124.6,171.4,13.3,0.3,continúa,programa_por_numero,,010,,,,
11,284.1,456.8,172.7,161.4,54.6,continúa,programa_por_numero,,247,,,,
49,0.0,173.9,173.9,173.9,inf,aparece,programa_por_numero,,007,,,,
27,359.9,537.0,177.2,162.8,43.5,continúa,programa_por_numero,,045,,,,
11,514.6,696.6,182.0,161.4,30.2,continúa,programa_por_numero,,027,,,,
22,211.0,394.3,183.3,174.9,79.7,continúa,programa_por_numero,,010,,,,
14,896.0,1087.5,191.5,155.7,16.7,continúa,programa_por_numero,,040,,,,
47,1108.0,1315.6,207.6,163.3,14.2,continúa,programa_por_numero,,052,,,,
08,1898.6,2118.1,219.5,143.6,7.3,continúa,programa_por_numero,,304,,,,
16,300.8,525.4,224.6,212.6,68.0,continúa,programa_por_numero,,046,,,,
33,6858.3,7099.7,241.4,-32.9,-0.5,continúa,programa_por_numero,,009,,,,
16,1393.5,1645.0,251.5,195.8,13.5,continúa,programa_por_numero,,002,,,,
16,408.6,669.4,260.8,244.5,57.5,continúa,programa_por_numero,,016,,,,
04,83.4,348.0,264.6,261.3,301.2,continúa,programa_por_numero,,009,,,,
07,4137.2,4402.0,264.8,99.3,2.3,continúa,programa_por_numero,,017,,,,
11,3878.4,4143.9,265.5,110.4,2.7,continúa,programa_por_numero,,028,,,,
12,2685.6,2953.3,267.8,160.3,5.7,continúa,programa_por_numero,,028,,,,
08,2207.4,2493.1,285.8,197.5,8.6,continúa,programa_por_numero,,001,,,,
25,4667.8,4956.0,288.2,101.5,2.1,continúa,programa_por_numero,,001,,,,
16,97.3,387.7,290.4,286.5,283.0,continúa,programa_por_numero,,003,,,,
07,78.3,371.1,292.8,289.6,355.5,continúa,programa_por_numero,,008,,,,
11,4826.1,5135.1,309.0,116.0,2.3,continúa,programa_por_numero,,024,,,,
10,323.3,637.6,314.2,301.3,89.6,continúa,programa_por_numero,,024,,,,
01,14402.7,14720.1,317.5,-258.6,-1.7,continúa,programa_por_numero,,001,,,,
GYR,1583.6,1906.3,322.7,259.3,15.7,continúa,programa_por_numero,,68 ,,,,
11,0.0,329.3,329.3,329.3,inf,aparece,programa_por_numero,,005,,,,
11,4954.7,5285.1,330.4,132.3,2.6,continúa,programa_por_numero,,030,,,,
13,0.0,336.5,336.5,336.5,inf,aparece,programa_por_numero,,024,,,,
13,5608.8,5959.2,350.4,126.0,2.2,continúa,programa_por_numero,,021,,,,
55,0.0,354.5,354.5,354.5,inf,aparece,programa_por_numero,,023,,,,
08,6778.2,7146.4,368.2,97.1,1.4,continúa,programa_por_numero,,004,,,,
49,13879.6,14258.6,379.0,-176.2,-1.2,continúa,programa_por_numero,,002,,,,
13,0.0,380.0,380.0,380.0,inf,aparece,programa_por_numero,,007,,,,
19,4861.7,5263.6,401.9,207.4,4.1,continúa,programa_por_numero,,010,,,,
11,12650.0,13058.2,408.2,-97.8,-0.7,continúa,programa_por_numero,,283,,,,
23,7070.4,7501.0,430.6,147.8,2.0,continúa,programa_por_numero,,093,,,,
GYR,6769.2,7234.9,465.7,194.9,2.8,continúa,programa_por_numero,,69 ,,,,
GYN,0.0,466.0,466.0,466.0,inf,aparece,programa_por_numero,,38 ,,,,
04,2062.5,2535.3,472.8,390.3,18.2,continúa,programa_por_numero,,002,,,,
20,563.4,1039.3,475.8,453.3,77.4,continúa,programa_por_numero,,001,,,,
16,463.0,942.4,479.4,460.9,95.7,continúa,programa_por_numero,,036,,,,
33,9951.1,10447.9,496.8,98.8,1.0,continúa,programa_por_numero,,011,,,,
11,528.4,1039.8,511.4,490.3,89.2,continúa,programa_por_numero,,025,,,,
36,833.3,1368.4,535.0,501.7,57.9,continúa,programa_por_numero,,047,,,,
15,0.0,535.7,535.7,535.7,inf,aparece,programa_por_numero,,009,,,,
12,0.0,544.2,544.2,544.2,inf,aparece,programa_por_numero,,038,,,,
38,14879.5,15432.3,552.8,-42.4,-0.3,continúa,programa_por_numero,,190,,,,
36,0.0,554.6,554.6,554.6,inf,aparece,programa_por_numero,,010,,,,
18,418.6,990.1,571.5,554.7,127.4,continúa,programa_por_numero,,001,,,,
16,2264.9,2838.0,573.1,482.5,20.5,continúa,programa_por_numero,,001,,,,
12,4225.4,4798.6,573.2,404.2,9.2,continúa,programa_por_numero,,034,,,,
48,1954.1,2540.3,586.2,508.0,25.0,continúa,programa_por_numero,,001,,,,
36,0.0,595.3,595.3,595.3,inf,aparece,programa_por_numero,,321,,,,
33,19340.5,19943.5,603.0,-170.7,-0.8,continúa,programa_por_numero,,015,,,,
33,8449.5,9055.8,606.3,268.3,3.1,continúa,programa_por_numero,,008,,,,
23,19430.1,20057.1,627.0,-150.2,-0.7,continúa,programa_por_numero,,003,,,,
TYY,0.0,642.6,642.6,642.6,inf,aparece,programa_por_numero,,13 ,,,,
38,1050.0,1730.0,680.0,638.0,58.4,continúa,programa_por_numero,,023,,,,
07,2073.1,2759.2,686.2,603.2,28.0,continúa,programa_por_numero,,025,,,,
07,4084.1,4774.2,690.1,526.8,12.4,continúa,programa_por_numero,,009,,,,
38,6449.0,7139.7,690.7,432.8,6.5,continúa,programa_por_numero,,007,,,,
12,4748.2,5448.2,700.0,510.1,10.3,continúa,programa_por_numero,,033,,,,
12,4020.5,4750.7,730.1,569.3,13.6,continúa,programa_por_numero,,001,,,,
22,1834.6,2567.0,732.4,659.0,34.5,continúa,programa_por_numero,,008,,,,
16,955.4,1700.3,744.9,706.7,71.1,continúa,programa_por_numero,,014,,,,
38,1619.4,2366.9,747.5,682.8,40.5,continúa,programa_por_numero,,051,,,,
07,232.5,983.5,751.0,741.7,306.7,continúa,programa_por_numero,,016,,,,
07,2800.9,3578.8,777.9,665.8,22.9,continúa,programa_por_numero,,011,,,,
23,28380.5,29182.5,802.0,-333.2,-1.1,continúa,programa_por_numero,,032,,,,
20,5460.3,6270.5,810.2,591.8,10.4,continúa,programa_por_numero,,041,,,,
14,25173.0,25985.3,812.3,-194.6,-0.7,continúa,programa_por_numero,,280,,,,
28,0.0,814.2,814.2,814.2,inf,aparece,programa_por_numero,,013,,,,
13,1297.2,2127.8,830.6,778.7,57.7,continúa,programa_por_numero,,022,,,,
07,1060.4,1912.2,851.8,809.4,73.4,continúa,programa_por_numero,,026,,,,
07,1102.7,1958.3,855.6,811.4,70.8,continúa,programa_por_numero,,010,,,,
11,3011.6,3958.3,946.7,826.2,26.4,continúa,programa_por_numero,,008,,,,
TYY,0.0,989.1,989.1,989.1,inf,aparece,programa_por_numero,,14 ,,,,
20,4000.0,5000.0,1000.0,840.0,20.2,continúa,programa_por_numero,,317,,,,
11,3678.9,4748.7,1069.7,922.6,24.1,continúa,programa_por_numero,,026,,,,
15,33280.0,34353.9,1073.9,-257.3,-0.7,continúa,programa_por_numero,,177,,,,
12,32397.4,33473.1,1075.7,-220.2,-0.7,continúa,programa_por_numero,,031,,,,
33,15021.4,16099.2,1077.8,476.9,3.1,continúa,programa_por_numero,,007,,,,
05,5082.9,6187.7,1104.8,901.4,17.1,continúa,programa_por_numero,,015,,,,
22,1643.2,2799.5,1156.3,1090.6,63.8,continúa,programa_por_numero,,011,,,,
20,36266.0,37436.3,1170.3,-280.3,-0.7,continúa,programa_por_numero,,286,,,,
33,16371.3,17546.0,1174.6,519.8,3.1,continúa,programa_por_numero,,003,,,,
11,20431.3,21646.3,1215.1,397.8,1.9,continúa,programa_por_numero,,007,,,,
48,4311.0,5559.0,1248.0,1075.5,24.0,continúa,programa_por_numero,,062,,,,
24,6050.1,7305.1,1255.0,1013.0,16.1,continúa,programa_por_numero,,002,,,,
14,488.6,1824.3,1335.7,1316.2,259.0,continúa,programa_por_numero,,041,,,,
06,6279.7,7625.2,1345.5,1094.3,16.8,continúa,programa_por_numero,,001,,,,
11,42559.0,43932.4,1373.4,-329.0,-0.7,continúa,programa_por_numero,,311,,,,
GYN,6420.6,7822.8,1402.2,1145.4,17.2,continúa,programa_por_numero,,72 ,,,,
19,3994.7,5410.8,1416.1,1256.3,30.2,continúa,programa_por_numero,,012,,,,
24,6820.9,8242.0,1421.1,1148.3,16.2,continúa,programa_por_numero,,004,,,,
33,19993.7,21428.3,1434.5,634.8,3.1,continúa,programa_por_numero,,006,,,,
GYN,4306.2,5748.0,1441.8,1269.6,28.3,continúa,programa_por_numero,,06 ,,,,
12,1528.7,3048.2,1519.6,1458.4,91.7,continúa,programa_por_numero,,032,,,,
22,3910.4,5447.2,1536.7,1380.3,33.9,continúa,programa_por_numero,,005,,,,
GYR,12495.7,14101.2,1605.5,1105.7,8.5,continúa,programa_por_numero,,72 ,,,,
22,2672.9,4293.4,1620.5,1513.6,54.4,continúa,programa_por_numero,,001,,,,
12,9267.3,10905.9,1638.6,1267.9,13.2,continúa,programa_por_numero,,008,,,,
28,0.0,1833.7,1833.7,1833.7,inf,aparece,programa_por_numero,,007,,,,
38,9170.0,11153.5,1983.5,1616.7,17.0,continúa,programa_por_numero,,191,,,,
19,8942.5,11133.7,2191.2,1833.5,19.7,continúa,programa_por_numero,,009,,,,
GYN,73841.1,76041.0,2199.9,-753.7,-1.0,continúa,programa_por_numero,,01 ,,,,
07,6922.1,9134.4,2212.4,1935.5,26.9,continúa,programa_por_numero,,004,,,,
TYY,123339.6,125597.7,2258.1,-2675.5,-2.1,continúa,programa_por_numero,,10 ,,,,
GYR,17120.1,19498.3,2378.2,1693.4,9.5,continúa,programa_por_numero,,70 ,,,,
20,56969.0,59356.3,2387.3,108.5,0.2,continúa,programa_por_numero,,316,,,,
56,0.0,2500.0,2500.0,2500.0,inf,aparece,programa_por_numero,,038,,,,
33,12773.6,15330.2,2556.6,2045.7,15.4,continúa,programa_por_numero,,014,,,,
38,691.8,3256.3,2564.5,2536.8,352.6,continúa,programa_por_numero,,027,,,,
23,87768.8,90401.9,2633.1,-877.7,-1.0,continúa,programa_por_numero,,129,,,,
22,7572.2,10317.3,2745.1,2442.2,31.0,continúa,programa_por_numero,,009,,,,
16,7297.8,10068.1,2770.3,2478.3,32.7,continúa,programa_por_numero,,015,,,,
33,13915.7,16700.9,2785.2,2228.6,15.4,continúa,programa_por_numero,,016,,,,
25,48448.3,51371.7,2923.5,985.5,2.0,continúa,programa_por_numero,,085,,,,
48,0.0,3157.2,3157.2,3157.2,inf,aparece,programa_por_numero,,012,,,,
22,2678.6,5965.9,3287.3,3180.2,114.2,continúa,programa_por_numero,,002,,,,
06,190.0,3631.7,3441.8,3434.2,1738.4,continúa,programa_por_numero,,003,,,,
19,53860.0,57502.0,3642.0,1487.6,2.7,continúa,programa_por_numero,,004,,,,
TYY,92563.5,96369.9,3806.4,103.9,0.1,continúa,programa_por_numero,,21 ,,,,
28,53396.3,57227.5,3831.2,1695.3,3.1,continúa,programa_por_numero,,002,,,,
11,129386.0,133561.3,4175.3,-1000.2,-0.7,continúa,programa_por_numero,,072,,,,
36,0.0,4310.0,4310.0,4310.0,inf,aparece,programa_por_numero,,011,,,,
13,411.8,4868.7,4456.9,4440.5,1036.9,continúa,programa_por_numero,,001,,,,
33,84635.9,89714.0,5078.2,1692.7,1.9,continúa,programa_por_numero,,002,,,,
11,51359.4,56444.4,5085.1,3030.7,5.7,continúa,programa_por_numero,,022,,,,
36,4695.6,9910.4,5214.8,5027.0,102.9,continúa,programa_por_numero,,001,,,,
08,1539.5,6866.9,5327.4,5265.8,328.9,continúa,programa_por_numero,,052,,,,
33,74754.9,80118.5,5363.7,2373.5,3.1,continúa,programa_por_numero,,012,,,,
16,3814.0,9184.7,5370.7,5218.2,131.6,continúa,programa_por_numero,,026,,,,
TYY,245269.7,250784.8,5515.1,-4295.7,-1.7,continúa,programa_por_numero,,25 ,,,,
13,20408.6,26174.9,5766.3,4949.9,23.3,continúa,programa_por_numero,,018,,,,
11,70097.1,76037.8,5940.6,3136.8,4.3,continúa,programa_por_numero,,023,,,,
TVV,86545.1,92607.2,6062.2,2600.3,2.9,continúa,programa_por_numero,,01 ,,,,
19,151561.0,158266.3,6705.4,642.9,0.4,continúa,programa_por_numero,,001,,,,
25,30367.9,37280.2,6912.3,5697.6,18.0,continúa,programa_por_numero,,002,,,,
11,10600.7,17545.4,6944.7,6520.6,59.1,continúa,programa_por_numero,,080,,,,
28,0.0,7782.9,7782.9,7782.9,inf,aparece,programa_por_numero,,009,,,,
28,0.0,8041.2,8041.2,8041.2,inf,aparece,programa_por_numero,,006,,,,
56,84780.8,92827.7,8046.8,4655.6,5.3,continúa,programa_por_numero,,031,,,,
22,2314.3,10489.9,8175.6,8083.0,335.8,continúa,programa_por_numero,,003,,,,
07,16934.2,25126.9,8192.7,7515.3,42.7,continúa,programa_por_numero,,056,,,,
GYR,7796.5,16006.9,8210.3,7898.5,97.4,continúa,programa_por_numero,,06 ,,,,
33,118689.4,127205.3,8515.9,3768.4,3.1,continúa,programa_por_numero,,004,,,,
GYR,32325.8,40975.8,8650.0,7357.0,21.9,continúa,programa_por_numero,,14 ,,,,
GYR,99666.9,108920.8,9253.9,5267.2,5.1,continúa,programa_por_numero,,01 ,,,,
06,209.7,9500.0,9290.3,9281.9,4255.5,continúa,programa_por_numero,,004,,,,
07,9996.3,19618.3,9622.0,9222.2,88.7,continúa,programa_por_numero,,002,,,,
33,136817.4,146634.1,9816.6,4343.9,3.1,continúa,programa_por_numero,,005,,,,
30,70855.7,81400.4,10544.7,7710.5,10.5,continúa,programa_por_numero,,001,,,,
13,27407.0,38342.3,10935.3,9839.0,34.5,continúa,programa_por_numero,,019,,,,
08,0.0,11858.4,11858.4,11858.4,inf,aparece,programa_por_numero,,318,,,,
56,0.0,12033.0,12033.0,12033.0,inf,aparece,programa_por_numero,,014,,,,
24,1085910.7,1098010.5,12099.8,-31336.6,-2.8,continúa,programa_por_numero,,001,,,,
GYN,54210.5,66824.2,12613.6,10445.2,18.5,continúa,programa_por_numero,,31 ,,,,
36,0.0,12710.4,12710.4,12710.4,inf,aparece,programa_por_numero,,088,,,,
TVV,0.0,12933.6,12933.6,12933.6,inf,aparece,programa_por_numero,,16 ,,,,
09,96152.1,109643.2,13491.0,9645.0,9.6,continúa,programa_por_numero,,019,,,,
GYN,393788.8,408491.2,14702.4,-1049.2,-0.3,continúa,programa_por_numero,,17 ,,,,
11,108736.6,124114.7,15378.1,11028.7,9.8,continúa,programa_por_numero,,006,,,,
09,838.2,16911.7,16073.6,16040.0,1840.1,continúa,programa_por_numero,,007,,,,
20,526508.0,543498.4,16990.4,-4070.0,-0.7,continúa,programa_por_numero,,176,,,,
19,398044.8,417632.1,19587.3,3665.5,0.9,continúa,programa_por_numero,,002,,,,
28,0.0,20583.5,20583.5,20583.5,inf,aparece,programa_por_numero,,008,,,,
36,0.0,23080.0,23080.0,23080.0,inf,aparece,programa_por_numero,,009,,,,
07,62730.6,85818.2,23087.6,20578.4,31.5,continúa,programa_por_numero,,001,,,,
11,6514.8,31562.4,25047.6,24787.0,365.8,continúa,programa_por_numero,,001,,,,
GYR,147797.5,174447.5,26650.1,20738.2,13.5,continúa,programa_por_numero,,15 ,,,,
28,0.0,36185.4,36185.4,36185.4,inf,aparece,programa_por_numero,,011,,,,
34,0.0,37984.3,37984.3,37984.3,36523389282.7,continúa,programa_por_numero,,005,,,,
33,500367.1,554903.6,54536.6,34521.9,6.6,continúa,programa_por_numero,,013,,,,
TVV,0.0,57509.2,57509.2,57509.2,inf,aparece,programa_por_numero,,17 ,,,,
56,0.0,64010.9,64010.9,64010.9,inf,aparece,programa_por_numero,,089,,,,
GYR,429737.1,494581.9,64844.8,47655.3,10.7,continúa,programa_por_numero,,31 ,,,,
28,0.0,64998.4,64998.4,64998.4,inf,aparece,programa_por_numero,,014,,,,
28,0.0,71534.4,71534.4,71534.4,inf,aparece,programa_por_numero,,005,,,,
28,1069854.4,1146547.6,76693.2,33899.0,3.0,continúa,programa_por_numero,,001,,,,
GYR,795824.4,890029.5,94205.1,62372.1,7.5,continúa,programa_por_numero,,13 ,,,,
19,796699.8,890953.0,94253.2,62385.2,7.5,continúa,programa_por_numero,,003,,,,
TVV,0.0,97348.6,97348.6,97348.6,inf,aparece,programa_por_numero,,15 ,,,,
28,0.0,128147.5,128147.5,128147.5,inf,aparece,programa_por_numero,,012,,,,
18,263519.1,81267.1,-182252.0,-192792.8,-70.3,continúa,unidad_responsable,,,500,,,
09,92524.6,0.0,-92524.6,-96225.6,-100.0,desaparece,unidad_responsable,,,D00,,,
TYY,708200.9,678662.7,-29538.2,-57866.2,-7.9,continúa,unidad_responsable,,,TYY,,,
TVV,602567.5,575215.6,-27351.9,-51454.6,-8.2,continúa,unidad_responsable,,,TVV,,,
07,19978.4,0.0,-19978.4,-20777.5,-100.0,desaparece,unidad_responsable,,,145,,,
08,18216.5,0.0,-18216.5,-18945.1,-100.0,desaparece,unidad_responsable,,,237,,,
08,17479.4,7.7,-17471.7,-18170.9,-100.0,continúa,unidad_responsable,,,220,,,
09,24575.1,7260.2,-17315.0,-18298.0,-71.6,continúa,unidad_responsable,,,210,,,
36,18215.9,4875.0,-13340.9,-14069.6,-74.3,continúa,unidad_responsable,,,140,,,
07,30744.1,18180.4,-12563.7,-13793.5,-43.1,continúa,unidad_responsable,,,H0M,,,
09,27755.4,19328.8,-8426.5,-9536.7,-33.0,continúa,unidad_responsable,,,211,,,
13,7677.7,0.0,-7677.7,-7984.9,-100.0,desaparece,unidad_responsable,,,121,,,
11,26000.0,20046.1,-5953.9,-6993.9,-25.9,continúa,unidad_responsable,,,180,,,
03,5869.7,0.0,-5869.7,-6104.5,-100.0,desaparece,unidad_responsable,,,100,,,
19,130061.7,124341.7,-5720.0,-10922.4,-8.1,continúa,unidad_responsable,,,411,,,
23,167652.2,162153.2,-5499.1,-12205.2,-7.0,continúa,unidad_responsable,,,411,,,
12,4777.2,960.1,-3817.1,-4008.2,-80.7,continúa,unidad_responsable,,,500,,,
49,3522.8,36.4,-3486.4,-3627.3,-99.0,continúa,unidad_responsable,,,220,,,
03,2981.4,0.0,-2981.4,-3100.6,-100.0,desaparece,unidad_responsable,,,210,,,
09,3913.1,990.0,-2923.1,-3079.7,-75.7,continúa,unidad_responsable,,,C00,,,
08,15664.1,13089.4,-2574.7,-3201.2,-19.7,continúa,unidad_responsable,,,VSS,,,
36,4721.3,2211.7,-2509.6,-2698.5,-55.0,continúa,unidad_responsable,,,B00,,,
49,2548.4,577.4,-1970.9,-2072.9,-78.2,continúa,unidad_responsable,,,830,,,
03,74224.4,72264.7,-1959.7,-4928.7,-6.4,continúa,unidad_responsable,,,120,,,
03,1856.6,0.0,-1856.6,-1930.8,-100.0,desaparece,unidad_responsable,,,300,,,
49,1568.3,11.0,-1557.3,-1620.0,-99.3,continúa,unidad_responsable,,,260,,,
13,1543.6,0.0,-1543.6,-1605.3,-100.0,desaparece,unidad_responsable,,,116,,,
05,1388.6,0.0,-1388.6,-1444.1,-100.0,desaparece,unidad_responsable,,,150,,,
07,3441.9,2152.0,-1289.9,-1427.6,-39.9,continúa,unidad_responsable,,,H0C,,,
49,1082.8,0.0,-1082.8,-1126.1,-100.0,desaparece,unidad_responsable,,,850,,,
03,1028.1,0.0,-1028.1,-1069.2,-100.0,desaparece,unidad_responsable,,,211,,,
13,1018.8,0.0,-1018.8,-1059.5,-100.0,desaparece,unidad_responsable,,,219,,,
07,1255.2,332.9,-922.3,-972.5,-74.5,continúa,unidad_responsable,,,146,,,
49,883.0,0.0,-883.0,-918.3,-100.0,desaparece,unidad_responsable,,,811,,,
07,5667.5,4842.7,-824.8,-1051.5,-17.8,continúa,unidad_responsable,,,117,,,
27,813.5,7.8,-805.7,-838.3,-99.1,continúa,unidad_responsable,,,600,,,
13,776.0,0.0,-776.0,-807.0,-100.0,desaparece,unidad_responsable,,,J3G,,,
07,773.1,0.0,-773.1,-804.0,-100.0,desaparece,unidad_responsable,,,140,,,
13,800.5,32.8,-767.6,-799.7,-96.1,continúa,unidad_responsable,,,J3C,,,
49,917.3,166.6,-750.7,-787.4,-82.5,continúa,unidad_responsable,,,800,,,
07,744.7,0.0,-744.7,-774.5,-100.0,desaparece,unidad_responsable,,,HZI,,,
48,739.0,0.0,-739.0,-768.5,-100.0,desaparece,unidad_responsable,,,300,,,
49,567.5,0.0,-567.5,-590.2,-100.0,desaparece,unidad_responsable,,,870,,,
48,554.6,0.0,-554.6,-576.8,-100.0,desaparece,unidad_responsable,,,410,,,
13,523.3,0.0,-523.3,-544.3,-100.0,desaparece,unidad_responsable,,,J3F,,,
48,692.8,184.5,-508.4,-536.1,-74.4,continúa,unidad_responsable,,,200,,,
09,657.5,175.4,-482.1,-508.4,-74.3,continúa,unidad_responsable,,,E00,,,
49,494.6,13.9,-480.7,-500.5,-97.3,continúa,unidad_responsable,,,210,,,
12,520.7,109.0,-411.7,-432.5,-79.9,continúa,unidad_responsable,,,611,,,
38,413.2,8.8,-404.4,-420.9,-98.0,continúa,unidad_responsable,,,200,,,
49,400.5,0.0,-400.5,-416.5,-100.0,desaparece,unidad_responsable,,,880,,,
54,436.5,43.1,-393.4,-410.8,-90.5,continúa,unidad_responsable,,,200,,,
07,358.7,0.0,-358.7,-373.0,-100.0,desaparece,unidad_responsable,,,142,,,
48,334.8,0.0,-334.8,-348.1,-100.0,desaparece,unidad_responsable,,,310,,,
18,589.1,269.6,-319.5,-343.0,-56.0,continúa,unidad_responsable,,,111,,,
36,296.5,0.0,-296.5,-308.4,-100.0,desaparece,unidad_responsable,,,212,,,
04,2747.7,2451.6,-296.1,-406.0,-14.2,continúa,unidad_responsable,,,211,,,
36,26789.9,26495.7,-294.2,-1365.8,-4.9,continúa,unidad_responsable,,,D00,,,
49,431.1,139.0,-292.0,-309.3,-69.0,continúa,unidad_responsable,,,500,,,
08,271.3,0.0,-271.3,-282.2,-100.0,desaparece,unidad_responsable,,,225,,,
05,463.9,194.9,-269.0,-287.6,-59.6,continúa,unidad_responsable,,,800,,,
16,553.7,297.5,-256.1,-278.3,-48.3,continúa,unidad_responsable,,,512,,,
18,427.1,181.6,-245.5,-262.6,-59.1,continúa,unidad_responsable,,,T0K,,,
55,242.3,7.8,-234.5,-244.2,-96.9,continúa,unidad_responsable,,,120,,,
20,533.7,304.6,-229.0,-250.4,-45.1,continúa,unidad_responsable,,,115,,,
09,244.4,16.5,-227.9,-237.7,-93.5,continúa,unidad_responsable,,,713,,,
48,212.2,0.0,-212.2,-220.7,-100.0,desaparece,unidad_responsable,,,320,,,
48,210.2,0.0,-210.2,-218.6,-100.0,desaparece,unidad_responsable,,,210,,,
13,179.4,0.0,-179.4,-186.6,-100.0,desaparece,unidad_responsable,,,122,,,
49,231.0,51.7,-179.3,-188.6,-78.5,continúa,unidad_responsable,,,180,,,
13,2040.1,1865.7,-174.4,-256.0,-12.1,continúa,unidad_responsable,,,313,,,
49,161.7,0.0,-161.7,-168.2,-100.0,desaparece,unidad_responsable,,,418,,,
49,160.9,0.0,-160.9,-167.3,-100.0,desaparece,unidad_responsable,,,329,,,
05,160.0,0.0,-160.0,-166.4,-100.0,desaparece,unidad_responsable,,,151,,,
20,40664.0,40506.8,-157.2,-1783.7,-4.2,continúa,unidad_responsable,,,311,,,
48,155.9,0.0,-155.9,-162.2,-100.0,desaparece,unidad_responsable,,,340,,,
08,148.2,0.0,-148.2,-154.1,-100.0,desaparece,unidad_responsable,,,230,,,
09,217.9,70.7,-147.2,-155.9,-68.8,continúa,unidad_responsable,,,312,,,
09,146.4,21.4,-125.1,-130.9,-86.0,continúa,unidad_responsable,,,J4Q,,,
49,123.7,0.0,-123.7,-128.6,-100.0,desaparece,unidad_responsable,,,570,,,
27,130.8,8.0,-122.8,-128.1,-94.1,continúa,unidad_responsable,,,230,,,
49,112.9,0.0,-112.9,-117.4,-100.0,desaparece,unidad_responsable,,,345,,,
04,186.4,73.7,-112.7,-120.1,-62.0,continúa,unidad_responsable,,,811,,,
49,111.6,0.0,-111.6,-116.1,-100.0,desaparece,unidad_responsable,,,346,,,
