RAMO_K,mdp_2026,mdp_2027,dif_nominal,dif_real,var_real_pct,estado,nivel,PP_K,PP_NUM,UR_K,F_K,FN_K,SF_K
06,11261.4,11261.4,0.0,-450.5,-3.8,continúa,unidad_responsable,,,E00,,,
06,218.8,218.8,0.0,-8.8,-3.8,continúa,unidad_responsable,,,A00,,,
06,229.4,229.4,0.0,-9.2,-3.8,continúa,unidad_responsable,,,D00,,,
01,5103.8,5103.8,0.0,-204.2,-3.8,continúa,unidad_responsable,,,200,,,
06,2787.3,2787.3,0.0,-111.5,-3.8,continúa,unidad_responsable,,,HKA,,,
06,1292.4,1292.4,0.0,-51.7,-3.8,continúa,unidad_responsable,,,HJO,,,
06,540.1,540.1,0.0,-21.6,-3.8,continúa,unidad_responsable,,,G3A,,,
06,1507.7,1507.7,0.0,-60.3,-3.8,continúa,unidad_responsable,,,B00,,,
06,240.6,240.6,0.0,-9.6,-3.8,continúa,unidad_responsable,,,C00,,,
32,32.2,32.2,0.0,-1.3,-3.8,continúa,unidad_responsable,,,208,,,
32,30.3,30.3,0.0,-1.2,-3.8,continúa,unidad_responsable,,,304,,,
32,7.6,7.6,0.0,-0.3,-3.8,continúa,unidad_responsable,,,400,,,
32,31.2,31.2,0.0,-1.2,-3.8,continúa,unidad_responsable,,,312,,,
32,52.5,52.5,0.0,-2.1,-3.8,continúa,unidad_responsable,,,121,,,
02,2.2,2.2,0.0,-0.1,-3.8,continúa,unidad_responsable,,,142,,,
02,12.2,12.2,0.0,-0.5,-3.8,continúa,unidad_responsable,,,128,,,
02,34.9,34.9,0.0,-1.4,-3.8,continúa,unidad_responsable,,,127,,,
15,4.1,4.2,0.1,-0.1,-2.6,continúa,unidad_responsable,,,144,,,
15,3.3,3.4,0.1,-0.1,-1.8,continúa,unidad_responsable,,,128,,,
20,11.9,11.9,0.1,-0.4,-3.2,continúa,unidad_responsable,,,125,,,
05,18.3,18.4,0.1,-0.6,-3.3,continúa,unidad_responsable,,,103,,,
18,14.1,14.2,0.1,-0.5,-3.1,continúa,unidad_responsable,,,114,,,
15,4.6,4.7,0.1,-0.1,-1.3,continúa,unidad_responsable,,,148,,,
08,123.2,123.4,0.1,-4.8,-3.7,continúa,unidad_responsable,,,D00,,,
15,40.3,40.5,0.2,-1.4,-3.4,continúa,unidad_responsable,,,100,,,
05,74.1,74.3,0.2,-2.8,-3.6,continúa,unidad_responsable,,,111,,,
20,16.0,16.1,0.2,-0.5,-2.8,continúa,unidad_responsable,,,122,,,
21,15.9,16.1,0.2,-0.4,-2.4,continúa,unidad_responsable,,,810,,,
05,20.5,20.7,0.2,-0.6,-2.7,continúa,unidad_responsable,,,810,,,
13,269.9,270.1,0.2,-10.6,-3.8,continúa,unidad_responsable,,,KDN,,,
05,11.2,11.5,0.3,-0.2,-1.4,continúa,unidad_responsable,,,813,,,
27,33.0,33.3,0.3,-1.0,-3.0,continúa,unidad_responsable,,,700,,,
21,12.5,12.8,0.3,-0.2,-1.5,continúa,unidad_responsable,,,412,,,
21,8.5,8.8,0.3,-0.0,-0.4,continúa,unidad_responsable,,,411,,,
18,13.9,14.2,0.3,-0.2,-1.7,continúa,unidad_responsable,,,121,,,
05,50.7,51.0,0.3,-1.7,-3.2,continúa,unidad_responsable,,,112,,,
21,19.7,20.1,0.3,-0.4,-2.2,continúa,unidad_responsable,,,413,,,
18,19.5,19.9,0.4,-0.4,-2.1,continúa,unidad_responsable,,,530,,,
15,2.6,3.1,0.4,0.3,11.7,continúa,unidad_responsable,,,139,,,
21,12.0,12.4,0.4,-0.0,-0.4,continúa,unidad_responsable,,,710,,,
20,13.8,14.3,0.5,-0.1,-0.6,continúa,unidad_responsable,,,146,,,
08,104.5,105.0,0.5,-3.7,-3.4,continúa,unidad_responsable,,,280,,,
11,7.6,8.1,0.5,0.2,2.7,continúa,unidad_responsable,,,G00,,,
11,12.4,12.9,0.5,0.0,0.2,continúa,unidad_responsable,,,MGJ,,,
21,13.5,14.1,0.6,0.0,0.1,continúa,unidad_responsable,,,811,,,
15,5.3,5.9,0.6,0.4,7.1,continúa,unidad_responsable,,,141,,,
15,2.2,2.8,0.6,0.5,22.4,continúa,unidad_responsable,,,130,,,
15,2.5,3.1,0.6,0.5,21.1,continúa,unidad_responsable,,,131,,,
15,8.2,8.9,0.7,0.3,3.9,continúa,unidad_responsable,,,514,,,
15,3.9,4.6,0.7,0.5,12.8,continúa,unidad_responsable,,,134,,,
15,2.4,3.1,0.7,0.6,23.7,continúa,unidad_responsable,,,138,,,
15,12.8,13.5,0.7,0.2,1.7,continúa,unidad_responsable,,,400,,,
08,86.1,86.9,0.8,-2.7,-3.0,continúa,unidad_responsable,,,291,,,
15,1.8,2.6,0.8,0.7,37.8,continúa,unidad_responsable,,,125,,,
21,18.2,19.0,0.8,0.1,0.6,continúa,unidad_responsable,,,112,,,
12,42.2,43.1,0.9,-0.8,-1.9,continúa,unidad_responsable,,,170,,,
15,0.0,0.9,0.9,0.9,inf,aparece,unidad_responsable,,,216,,,
04,8.9,9.8,0.9,0.6,6.1,continúa,unidad_responsable,,,540,,,
15,4.3,5.2,0.9,0.7,16.8,continúa,unidad_responsable,,,129,,,
15,3.9,4.8,0.9,0.8,19.3,continúa,unidad_responsable,,,132,,,
04,9.0,9.9,0.9,0.6,6.2,continúa,unidad_responsable,,,520,,,
15,4.5,5.4,1.0,0.8,16.7,continúa,unidad_responsable,,,137,,,
02,78.7,79.7,1.0,-2.2,-2.7,continúa,unidad_responsable,,,112,,,
15,5.9,6.9,1.0,0.7,11.9,continúa,unidad_responsable,,,150,,,
38,16.3,17.3,1.0,0.4,2.1,continúa,unidad_responsable,,,230,,,
10,29.7,30.8,1.0,-0.2,-0.5,continúa,unidad_responsable,,,400,,,
20,16.2,17.3,1.0,0.4,2.4,continúa,unidad_responsable,,,134,,,
11,5.3,6.4,1.1,0.9,15.8,continúa,unidad_responsable,,,413,,,
10,48.2,49.3,1.2,-0.8,-1.5,continúa,unidad_responsable,,,510,,,
12,35.8,36.9,1.2,-0.2,-0.7,continúa,unidad_responsable,,,315,,,
21,22.3,23.5,1.2,0.3,1.3,continúa,unidad_responsable,,,512,,,
15,1.8,3.1,1.2,1.2,61.5,continúa,unidad_responsable,,,152,,,
55,0.0,1.3,1.3,1.3,inf,aparece,unidad_responsable,,,100,,,
04,3.4,4.7,1.3,1.1,32.1,continúa,unidad_responsable,,,216,,,
55,0.0,1.3,1.3,1.3,inf,aparece,unidad_responsable,,,210,,,
15,6.0,7.3,1.3,1.1,17.3,continúa,unidad_responsable,,,145,,,
20,19.7,21.1,1.3,0.5,2.6,continúa,unidad_responsable,,,147,,,
37,21.1,22.5,1.4,0.5,2.5,continúa,unidad_responsable,,,112,,,
21,16.2,17.6,1.4,0.8,4.5,continúa,unidad_responsable,,,400,,,
55,0.0,1.4,1.4,1.4,inf,aparece,unidad_responsable,,,300,,,
18,15.4,16.9,1.5,0.8,5.2,continúa,unidad_responsable,,,316,,,
15,6.0,7.4,1.5,1.2,19.8,continúa,unidad_responsable,,,146,,,
04,25.9,27.4,1.5,0.5,1.7,continúa,unidad_responsable,,,223,,,
10,2.5,4.0,1.5,1.4,53.6,continúa,unidad_responsable,,,540,,,
48,27.1,28.6,1.5,0.5,1.6,continúa,unidad_responsable,,,L8P,,,
20,16.8,18.4,1.5,0.9,5.0,continúa,unidad_responsable,,,149,,,
18,22.7,24.3,1.6,0.6,2.7,continúa,unidad_responsable,,,533,,,
18,33.9,35.5,1.6,0.2,0.6,continúa,unidad_responsable,,,117,,,
18,14.0,15.5,1.6,1.0,6.9,continúa,unidad_responsable,,,T0U,,,
20,21.5,23.1,1.6,0.7,3.3,continúa,unidad_responsable,,,500,,,
10,8.9,10.5,1.6,1.2,13.3,continúa,unidad_responsable,,,521,,,
15,4.5,6.1,1.6,1.4,30.9,continúa,unidad_responsable,,,135,,,
06,78.5,80.2,1.7,-1.5,-1.8,continúa,unidad_responsable,,,100,,,
49,154.1,155.8,1.7,-4.5,-2.8,continúa,unidad_responsable,,,190,,,
06,39.2,40.9,1.7,0.1,0.3,continúa,unidad_responsable,,,419,,,
36,19.4,21.1,1.7,0.9,4.6,continúa,unidad_responsable,,,133,,,
04,10.2,12.0,1.8,1.4,12.9,continúa,unidad_responsable,,,232,,,
20,33.6,35.4,1.8,0.4,1.2,continúa,unidad_responsable,,,214,,,
08,0.0,1.8,1.8,1.8,inf,aparece,unidad_responsable,,,252,,,
08,22.4,24.3,1.9,1.0,4.3,continúa,unidad_responsable,,,112,,,
05,109.7,111.6,1.9,-2.5,-2.2,continúa,unidad_responsable,,,612,,,
20,18.3,20.3,2.0,1.3,6.6,continúa,unidad_responsable,,,124,,,
15,0.0,2.0,2.0,2.0,inf,aparece,unidad_responsable,,,515,,,
15,9.2,11.2,2.0,1.7,17.5,continúa,unidad_responsable,,,113,,,
06,226.1,228.1,2.0,-7.0,-3.0,continúa,unidad_responsable,,,712,,,
04,0.0,2.0,2.0,2.0,inf,aparece,unidad_responsable,,,121,,,
04,0.0,2.0,2.0,2.0,inf,aparece,unidad_responsable,,,122,,,
08,16.3,18.4,2.0,1.4,8.2,continúa,unidad_responsable,,,AFU,,,
08,33.4,35.5,2.0,0.7,2.0,continúa,unidad_responsable,,,I9H,,,
15,2.4,4.5,2.1,2.0,77.5,continúa,unidad_responsable,,,143,,,
15,7.7,9.8,2.1,1.8,22.6,continúa,unidad_responsable,,,136,,,
20,27.0,29.2,2.2,1.1,4.0,continúa,unidad_responsable,,,136,,,
15,16.5,18.8,2.2,1.6,9.2,continúa,unidad_responsable,,,510,,,
49,0.0,2.3,2.3,2.3,inf,aparece,unidad_responsable,,,835,,,
11,33.7,36.0,2.3,0.9,2.7,continúa,unidad_responsable,,,L8G,,,
18,0.0,2.3,2.3,2.3,inf,aparece,unidad_responsable,,,220,,,
20,24.4,26.7,2.4,1.4,5.5,continúa,unidad_responsable,,,110,,,
20,19.1,21.5,2.4,1.7,8.3,continúa,unidad_responsable,,,131,,,
55,0.0,2.4,2.4,2.4,inf,aparece,unidad_responsable,,,200,,,
49,42.0,44.4,2.4,0.8,1.7,continúa,unidad_responsable,,,370,,,
08,57.1,59.5,2.4,0.2,0.3,continúa,unidad_responsable,,,IZI,,,
04,0.0,2.4,2.4,2.4,inf,aparece,unidad_responsable,,,120,,,
20,12.9,15.4,2.5,1.9,14.4,continúa,unidad_responsable,,,145,,,
38,10.8,13.3,2.5,2.1,18.3,continúa,unidad_responsable,,,420,,,
27,25.0,27.6,2.5,1.5,5.8,continúa,unidad_responsable,,,T00,,,
38,7.4,9.9,2.5,2.2,28.7,continúa,unidad_responsable,,,110,,,
49,0.0,2.5,2.5,2.5,inf,aparece,unidad_responsable,,,730,,,
02,0.4,2.9,2.5,2.5,667.0,continúa,unidad_responsable,,,129,,,
04,42.1,44.7,2.6,0.9,2.0,continúa,unidad_responsable,,,Q00,,,
04,7.6,10.1,2.6,2.3,28.8,continúa,unidad_responsable,,,922,,,
04,6.7,9.3,2.7,2.4,34.6,continúa,unidad_responsable,,,133,,,
11,39.7,42.4,2.7,1.1,2.7,continúa,unidad_responsable,,,MGC,,,
38,16.7,19.5,2.8,2.1,12.2,continúa,unidad_responsable,,,320,,,
05,21.1,24.0,2.9,2.1,9.4,continúa,unidad_responsable,,,I00,,,
04,12.1,15.1,2.9,2.4,19.3,continúa,unidad_responsable,,,217,,,
20,12.9,16.0,3.0,2.5,18.7,continúa,unidad_responsable,,,144,,,
04,638.1,641.2,3.1,-22.4,-3.4,continúa,unidad_responsable,,,915,,,
04,7.4,10.5,3.1,2.8,36.5,continúa,unidad_responsable,,,515,,,
55,0.0,3.2,3.2,3.2,inf,aparece,unidad_responsable,,,430,,,
02,0.0,3.2,3.2,3.2,inf,aparece,unidad_responsable,,,145,,,
13,14.4,17.7,3.3,2.7,17.9,continúa,unidad_responsable,,,J2I,,,
04,7.2,10.5,3.3,3.0,39.7,continúa,unidad_responsable,,,516,,,
20,16.9,20.2,3.3,2.6,15.0,continúa,unidad_responsable,,,141,,,
55,0.0,3.3,3.3,3.3,inf,aparece,unidad_responsable,,,410,,,
18,0.0,3.3,3.3,3.3,inf,aparece,unidad_responsable,,,540,,,
12,32.0,35.4,3.4,2.1,6.3,continúa,unidad_responsable,,,V00,,,
20,18.0,21.4,3.4,2.7,14.2,continúa,unidad_responsable,,,128,,,
20,13.1,16.4,3.4,2.9,21.1,continúa,unidad_responsable,,,143,,,
18,13.0,16.4,3.4,2.9,21.4,continúa,unidad_responsable,,,212,,,
15,41.1,44.6,3.5,1.8,4.3,continúa,unidad_responsable,,,210,,,
36,0.0,3.5,3.5,3.5,inf,aparece,unidad_responsable,,,190,,,
18,0.0,3.5,3.5,3.5,inf,aparece,unidad_responsable,,,560,,,
20,18.0,21.5,3.5,2.8,14.9,continúa,unidad_responsable,,,133,,,
08,0.0,3.5,3.5,3.5,inf,aparece,unidad_responsable,,,920,,,
04,19.0,22.5,3.5,2.8,14.1,continúa,unidad_responsable,,,231,,,
04,10.2,13.7,3.5,3.1,29.6,continúa,unidad_responsable,,,132,,,
15,8.1,11.6,3.6,3.2,38.7,continúa,unidad_responsable,,,513,,,
04,7.6,11.1,3.6,3.3,41.5,continúa,unidad_responsable,,,921,,,
18,0.0,3.6,3.6,3.6,inf,aparece,unidad_responsable,,,550,,,
38,18.8,22.4,3.6,2.9,14.6,continúa,unidad_responsable,,,310,,,
18,0.0,3.8,3.8,3.8,inf,aparece,unidad_responsable,,,570,,,
04,11.9,15.6,3.8,3.3,26.9,continúa,unidad_responsable,,,272,,,
55,0.0,3.9,3.9,3.9,inf,aparece,unidad_responsable,,,420,,,
12,25.7,29.5,3.9,2.8,10.6,continúa,unidad_responsable,,,Q00,,,
49,79.5,83.4,3.9,0.7,0.9,continúa,unidad_responsable,,,110,,,
38,11.3,15.2,3.9,3.4,29.2,continúa,unidad_responsable,,,610,,,
15,31.9,35.9,4.0,2.7,8.2,continúa,unidad_responsable,,,512,,,
55,46.8,50.8,4.0,2.1,4.4,continúa,unidad_responsable,,,JZN,,,
04,12.2,16.2,4.0,3.5,27.9,continúa,unidad_responsable,,,212,,,
18,0.0,4.1,4.1,4.1,inf,aparece,unidad_responsable,,,222,,,
16,15.1,19.2,4.1,3.5,22.2,continúa,unidad_responsable,,,146,,,
05,73.7,77.8,4.1,1.2,1.5,continúa,unidad_responsable,,,600,,,
04,6.9,11.0,4.1,3.8,53.6,continúa,unidad_responsable,,,542,,,
08,0.0,4.1,4.1,4.1,inf,aparece,unidad_responsable,,,911,,,
04,14.5,18.7,4.2,3.6,23.7,continúa,unidad_responsable,,,273,,,
20,15.0,19.1,4.2,3.6,22.9,continúa,unidad_responsable,,,123,,,
10,10.4,14.5,4.2,3.8,35.0,continúa,unidad_responsable,,,514,,,
12,18.9,23.1,4.2,3.5,17.7,continúa,unidad_responsable,,,614,,,
11,62.4,66.7,4.2,1.7,2.7,continúa,unidad_responsable,,,L9T,,,
27,16.4,20.7,4.2,3.6,21.0,continúa,unidad_responsable,,,810,,,
16,13.6,17.9,4.3,3.7,26.3,continúa,unidad_responsable,,,139,,,
04,13.6,17.9,4.3,3.8,26.6,continúa,unidad_responsable,,,901,,,
18,0.0,4.4,4.4,4.4,inf,aparece,unidad_responsable,,,552,,,
20,21.1,25.5,4.4,3.6,16.2,continúa,unidad_responsable,,,400,,,
38,87.4,91.8,4.4,0.9,1.0,continúa,unidad_responsable,,,90A,,,
04,54.4,58.9,4.5,2.3,4.1,continúa,unidad_responsable,,,T00,,,
05,123.7,128.2,4.5,-0.4,-0.3,continúa,unidad_responsable,,,100,,,
27,12.7,17.2,4.5,4.0,30.5,continúa,unidad_responsable,,,431,,,
04,72.4,76.9,4.5,1.6,2.2,continúa,unidad_responsable,,,G00,,,
48,31.6,36.2,4.5,3.3,10.0,continúa,unidad_responsable,,,L3N,,,
04,26.2,30.8,4.6,3.5,12.8,continúa,unidad_responsable,,,220,,,
20,23.5,28.1,4.6,3.7,15.0,continúa,unidad_responsable,,,130,,,
04,7.2,11.9,4.7,4.4,58.1,continúa,unidad_responsable,,,521,,,
20,21.4,26.1,4.7,3.8,17.3,continúa,unidad_responsable,,,152,,,
18,12.2,16.9,4.7,4.2,33.2,continúa,unidad_responsable,,,554,,,
05,55.7,60.5,4.7,2.5,4.3,continúa,unidad_responsable,,,J00,,,
04,76.8,81.5,4.7,1.7,2.1,continúa,unidad_responsable,,,P00,,,
04,0.0,4.8,4.8,4.8,inf,aparece,unidad_responsable,,,213,,,
20,9.0,13.9,4.8,4.5,47.8,continúa,unidad_responsable,,,129,,,
04,7.2,12.0,4.9,4.6,61.5,continúa,unidad_responsable,,,522,,,
20,19.7,24.6,5.0,4.2,20.4,continúa,unidad_responsable,,,132,,,
20,19.5,24.5,5.0,4.2,20.7,continúa,unidad_responsable,,,151,,,
18,12.8,17.8,5.0,4.5,34.2,continúa,unidad_responsable,,,213,,,
20,26.0,31.0,5.0,4.0,14.8,continúa,unidad_responsable,,,150,,,
20,16.4,21.5,5.1,4.4,25.8,continúa,unidad_responsable,,,148,,,
08,0.0,5.1,5.1,5.1,inf,aparece,unidad_responsable,,,910,,,
08,18.1,23.2,5.1,4.4,23.4,continúa,unidad_responsable,,,250,,,
49,0.0,5.1,5.1,5.1,inf,aparece,unidad_responsable,,,833,,,
12,102.5,107.7,5.1,1.0,1.0,continúa,unidad_responsable,,,NCE,,,
55,0.0,5.2,5.2,5.2,inf,aparece,unidad_responsable,,,400,,,
49,0.0,5.2,5.2,5.2,inf,aparece,unidad_responsable,,,660,,,
20,19.6,24.9,5.3,4.6,22.4,continúa,unidad_responsable,,,140,,,
12,56.6,61.9,5.3,3.1,5.2,continúa,unidad_responsable,,,613,,,
04,32.8,38.2,5.4,4.0,11.8,continúa,unidad_responsable,,,A00,,,
38,107.1,112.5,5.4,1.1,1.0,continúa,unidad_responsable,,,91O,,,
18,5.9,11.3,5.5,5.2,85.6,continúa,unidad_responsable,,,319,,,
38,2.8,8.3,5.5,5.4,182.3,continúa,unidad_responsable,,,500,,,
16,23.1,28.6,5.5,4.6,19.0,continúa,unidad_responsable,,,140,,,
18,0.0,5.5,5.5,5.5,inf,aparece,unidad_responsable,,,564,,,
18,9.2,14.8,5.5,5.2,53.8,continúa,unidad_responsable,,,317,,,
55,0.0,5.6,5.6,5.6,inf,aparece,unidad_responsable,,,340,,,
04,21.1,26.7,5.6,4.8,21.8,continúa,unidad_responsable,,,131,,,
18,0.0,5.6,5.6,5.6,inf,aparece,unidad_responsable,,,551,,,
27,46.3,52.1,5.7,3.9,8.0,continúa,unidad_responsable,,,840,,,
04,12.8,18.6,5.7,5.2,38.9,continúa,unidad_responsable,,,920,,,
04,18.3,24.0,5.8,5.0,26.5,continúa,unidad_responsable,,,541,,,
08,58.2,64.0,5.8,3.4,5.7,continúa,unidad_responsable,,,C00,,,
36,19.2,25.0,5.8,5.0,25.3,continúa,unidad_responsable,,,131,,,
36,0.0,5.8,5.8,5.8,inf,aparece,unidad_responsable,,,440,,,
08,0.0,5.8,5.8,5.8,inf,aparece,unidad_responsable,,,912,,,
04,25.9,31.8,5.9,4.8,17.9,continúa,unidad_responsable,,,221,,,
49,0.0,5.9,5.9,5.9,inf,aparece,unidad_responsable,,,824,,,
20,18.0,23.9,6.0,5.2,28.0,continúa,unidad_responsable,,,137,,,
05,27.0,33.0,6.0,4.9,17.4,continúa,unidad_responsable,,,413,,,
20,16.6,22.6,6.0,5.3,30.7,continúa,unidad_responsable,,,135,,,
10,22.0,28.0,6.0,5.1,22.4,continúa,unidad_responsable,,,611,,,
16,27.7,33.7,6.0,4.9,17.0,continúa,unidad_responsable,,,135,,,
11,54.6,60.6,6.0,3.8,6.8,continúa,unidad_responsable,,,113,,,
11,58.5,64.6,6.1,3.7,6.1,continúa,unidad_responsable,,,111,,,
04,46.8,53.0,6.1,4.2,8.7,continúa,unidad_responsable,,,940,,,
18,5.3,11.4,6.1,5.9,107.9,continúa,unidad_responsable,,,130,,,
18,0.0,6.2,6.2,6.2,inf,aparece,unidad_responsable,,,118,,,
20,0.0,6.2,6.2,6.2,inf,aparece,unidad_responsable,,,310,,,
16,25.5,31.6,6.2,5.1,19.4,continúa,unidad_responsable,,,148,,,
18,74.0,80.2,6.2,3.3,4.2,continúa,unidad_responsable,,,410,,,
27,32.8,39.1,6.2,4.9,14.5,continúa,unidad_responsable,,,900,,,
16,21.4,27.7,6.3,5.4,24.4,continúa,unidad_responsable,,,124,,,
20,23.0,29.3,6.3,5.4,22.5,continúa,unidad_responsable,,,414,,,
18,0.0,6.5,6.5,6.5,inf,aparece,unidad_responsable,,,541,,,
16,18.6,25.2,6.5,5.8,29.9,continúa,unidad_responsable,,,123,,,
12,32.1,38.6,6.6,5.3,15.8,continúa,unidad_responsable,,,171,,,
20,26.1,32.6,6.6,5.5,20.3,continúa,unidad_responsable,,,127,,,
04,0.0,6.6,6.6,6.6,inf,aparece,unidad_responsable,,,214,,,
47,130.8,137.5,6.7,1.4,1.1,continúa,unidad_responsable,,,AYM,,,
27,0.0,6.7,6.7,6.7,inf,aparece,unidad_responsable,,,220,,,
16,11.9,18.6,6.7,6.2,50.5,continúa,unidad_responsable,,,152,,,
18,0.0,6.7,6.7,6.7,inf,aparece,unidad_responsable,,,133,,,
49,0.0,6.7,6.7,6.7,inf,aparece,unidad_responsable,,,401,,,
27,0.0,6.7,6.7,6.7,inf,aparece,unidad_responsable,,,260,,,
18,0.0,6.8,6.8,6.8,inf,aparece,unidad_responsable,,,561,,,
27,0.0,6.8,6.8,6.8,inf,aparece,unidad_responsable,,,412,,,
16,16.3,23.0,6.8,6.1,36.1,continúa,unidad_responsable,,,125,,,
20,0.0,6.8,6.8,6.8,inf,aparece,unidad_responsable,,,313,,,
16,18.1,24.9,6.8,6.1,32.6,continúa,unidad_responsable,,,151,,,
18,0.0,6.8,6.8,6.8,inf,aparece,unidad_responsable,,,571,,,
04,25.9,32.8,6.9,5.9,21.8,continúa,unidad_responsable,,,222,,,
20,4.0,10.9,6.9,6.8,164.0,continúa,unidad_responsable,,,212,,,
16,15.1,22.1,6.9,6.3,40.3,continúa,unidad_responsable,,,144,,,
55,0.0,7.0,7.0,7.0,inf,aparece,unidad_responsable,,,110,,,
18,16.4,23.5,7.0,6.4,37.2,continúa,unidad_responsable,,,210,,,
15,0.0,7.0,7.0,7.0,inf,aparece,unidad_responsable,,,215,,,
20,18.5,25.6,7.1,6.3,33.0,continúa,unidad_responsable,,,142,,,
18,0.0,7.1,7.1,7.1,inf,aparece,unidad_responsable,,,542,,,
20,31.4,38.7,7.2,6.0,18.3,continúa,unidad_responsable,,,510,,,
16,20.1,27.4,7.3,6.5,30.9,continúa,unidad_responsable,,,138,,,
05,0.0,7.3,7.3,7.3,inf,aparece,unidad_responsable,,,905,,,
49,0.0,7.3,7.3,7.3,inf,aparece,unidad_responsable,,,822,,,
18,0.0,7.4,7.4,7.4,inf,aparece,unidad_responsable,,,572,,,
49,0.0,7.4,7.4,7.4,inf,aparece,unidad_responsable,,,184,,,
18,0.0,7.4,7.4,7.4,inf,aparece,unidad_responsable,,,553,,,
16,13.2,20.7,7.4,6.9,50.1,continúa,unidad_responsable,,,121,,,
16,11.7,19.2,7.5,7.0,57.9,continúa,unidad_responsable,,,149,,,
18,0.0,7.5,7.5,7.5,inf,aparece,unidad_responsable,,,563,,,
14,0.0,7.6,7.6,7.6,inf,aparece,unidad_responsable,,,162,,,
18,0.0,7.6,7.6,7.6,inf,aparece,unidad_responsable,,,214,,,
48,74.9,82.5,7.6,4.6,5.9,continúa,unidad_responsable,,,MDB,,,
05,0.0,7.6,7.6,7.6,inf,aparece,unidad_responsable,,,906,,,
49,0.0,7.7,7.7,7.7,inf,aparece,unidad_responsable,,,240,,,
08,0.0,7.7,7.7,7.7,inf,aparece,unidad_responsable,,,JAL,,,
49,0.0,7.8,7.8,7.8,inf,aparece,unidad_responsable,,,823,,,
49,0.0,7.9,7.9,7.9,inf,aparece,unidad_responsable,,,834,,,
16,0.0,7.9,7.9,7.9,inf,aparece,unidad_responsable,,,800,,,
16,31.6,39.6,7.9,6.7,20.3,continúa,unidad_responsable,,,136,,,
36,17.6,25.6,8.0,7.3,39.7,continúa,unidad_responsable,,,132,,,
14,21.2,29.2,8.0,7.2,32.4,continúa,unidad_responsable,,,119,,,
16,10.7,18.7,8.0,7.6,68.5,continúa,unidad_responsable,,,131,,,
31,61.3,69.3,8.0,5.6,8.7,continúa,unidad_responsable,,,300,,,
13,30.1,38.1,8.0,6.8,21.8,continúa,unidad_responsable,,,N9W,,,
16,20.0,28.1,8.1,7.3,34.9,continúa,unidad_responsable,,,143,,,
12,76.9,84.9,8.1,5.0,6.2,continúa,unidad_responsable,,,E00,,,
16,18.9,26.9,8.1,7.3,37.4,continúa,unidad_responsable,,,145,,,
18,0.0,8.2,8.2,8.2,inf,aparece,unidad_responsable,,,132,,,
14,29.3,37.5,8.2,7.0,23.1,continúa,unidad_responsable,,,300,,,
16,15.6,23.9,8.3,7.7,47.6,continúa,unidad_responsable,,,141,,,
16,13.2,21.6,8.4,7.8,56.9,continúa,unidad_responsable,,,147,,,
04,109.2,117.6,8.4,4.0,3.5,continúa,unidad_responsable,,,N00,,,
27,0.0,8.4,8.4,8.4,inf,aparece,unidad_responsable,,,435,,,
08,20.7,29.1,8.4,7.6,35.3,continúa,unidad_responsable,,,268,,,
18,0.0,8.5,8.5,8.5,inf,aparece,unidad_responsable,,,562,,,
27,0.0,8.5,8.5,8.5,inf,aparece,unidad_responsable,,,540,,,
48,44.1,52.6,8.5,6.7,14.6,continúa,unidad_responsable,,,L9Y,,,
38,167.3,175.8,8.5,1.8,1.0,continúa,unidad_responsable,,,91I,,,
16,11.8,20.3,8.5,8.0,65.1,continúa,unidad_responsable,,,810,,,
40,11807.5,11816.0,8.5,-463.8,-3.8,continúa,unidad_responsable,,,100,,,
16,13.9,22.5,8.5,8.0,55.0,continúa,unidad_responsable,,,126,,,
20,22.1,30.7,8.5,7.7,33.2,continúa,unidad_responsable,,,138,,,
20,12.4,21.0,8.6,8.1,63.2,continúa,unidad_responsable,,,VRW,,,
36,0.0,8.7,8.7,8.7,inf,aparece,unidad_responsable,,,135,,,
04,1214.7,1223.5,8.7,-39.9,-3.2,continúa,unidad_responsable,,,X00,,,
20,24.9,33.6,8.8,7.8,30.0,continúa,unidad_responsable,,,210,,,
16,10.8,19.6,8.8,8.3,74.1,continúa,unidad_responsable,,,133,,,
15,0.0,8.9,8.9,8.9,inf,aparece,unidad_responsable,,,217,,,
04,0.0,8.9,8.9,8.9,inf,aparece,unidad_responsable,,,530,,,
11,55.5,64.5,9.0,6.8,11.7,continúa,unidad_responsable,,,300,,,
16,20.0,29.0,9.0,8.2,39.4,continúa,unidad_responsable,,,128,,,
16,22.9,32.0,9.1,8.2,34.3,continúa,unidad_responsable,,,122,,,
08,29.2,38.3,9.1,7.9,26.1,continúa,unidad_responsable,,,111,,,
38,31.3,40.4,9.1,7.9,24.2,continúa,unidad_responsable,,,510,,,
20,0.0,9.2,9.2,9.2,inf,aparece,unidad_responsable,,,312,,,
04,143.1,152.3,9.2,3.5,2.3,continúa,unidad_responsable,,,EZQ,,,
22,61.4,70.7,9.3,6.8,10.6,continúa,unidad_responsable,,,101,,,
16,21.5,30.8,9.3,8.4,37.7,continúa,unidad_responsable,,,127,,,
11,136.5,145.8,9.3,3.8,2.7,continúa,unidad_responsable,,,L6H,,,
16,26.4,35.7,9.3,8.2,30.1,continúa,unidad_responsable,,,134,,,
16,12.6,21.9,9.3,8.8,67.7,continúa,unidad_responsable,,,812,,,
11,139.2,148.7,9.5,3.9,2.7,continúa,unidad_responsable,,,MAR,,,
