RAMO_K,mdp_2025,mdp_2026,dif_nominal,dif_real,var_real_pct,estado,nivel,PP_K,PP_NUM,UR_K,F_K,FN_K,SF_K
23,0.0,1512.1,1512.1,1512.1,inf,aparece,programa,R016,,,,,
12,0.0,1528.7,1528.7,1528.7,inf,aparece,programa,E032,,,,,
20,39100.0,40664.0,1564.0,-312.8,-0.8,continúa,programa,S287,,,,,
GYR,0.0,1583.6,1583.6,1583.6,inf,aparece,programa,068 ,,,,,
09,0.0,1604.0,1604.0,1604.0,inf,aparece,programa,G006,,,,,
38,0.0,1619.4,1619.4,1619.4,inf,aparece,programa,P051,,,,,
11,0.0,1625.0,1625.0,1625.0,inf,aparece,programa,E029,,,,,
11,40922.4,42559.0,1636.6,-327.7,-0.8,continúa,programa,S311,,,,,
33,18318.3,19993.7,1675.4,796.2,4.1,continúa,programa,I006,,,,,
11,0.0,1739.2,1739.2,1739.2,inf,aparece,programa,S243,,,,,
48,0.0,1812.8,1812.8,1812.8,inf,aparece,programa,E066,,,,,
18,0.0,1850.9,1850.9,1850.9,inf,aparece,programa,Q013,,,,,
16,0.0,1932.9,1932.9,1932.9,inf,aparece,programa,U217,,,,,
04,0.0,2062.5,2062.5,2062.5,inf,aparece,programa,E002,,,,,
13,0.0,2070.4,2070.4,2070.4,inf,aparece,programa,K021,,,,,
07,0.0,2073.1,2073.1,2073.1,inf,aparece,programa,A025,,,,,
13,0.0,2137.3,2137.3,2137.3,inf,aparece,programa,A020,,,,,
16,0.0,2257.5,2257.5,2257.5,inf,aparece,programa,U074,,,,,
GYR,0.0,2349.5,2349.5,2349.5,inf,aparece,programa,071 ,,,,,
07,4501.7,6922.1,2420.4,2204.3,46.7,continúa,programa,A004,,,,,
05,0.0,2422.6,2422.6,2422.6,inf,aparece,programa,P016,,,,,
06,0.0,2426.0,2426.0,2426.0,inf,aparece,programa,M002,,,,,
25,27931.7,30367.9,2436.2,1095.5,3.7,continúa,programa,I002,,,,,
48,0.0,2596.5,2596.5,2596.5,inf,aparece,programa,E063,,,,,
12,0.0,2685.6,2685.6,2685.6,inf,aparece,programa,P028,,,,,
56,0.0,2703.8,2703.8,2703.8,inf,aparece,programa,M001,,,,,
04,447.7,3186.9,2739.2,2717.7,579.3,continúa,programa,P005,,,,,
07,0.0,2800.9,2800.9,2800.9,inf,aparece,programa,A011,,,,,
06,0.0,2879.0,2879.0,2879.0,inf,aparece,programa,F001,,,,,
23,84805.5,87768.8,2963.3,-1107.4,-1.2,continúa,programa,U129,,,,,
12,0.0,2990.7,2990.7,2990.7,inf,aparece,programa,P029,,,,,
11,0.0,3011.6,3011.6,3011.6,inf,aparece,programa,B008,,,,,
08,0.0,3072.0,3072.0,3072.0,inf,aparece,programa,B006,,,,,
09,0.0,3120.9,3120.9,3120.9,inf,aparece,programa,U004,,,,,
33,81220.5,84635.9,3415.4,-483.2,-0.6,continúa,programa,I002,,,,,
55,0.0,3417.2,3417.2,3417.2,inf,aparece,programa,E083,,,,,
07,0.0,3422.2,3422.2,3422.2,inf,aparece,programa,E017,,,,,
06,0.0,3426.4,3426.4,3426.4,inf,aparece,programa,E012,,,,,
11,0.0,3513.6,3513.6,3513.6,inf,aparece,programa,P026,,,,,
13,0.0,3538.4,3538.4,3538.4,inf,aparece,programa,A021,,,,,
56,0.0,3695.5,3695.5,3695.5,inf,aparece,programa,U200,,,,,
09,0.0,3750.5,3750.5,3750.5,inf,aparece,programa,E019,,,,,
16,0.0,3814.0,3814.0,3814.0,inf,aparece,programa,K026,,,,,
16,0.0,3848.7,3848.7,3848.7,inf,aparece,programa,E045,,,,,
36,0.0,3863.4,3863.4,3863.4,inf,aparece,programa,P049,,,,,
GYN,0.0,3994.2,3994.2,3994.2,inf,aparece,programa,074 ,,,,,
20,0.0,4000.0,4000.0,4000.0,inf,aparece,programa,S317,,,,,
12,0.0,4225.4,4225.4,4225.4,inf,aparece,programa,E034,,,,,
GYN,0.0,4306.2,4306.2,4306.2,inf,aparece,programa,006 ,,,,,
48,0.0,4311.0,4311.0,4311.0,inf,aparece,programa,E062,,,,,
28,48921.8,53396.3,4474.5,2126.3,4.1,continúa,programa,C002,,,,,
13,0.0,4477.4,4477.4,4477.4,inf,aparece,programa,A019,,,,,
36,0.0,4529.4,4529.4,4529.4,inf,aparece,programa,E054,,,,,
08,0.0,4576.6,4576.6,4576.6,inf,aparece,programa,P021,,,,,
12,0.0,4748.2,4748.2,4748.2,inf,aparece,programa,E033,,,,,
19,0.0,4800.0,4800.0,4800.0,inf,aparece,programa,J010,,,,,
11,0.0,4826.1,4826.1,4826.1,inf,aparece,programa,E024,,,,,
23,0.0,4889.5,4889.5,4889.5,inf,aparece,programa,R031,,,,,
11,0.0,4954.7,4954.7,4954.7,inf,aparece,programa,E030,,,,,
05,0.0,5082.9,5082.9,5082.9,inf,aparece,programa,P015,,,,,
19,146130.6,151218.0,5087.4,-1926.8,-1.3,continúa,programa,T001,,,,,
23,0.0,5117.9,5117.9,5117.9,inf,aparece,programa,R029,,,,,
20,0.0,5460.3,5460.3,5460.3,inf,aparece,programa,P041,,,,,
33,68490.5,74754.9,6264.4,2976.8,4.1,continúa,programa,I012,,,,,
GYN,0.0,6420.6,6420.6,6420.6,inf,aparece,programa,072 ,,,,,
38,0.0,6449.0,6449.0,6449.0,inf,aparece,programa,Q007,,,,,
GYR,0.0,6769.2,6769.2,6769.2,inf,aparece,programa,069 ,,,,,
08,0.0,6778.2,6778.2,6778.2,inf,aparece,programa,Q004,,,,,
16,0.0,7297.8,7297.8,7297.8,inf,aparece,programa,G015,,,,,
20,28961.4,36266.0,7304.6,5914.4,19.5,continúa,programa,S286,,,,,
07,10720.8,18057.1,7336.3,6821.7,60.7,continúa,programa,M001,,,,,
13,0.0,7677.7,7677.7,7677.7,inf,aparece,programa,A015,,,,,
12,0.0,9267.3,9267.3,9267.3,inf,aparece,programa,Q008,,,,,
19,0.0,9504.2,9504.2,9504.2,inf,aparece,programa,T004,,,,,
06,0.0,9516.8,9516.8,9516.8,inf,aparece,programa,E013,,,,,
33,108743.4,118689.4,9946.0,4726.3,4.1,continúa,programa,I004,,,,,
TVV,0.0,11143.8,11143.8,11143.8,inf,aparece,programa,032 ,,,,,
33,125352.3,136817.4,11465.1,5448.2,4.1,continúa,programa,I005,,,,,
23,0.0,11500.0,11500.0,11500.0,inf,aparece,programa,R013,,,,,
TVV,0.0,11511.0,11511.0,11511.0,inf,aparece,programa,030 ,,,,,
GYR,0.0,12495.7,12495.7,12495.7,inf,aparece,programa,072 ,,,,,
TVV,0.0,16547.8,16547.8,16547.8,inf,aparece,programa,078 ,,,,,
07,0.0,16934.2,16934.2,16934.2,inf,aparece,programa,E056,,,,,
16,0.0,16947.9,16947.9,16947.9,inf,aparece,programa,K027,,,,,
GYR,0.0,17120.1,17120.1,17120.1,inf,aparece,programa,070 ,,,,,
19,0.0,18131.3,18131.3,18131.3,inf,aparece,programa,R011,,,,,
TYY,0.0,18166.4,18166.4,18166.4,inf,aparece,programa,076 ,,,,,
23,0.0,19430.1,19430.1,19430.1,inf,aparece,programa,N003,,,,,
36,0.0,19459.3,19459.3,19459.3,inf,aparece,programa,K004,,,,,
07,0.0,19978.4,19978.4,19978.4,inf,aparece,programa,A015,,,,,
13,0.0,20408.6,20408.6,20408.6,inf,aparece,programa,A018,,,,,
11,0.0,20431.3,20431.3,20431.3,inf,aparece,programa,Q007,,,,,
19,9135.9,29859.2,20723.3,20284.8,211.9,continúa,programa,T005,,,,,
28,307427.1,329115.1,21688.0,6931.5,2.2,continúa,programa,C003,,,,,
13,0.0,22929.6,22929.6,22929.6,inf,aparece,programa,K019,,,,,
33,477160.5,500367.1,23206.6,302.9,0.1,continúa,programa,I013,,,,,
07,6437.5,30000.0,23562.5,23253.5,344.7,continúa,programa,K019,,,,,
36,0.0,24804.3,24804.3,24804.3,inf,aparece,programa,E055,,,,,
30,45800.0,70855.7,25055.7,22857.3,47.6,continúa,programa,H001,,,,,
GYN,46022.7,73841.1,27818.4,25609.3,53.1,continúa,programa,001 ,,,,,
19,2000.0,29936.4,27936.4,27840.4,1328.3,continúa,programa,J011,,,,,
23,0.0,28380.5,28380.5,28380.5,inf,aparece,programa,R032,,,,,
TVV,0.0,30500.0,30500.0,30500.0,inf,aparece,programa,033 ,,,,,
GYR,0.0,32325.8,32325.8,32325.8,inf,aparece,programa,014 ,,,,,
12,0.0,32397.4,32397.4,32397.4,inf,aparece,programa,E031,,,,,
GYR,0.0,34599.7,34599.7,34599.7,inf,aparece,programa,016 ,,,,,
24,116106.1,151456.7,35350.7,29777.6,24.5,continúa,programa,D005,,,,,
07,2033.9,44673.4,42639.6,42541.9,1995.9,continúa,programa,A001,,,,,
20,483427.6,526508.0,43080.4,19875.9,3.9,continúa,programa,S176,,,,,
19,0.0,44181.0,44181.0,44181.0,inf,aparece,programa,J004,,,,,
25,0.0,48448.3,48448.3,48448.3,inf,aparece,programa,E085,,,,,
09,0.0,49152.0,49152.0,49152.0,inf,aparece,programa,K016,,,,,
TVV,0.0,50097.3,50097.3,50097.3,inf,aparece,programa,079 ,,,,,
11,78840.7,129386.0,50545.3,46761.0,56.6,continúa,programa,S072,,,,,
11,0.0,51359.4,51359.4,51359.4,inf,aparece,programa,E022,,,,,
GYN,0.0,54210.5,54210.5,54210.5,inf,aparece,programa,031 ,,,,,
TVV,0.0,54529.3,54529.3,54529.3,inf,aparece,programa,080 ,,,,,
20,0.0,56969.0,56969.0,56969.0,inf,aparece,programa,S316,,,,,
TVV,6.7,61091.0,61084.3,61083.9,869110.2,continúa,programa,024 ,,,,,
TVV,0.0,67841.7,67841.7,67841.7,inf,aparece,programa,022 ,,,,,
11,0.0,70097.1,70097.1,70097.1,inf,aparece,programa,E023,,,,,
56,0.0,80768.4,80768.4,80768.4,inf,aparece,programa,U013,,,,,
56,0.0,84780.8,84780.8,84780.8,inf,aparece,programa,E031,,,,,
28,980334.4,1069854.4,89520.1,42464.0,4.1,continúa,programa,C001,,,,,
09,0.0,92401.6,92401.6,92401.6,inf,aparece,programa,K019,,,,,
TYY,0.0,92563.5,92563.5,92563.5,inf,aparece,programa,021 ,,,,,
TYY,30418.8,123339.6,92920.8,91460.7,286.9,continúa,programa,010 ,,,,,
TVV,0.0,98679.2,98679.2,98679.2,inf,aparece,programa,077 ,,,,,
TVV,0.0,113702.6,113702.6,113702.6,inf,aparece,programa,037 ,,,,,
TYY,107397.9,223247.8,115849.9,110694.8,98.3,continúa,programa,001 ,,,,,
24,967389.6,1085910.7,118521.1,72086.4,7.1,continúa,programa,D001,,,,,
GYR,0.0,147797.5,147797.5,147797.5,inf,aparece,programa,015 ,,,,,
TYY,0.0,245269.7,245269.7,245269.7,inf,aparece,programa,025 ,,,,,
18,0.0,263700.0,263700.0,263700.0,inf,aparece,programa,P038,,,,,
19,0.0,390440.0,390440.0,390440.0,inf,aparece,programa,J002,,,,,
GYN,0.0,393788.8,393788.8,393788.8,inf,aparece,programa,017 ,,,,,
GYR,0.0,429737.1,429737.1,429737.1,inf,aparece,programa,031 ,,,,,
19,0.0,795824.0,795824.0,795824.0,inf,aparece,programa,J003,,,,,
GYR,0.0,795824.4,795824.4,795824.4,inf,aparece,programa,013 ,,,,,
GYR,864184.4,99666.9,-764517.5,-805998.3,-89.0,continúa,programa_por_numero,,01 ,,,,
19,753202.1,511.6,-752690.5,-788844.2,-99.9,continúa,programa_por_numero,,008,,,,
19,414753.7,43693.1,-371060.5,-390968.7,-89.9,continúa,programa_por_numero,,006,,,,
GYN,355127.2,0.0,-355127.2,-372173.3,-100.0,desaparece,programa_por_numero,,26 ,,,,
GYR,342575.9,0.0,-342575.9,-359019.6,-100.0,desaparece,programa_por_numero,,11 ,,,,
TYY,264506.8,0.0,-264506.8,-277203.1,-100.0,desaparece,programa_por_numero,,02 ,,,,
TYY,154182.1,0.0,-154182.1,-161582.8,-100.0,desaparece,programa_por_numero,,15 ,,,,
GYR,149582.1,0.0,-149582.1,-156762.1,-100.0,desaparece,programa_por_numero,,03 ,,,,
18,136446.6,0.0,-136446.6,-142996.0,-100.0,desaparece,programa_por_numero,,003,,,,
TVV,124772.1,0.0,-124772.1,-130761.1,-100.0,desaparece,programa_por_numero,,84 ,,,,
TVV,122765.2,0.0,-122765.2,-128658.0,-100.0,desaparece,programa_por_numero,,61 ,,,,
09,90166.3,0.0,-90166.3,-94494.3,-100.0,desaparece,programa_por_numero,,023,,,,
47,87078.5,0.0,-87078.5,-91258.3,-100.0,desaparece,programa_por_numero,,013,,,,
47,70062.5,780.2,-69282.3,-72645.3,-98.9,continúa,programa_por_numero,,001,,,,
11,60555.5,0.0,-60555.5,-63462.2,-100.0,desaparece,programa_por_numero,,010,,,,
TVV,145047.1,86545.1,-58502.0,-65464.2,-43.1,continúa,programa_por_numero,,01 ,,,,
TVV,47408.2,0.0,-47408.2,-49683.8,-100.0,desaparece,programa_por_numero,,81 ,,,,
25,47402.1,329.7,-47072.4,-49347.7,-99.3,continúa,programa_por_numero,,003,,,,
07,40985.7,0.0,-40985.7,-42953.1,-100.0,desaparece,programa_por_numero,,027,,,,
19,42000.0,3994.7,-38005.3,-40021.3,-90.9,continúa,programa_por_numero,,012,,,,
GYN,36717.1,0.0,-36717.1,-38479.6,-100.0,desaparece,programa_por_numero,,44 ,,,,
GYR,35283.7,0.0,-35283.7,-36977.3,-100.0,desaparece,programa_por_numero,,02 ,,,,
07,43732.7,9996.3,-33736.4,-35835.5,-78.2,continúa,programa_por_numero,,002,,,,
19,42600.0,8942.5,-33657.5,-35702.3,-80.0,continúa,programa_por_numero,,009,,,,
11,52124.2,20431.3,-31692.9,-34194.9,-62.6,continúa,programa_por_numero,,007,,,,
GYR,30920.2,0.0,-30920.2,-32404.3,-100.0,desaparece,programa_por_numero,,04 ,,,,
12,30510.3,0.0,-30510.3,-31974.8,-100.0,desaparece,programa_por_numero,,023,,,,
23,29517.5,0.0,-29517.5,-30934.3,-100.0,desaparece,programa_por_numero,,125,,,,
23,28187.6,0.0,-28187.6,-29540.6,-100.0,desaparece,programa_por_numero,,001,,,,
19,28074.1,0.0,-28074.1,-29421.7,-100.0,desaparece,programa_por_numero,,025,,,,
TVV,26929.2,0.0,-26929.2,-28221.8,-100.0,desaparece,programa_por_numero,,27 ,,,,
GYN,25856.6,0.0,-25856.6,-27097.7,-100.0,desaparece,programa_por_numero,,25 ,,,,
TYY,23906.6,0.0,-23906.6,-25054.1,-100.0,desaparece,programa_por_numero,,27 ,,,,
13,23083.2,411.8,-22671.4,-23779.4,-98.3,continúa,programa_por_numero,,001,,,,
13,22058.5,0.0,-22058.5,-23117.3,-100.0,desaparece,programa_por_numero,,040,,,,
GYN,22047.8,0.0,-22047.8,-23106.1,-100.0,desaparece,programa_por_numero,,02 ,,,,
36,20205.6,0.0,-20205.6,-21175.5,-100.0,desaparece,programa_por_numero,,006,,,,
TYY,18415.8,0.0,-18415.8,-19299.8,-100.0,desaparece,programa_por_numero,,13 ,,,,
36,22965.4,4695.6,-18269.8,-19372.2,-80.5,continúa,programa_por_numero,,001,,,,
19,17428.7,0.0,-17428.7,-18265.3,-100.0,desaparece,programa_por_numero,,018,,,,
11,17424.8,0.0,-17424.8,-18261.1,-100.0,desaparece,programa_por_numero,,021,,,,
34,52451.9,35553.4,-16898.5,-19416.2,-35.3,continúa,programa_por_numero,,011,,,,
09,16595.1,0.0,-16595.1,-17391.7,-100.0,desaparece,programa_por_numero,,003,,,,
07,17289.5,1060.4,-16229.1,-17059.0,-94.1,continúa,programa_por_numero,,026,,,,
GYN,16259.3,188.1,-16071.1,-16851.6,-98.9,continúa,programa_por_numero,,18 ,,,,
GYR,16525.9,1353.7,-15172.2,-15965.5,-92.2,continúa,programa_por_numero,,07 ,,,,
GYR,13330.4,0.0,-13330.4,-13970.2,-100.0,desaparece,programa_por_numero,,12 ,,,,
TVV,13130.0,0.0,-13130.0,-13760.2,-100.0,desaparece,programa_por_numero,,44 ,,,,
16,13100.2,0.0,-13100.2,-13729.0,-100.0,desaparece,programa_por_numero,,018,,,,
TVV,10521.0,0.0,-10521.0,-11026.0,-100.0,desaparece,programa_por_numero,,62 ,,,,
08,12630.6,2207.4,-10423.2,-11029.4,-83.3,continúa,programa_por_numero,,001,,,,
GYR,10138.9,0.0,-10138.9,-10625.6,-100.0,desaparece,programa_por_numero,,29 ,,,,
09,10000.0,0.0,-10000.0,-10480.0,-100.0,desaparece,programa_por_numero,,026,,,,
09,10000.0,0.0,-10000.0,-10480.0,-100.0,desaparece,programa_por_numero,,032,,,,
TVV,9935.1,0.0,-9935.1,-10412.0,-100.0,desaparece,programa_por_numero,,82 ,,,,
06,9415.1,0.0,-9415.1,-9867.0,-100.0,desaparece,programa_por_numero,,026,,,,
TVV,9116.0,0.0,-9116.0,-9553.6,-100.0,desaparece,programa_por_numero,,29 ,,,,
19,8772.7,0.0,-8772.7,-9193.8,-100.0,desaparece,programa_por_numero,,021,,,,
12,7847.9,0.0,-7847.9,-8224.6,-100.0,desaparece,programa_por_numero,,010,,,,
22,10059.8,2314.3,-7745.5,-8228.4,-78.0,continúa,programa_por_numero,,003,,,,
16,7864.1,158.8,-7705.2,-8082.7,-98.1,continúa,programa_por_numero,,010,,,,
13,7690.5,0.0,-7690.5,-8059.7,-100.0,desaparece,programa_por_numero,,026,,,,
38,7516.6,0.0,-7516.6,-7877.4,-100.0,desaparece,programa_por_numero,,003,,,,
GYN,7493.5,0.0,-7493.5,-7853.2,-100.0,desaparece,programa_por_numero,,43 ,,,,
47,6981.4,0.0,-6981.4,-7316.5,-100.0,desaparece,programa_por_numero,,003,,,,
23,6154.9,0.0,-6154.9,-6450.3,-100.0,desaparece,programa_por_numero,,081,,,,
20,6150.9,0.0,-6150.9,-6446.2,-100.0,desaparece,programa_por_numero,,002,,,,
11,5999.0,0.0,-5999.0,-6287.0,-100.0,desaparece,programa_por_numero,,066,,,,
05,5587.9,0.0,-5587.9,-5856.1,-100.0,desaparece,programa_por_numero,,002,,,,
11,11644.2,6514.8,-5129.4,-5688.3,-46.6,continúa,programa_por_numero,,001,,,,
16,7152.3,2264.9,-4887.4,-5230.7,-69.8,continúa,programa_por_numero,,001,,,,
22,7388.0,2678.6,-4709.3,-5064.0,-65.4,continúa,programa_por_numero,,002,,,,
23,4700.0,0.0,-4700.0,-4925.6,-100.0,desaparece,programa_por_numero,,120,,,,
12,4571.8,0.0,-4571.8,-4791.2,-100.0,desaparece,programa_por_numero,,036,,,,
GYN,4457.6,13.7,-4443.9,-4657.9,-99.7,continúa,programa_por_numero,,19 ,,,,
16,4386.2,0.0,-4386.2,-4596.8,-100.0,desaparece,programa_por_numero,,129,,,,
24,29722.7,25455.5,-4267.2,-5693.9,-18.3,continúa,programa_por_numero,,007,,,,
48,4224.0,0.0,-4224.0,-4426.8,-100.0,desaparece,programa_por_numero,,011,,,,
19,4199.8,0.0,-4199.8,-4401.3,-100.0,desaparece,programa_por_numero,,022,,,,
11,4098.1,0.0,-4098.1,-4294.9,-100.0,desaparece,programa_por_numero,,011,,,,
12,4011.5,0.0,-4011.5,-4204.1,-100.0,desaparece,programa_por_numero,,040,,,,
11,3894.7,0.0,-3894.7,-4081.7,-100.0,desaparece,programa_por_numero,,003,,,,
36,23305.9,19459.3,-3846.6,-4965.3,-20.3,continúa,programa_por_numero,,004,,,,
GYN,3597.8,0.0,-3597.8,-3770.4,-100.0,desaparece,programa_por_numero,,48 ,,,,
13,3521.2,0.0,-3521.2,-3690.2,-100.0,desaparece,programa_por_numero,,007,,,,
TYY,3383.5,0.0,-3383.5,-3545.9,-100.0,desaparece,programa_por_numero,,12 ,,,,
06,3249.3,0.0,-3249.3,-3405.3,-100.0,desaparece,programa_por_numero,,032,,,,
47,3089.4,0.0,-3089.4,-3237.7,-100.0,desaparece,programa_por_numero,,200,,,,
24,23317.1,20262.1,-3055.0,-4174.3,-17.1,continúa,programa_por_numero,,009,,,,
13,2978.2,0.0,-2978.2,-3121.2,-100.0,desaparece,programa_por_numero,,002,,,,
09,2876.3,0.0,-2876.3,-3014.4,-100.0,desaparece,programa_por_numero,,010,,,,
04,3710.4,842.7,-2867.8,-3045.9,-78.3,continúa,programa_por_numero,,001,,,,
12,2848.0,0.0,-2848.0,-2984.7,-100.0,desaparece,programa_por_numero,,020,,,,
19,2827.8,0.0,-2827.8,-2963.6,-100.0,desaparece,programa_por_numero,,026,,,,
TYY,2738.5,0.0,-2738.5,-2870.0,-100.0,desaparece,programa_por_numero,,11 ,,,,
36,3894.2,1166.1,-2728.1,-2915.0,-71.4,continúa,programa_por_numero,,002,,,,
09,2630.5,0.0,-2630.5,-2756.7,-100.0,desaparece,programa_por_numero,,012,,,,
07,6670.8,4084.1,-2586.7,-2906.9,-41.6,continúa,programa_por_numero,,009,,,,
15,2500.0,0.0,-2500.0,-2620.0,-100.0,desaparece,programa_por_numero,,273,,,,
13,2488.9,0.0,-2488.9,-2608.4,-100.0,desaparece,programa_por_numero,,004,,,,
07,2464.4,0.0,-2464.4,-2582.7,-100.0,desaparece,programa_por_numero,,021,,,,
12,2445.4,0.0,-2445.4,-2562.7,-100.0,desaparece,programa_por_numero,,022,,,,
06,2357.0,0.0,-2357.0,-2470.1,-100.0,desaparece,programa_por_numero,,035,,,,
GYN,2335.6,0.0,-2335.6,-2447.7,-100.0,desaparece,programa_por_numero,,22 ,,,,
48,2253.9,0.0,-2253.9,-2362.1,-100.0,desaparece,programa_por_numero,,012,,,,
13,2138.2,0.0,-2138.2,-2240.8,-100.0,desaparece,programa_por_numero,,006,,,,
16,2007.9,0.0,-2007.9,-2104.3,-100.0,desaparece,programa_por_numero,,141,,,,
GYN,1953.4,9.9,-1943.5,-2037.2,-99.5,continúa,programa_por_numero,,28 ,,,,
06,1937.6,0.0,-1937.6,-2030.6,-100.0,desaparece,programa_por_numero,,025,,,,
05,2486.7,570.8,-1915.9,-2035.3,-78.1,continúa,programa_por_numero,,005,,,,
09,3444.8,1607.6,-1837.3,-2002.6,-55.5,continúa,programa_por_numero,,001,,,,
11,110558.4,108736.6,-1821.8,-7128.6,-6.2,continúa,programa_por_numero,,006,,,,
23,1818.5,0.0,-1818.5,-1905.8,-100.0,desaparece,programa_por_numero,,010,,,,
23,1790.5,0.0,-1790.5,-1876.5,-100.0,desaparece,programa_por_numero,,080,,,,
11,1730.8,0.0,-1730.8,-1813.9,-100.0,desaparece,programa_por_numero,,064,,,,
04,2658.3,947.3,-1711.0,-1838.6,-66.0,continúa,programa_por_numero,,008,,,,
38,2661.7,1001.1,-1660.6,-1788.3,-64.1,continúa,programa_por_numero,,001,,,,
GYN,1559.9,0.0,-1559.9,-1634.8,-100.0,desaparece,programa_por_numero,,11 ,,,,
09,1556.3,0.0,-1556.3,-1631.0,-100.0,desaparece,programa_por_numero,,040,,,,
12,1545.0,0.0,-1545.0,-1619.2,-100.0,desaparece,programa_por_numero,,025,,,,
TYY,1500.0,0.0,-1500.0,-1572.0,-100.0,desaparece,programa_por_numero,,05 ,,,,
TYY,2563.9,1069.6,-1494.2,-1617.3,-60.2,continúa,programa_por_numero,,29 ,,,,
22,5384.9,3910.4,-1474.4,-1732.9,-30.7,continúa,programa_por_numero,,005,,,,
40,1482.6,42.8,-1439.8,-1511.0,-97.2,continúa,programa_por_numero,,003,,,,
13,1378.9,0.0,-1378.9,-1445.1,-100.0,desaparece,programa_por_numero,,010,,,,
25,1378.4,0.0,-1378.4,-1444.5,-100.0,desaparece,programa_por_numero,,004,,,,
09,1311.4,0.0,-1311.4,-1374.3,-100.0,desaparece,programa_por_numero,,002,,,,
48,1242.5,0.0,-1242.5,-1302.2,-100.0,desaparece,programa_por_numero,,042,,,,
22,3836.8,2672.9,-1163.9,-1348.1,-33.5,continúa,programa_por_numero,,001,,,,
23,1161.3,0.0,-1161.3,-1217.1,-100.0,desaparece,programa_por_numero,,066,,,,
06,1340.3,190.0,-1150.3,-1214.6,-86.5,continúa,programa_por_numero,,003,,,,
09,1103.1,0.0,-1103.1,-1156.0,-100.0,desaparece,programa_por_numero,,013,,,,
07,1091.6,0.0,-1091.6,-1144.0,-100.0,desaparece,programa_por_numero,,020,,,,
14,1458.7,371.8,-1086.9,-1157.0,-75.7,continúa,programa_por_numero,,001,,,,
22,8609.1,7572.2,-1036.9,-1450.1,-16.1,continúa,programa_por_numero,,009,,,,
07,1035.6,0.0,-1035.6,-1085.3,-100.0,desaparece,programa_por_numero,,018,,,,
47,1023.9,0.0,-1023.9,-1073.1,-100.0,desaparece,programa_por_numero,,033,,,,
11,1013.5,0.0,-1013.5,-1062.1,-100.0,desaparece,programa_por_numero,,013,,,,
47,945.2,0.0,-945.2,-990.6,-100.0,desaparece,programa_por_numero,,010,,,,
22,2769.8,1834.6,-935.2,-1068.2,-36.8,continúa,programa_por_numero,,008,,,,
07,1082.2,232.5,-849.7,-901.6,-79.5,continúa,programa_por_numero,,016,,,,
15,846.6,0.0,-846.6,-887.2,-100.0,desaparece,programa_por_numero,,005,,,,
04,838.9,0.0,-838.9,-879.1,-100.0,desaparece,programa_por_numero,,022,,,,
12,835.7,0.0,-835.7,-875.8,-100.0,desaparece,programa_por_numero,,009,,,,
15,1929.0,1131.1,-797.9,-890.4,-44.0,continúa,programa_por_numero,,001,,,,
10,792.0,0.0,-792.0,-830.0,-100.0,desaparece,programa_por_numero,,002,,,,
47,775.3,0.0,-775.3,-812.6,-100.0,desaparece,programa_por_numero,,028,,,,
43,775.3,0.0,-775.3,-812.5,-100.0,desaparece,programa_por_numero,,001,,,,
21,744.0,0.0,-744.0,-779.8,-100.0,desaparece,programa_por_numero,,002,,,,
12,732.7,0.0,-732.7,-767.8,-100.0,desaparece,programa_por_numero,,013,,,,
TVV,704.8,0.0,-704.8,-738.6,-100.0,desaparece,programa_por_numero,,83 ,,,,
16,799.8,97.3,-702.4,-740.8,-88.4,continúa,programa_por_numero,,003,,,,
TVV,688.6,0.0,-688.6,-721.6,-100.0,desaparece,programa_por_numero,,86 ,,,,
12,688.4,0.0,-688.4,-721.4,-100.0,desaparece,programa_por_numero,,018,,,,
12,673.1,0.0,-673.1,-705.4,-100.0,desaparece,programa_por_numero,,004,,,,
48,668.3,0.0,-668.3,-700.4,-100.0,desaparece,programa_por_numero,,010,,,,
18,667.8,0.0,-667.8,-699.9,-100.0,desaparece,programa_por_numero,,016,,,,
48,653.2,0.0,-653.2,-684.6,-100.0,desaparece,programa_por_numero,,282,,,,
11,651.2,0.0,-651.2,-682.4,-100.0,desaparece,programa_por_numero,,017,,,,
12,614.7,0.0,-614.7,-644.3,-100.0,desaparece,programa_por_numero,,016,,,,
GYN,613.9,0.0,-613.9,-643.4,-100.0,desaparece,programa_por_numero,,21 ,,,,
43,609.3,0.0,-609.3,-638.5,-100.0,desaparece,programa_por_numero,,004,,,,
14,608.4,0.0,-608.4,-637.6,-100.0,desaparece,programa_por_numero,,005,,,,
31,678.7,80.9,-597.8,-630.4,-88.6,continúa,programa_por_numero,,001,,,,
GYN,583.8,0.0,-583.8,-611.8,-100.0,desaparece,programa_por_numero,,24 ,,,,
06,542.9,0.0,-542.9,-568.9,-100.0,desaparece,programa_por_numero,,011,,,,
20,542.1,0.0,-542.1,-568.1,-100.0,desaparece,programa_por_numero,,003,,,,
44,531.2,0.0,-531.2,-556.7,-100.0,desaparece,programa_por_numero,,001,,,,
TYY,515.4,0.0,-515.4,-540.2,-100.0,desaparece,programa_por_numero,,14 ,,,,
TVV,504.0,0.0,-504.0,-528.2,-100.0,desaparece,programa_por_numero,,28 ,,,,
41,489.1,0.0,-489.1,-512.5,-100.0,desaparece,programa_por_numero,,006,,,,
10,488.2,0.0,-488.2,-511.6,-100.0,desaparece,programa_por_numero,,003,,,,
