WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	Estimates Start After	Unnamed: 61
238	CRI	NGDP_RPCH	Costa Rica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.752	-2.260	-7.285	2.859	8.028	0.722	5.536	4.765	3.432	5.666	3.600	2.263	9.201	7.097	4.519	4.154	1.350	5.476	7.155	4.215	3.869	3.491	3.417	4.317	4.425	3.977	7.327	8.215	4.738	-0.873	5.360	4.403	4.883	2.495	3.542	3.652	4.204	4.158	2.616	2.418	-4.273	7.936	4.551	5.112	4.321	3.443	3.434	3.536	3.529	3.509	3.500	2024	
238	CRI	NGDP	Costa Rica	Gross domestic product, current prices	Expressed in billions of national currency units. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	National currency	Billions	Source: Central Bank Latest actual data: 2024 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2017. As of January 2021, national accounts data reflect an updated series (including for all historical years) with 2017 as the benchmark year. Chain-weighted: Yes, from 2016 Primary domestic currency: Costa Rican colón Data last updated: 04/14/2025	41.600	57.372	97.964	129.923	163.779	198.852	247.740	285.873	351.390	427.916	525.310	881.040	1,151.918	1,362.412	1,647.125	2,079.863	2,425.726	2,934.157	3,519.454	4,072.330	4,627.051	5,254.085	5,965.391	6,885.560	8,150.138	9,577.022	11,613.320	13,889.053	16,208.975	17,626.148	19,802.011	21,623.525	23,752.869	25,462.955	28,001.328	30,171.919	32,056.288	34,343.648	36,014.719	37,832.150	36,495.246	40,326.626	44,810.031	47,059.272	49,115.935	52,307.481	55,830.126	59,646.586	63,719.824	68,058.250	72,686.211	2024	
238	CRI	NGDP_D	Costa Rica	Gross domestic product, deflator	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation. Data are expressed in the base year of each country's national accounts.	Index	Units	See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	0.500	0.705	1.299	1.675	1.955	2.356	2.781	3.064	3.641	4.196	4.972	8.154	9.763	10.782	12.471	15.120	17.399	19.953	22.335	24.799	27.127	29.764	32.677	36.157	40.984	46.317	52.331	57.835	64.442	70.693	75.380	78.842	82.574	86.364	91.725	95.353	97.221	100.000	102.192	104.816	105.625	108.133	114.924	114.823	114.877	118.270	122.044	125.934	129.948	134.091	138.366	2024	
238	CRI	PCPIPCH	Costa Rica	Inflation, average consumer prices	Annual percentages of average consumer prices are year-on-year changes.	Percent change	Units	See notes for:  Inflation, average consumer prices (Index).	18.121	36.806	90.271	32.503	12.013	15.129	11.788	16.806	20.845	16.491	19.069	20.195	21.788	9.781	13.534	23.186	17.512	13.248	11.660	10.045	10.961	11.256	9.167	9.448	12.315	13.798	11.471	9.357	13.425	7.843	5.663	4.878	4.496	5.231	4.519	0.802	-0.017	1.626	2.221	2.096	0.725	1.727	8.275	0.525	-0.412	2.160	3.000	3.000	3.000	3.000	3.000	2024	
238	CRI	GGR_NGDP	Costa Rica	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP	Units	See notes for:  General government revenue (National currency).											14.470	11.594	12.232	12.294	11.960	12.718	12.965	12.866	13.062	13.831	13.186	13.810	13.558	14.135	13.591	13.797	14.108	15.154	15.362	13.408	13.086	13.270	13.128	13.273	12.946	13.237	13.662	13.278	13.235	15.002	13.912	15.687	16.383	15.262	15.087	15.122	15.123	15.129	15.120	15.125	15.135	2023	
238	CRI	GGX_NGDP	Costa Rica	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP	Units	See notes for:  General government total expenditure (National currency).											18.873	14.005	13.745	13.817	17.422	16.402	17.287	16.256	16.027	16.712	16.870	17.280	18.551	17.567	17.006	15.889	15.150	14.595	15.180	16.659	18.042	17.180	17.343	18.519	18.400	18.759	18.756	19.157	18.895	21.686	22.292	20.773	19.188	18.514	18.870	18.348	17.949	17.618	17.379	17.092	16.876	2023	
238	CRI	GGXCNL_NGDP	Costa Rica	General government net lending/borrowing	Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP	Units	See notes for:  General government net lending/borrowing (National currency).											-4.404	-2.411	-1.514	-1.523	-5.462	-3.684	-4.322	-3.390	-2.965	-2.881	-3.684	-3.471	-4.992	-3.432	-3.415	-2.091	-1.043	0.558	0.182	-3.251	-4.956	-3.910	-4.215	-5.246	-5.454	-5.522	-5.094	-5.879	-5.660	-6.684	-8.380	-5.086	-2.805	-3.252	-3.783	-3.226	-2.827	-2.489	-2.259	-1.966	-1.741	2023	
238	CRI	GGXONLB_NGDP	Costa Rica	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP	Units	See notes for:  General government primary net lending/borrowing (National currency).											-1.082	0.832	1.351	0.921	-2.214	0.856	0.597	0.872	0.761	1.581	0.529	1.088	0.002	1.416	1.361	2.021	2.718	3.580	2.281	-1.208	-2.928	-1.831	-2.229	-2.766	-2.967	-2.871	-2.366	-2.902	-2.249	-2.628	-3.749	-0.277	2.070	1.551	1.060	1.339	1.458	1.554	1.575	1.655	1.679	2023	
238	CRI	GGXWDN_NGDP	Costa Rica	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP	Units	See notes for:  General government net debt (National currency).																																28.820	31.141	34.170	37.155	39.439	43.354	46.773	51.813	55.039	66.827	66.924	61.645	59.282	58.946	58.611	57.938	56.845	55.488	53.933	52.263	2023	
238	CRI	GGXWDG_NGDP	Costa Rica	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP	Units	See notes for:  General government gross debt (National currency).																	33.685	30.559	40.691	38.984	38.850	39.644	41.438	40.566	41.002	37.321	33.037	26.975	24.007	26.026	28.090	29.513	33.741	35.076	37.436	39.786	44.056	47.064	51.839	56.431	66.912	67.628	62.985	61.119	59.753	59.661	58.982	57.884	56.676	55.252	53.690	2023	
273	MEX	NGDP_RPCH	Mexico	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	9.482	9.586	-0.050	-4.624	3.513	1.919	-3.930	2.063	1.218	3.625	5.250	3.976	3.569	2.867	4.394	-5.910	6.218	7.199	6.185	2.755	5.029	-0.451	-0.237	1.186	3.565	2.113	4.805	2.078	0.943	-6.295	4.971	3.444	3.553	0.852	2.504	2.702	1.772	1.872	1.972	-0.393	-8.354	6.048	3.711	3.295	1.454	-0.260	1.370	2.143	2.203	2.175	2.104	2024	
273	MEX	NGDP	Mexico	Gross domestic product, current prices	Expressed in billions of national currency units. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	National currency	Billions	Source: National Statistics Office Latest actual data: 2024 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Mexican peso Data last updated: 04/08/2025	5.555	7.615	12.260	22.083	36.406	59.051	96.925	239.423	486.076	641.684	865.192	1,112.913	1,323.378	1,651.778	1,868.526	2,440.392	3,284.162	4,144.914	5,092.988	6,034.995	7,016.604	7,437.108	7,827.758	8,259.533	9,248.390	9,999.599	11,120.116	12,046.753	12,927.761	12,749.118	13,968.150	15,268.437	16,529.124	16,954.006	18,137.651	19,228.615	20,758.791	22,536.210	24,176.670	25,121.823	24,086.758	26,690.033	29,516.052	31,855.566	33,913.829	35,497.347	37,536.432	39,785.591	42,163.079	44,564.415	47,067.828	2024	
273	MEX	NGDP_D	Mexico	Gross domestic product, deflator	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation. Data are expressed in the base year of each country's national accounts.	Index	Units	See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	0.053	0.066	0.106	0.201	0.320	0.510	0.870	2.107	4.226	5.383	6.896	8.532	9.796	11.886	12.879	17.878	22.651	26.668	30.859	35.586	39.393	41.943	44.251	46.144	49.890	52.826	56.052	59.487	63.241	66.557	69.468	73.406	76.740	78.048	81.457	84.085	89.195	95.053	100.000	104.319	109.138	114.036	121.598	127.050	133.320	139.910	145.947	151.446	157.037	162.448	168.038	2024	
273	MEX	PCPIPCH	Mexico	Inflation, average consumer prices	Annual percentages of average consumer prices are year-on-year changes.	Percent change	Units	See notes for:  Inflation, average consumer prices (Index).	26.471	28.034	59.115	101.805	65.439	57.789	86.449	131.959	113.503	19.919	26.650	22.609	15.517	9.763	6.986	35.061	34.350	20.597	15.917	16.566	9.486	6.366	5.037	4.550	4.694	3.990	3.633	3.969	5.130	5.296	4.155	3.404	4.111	3.804	4.019	2.719	2.820	6.042	4.898	3.635	3.398	5.693	7.897	5.526	4.723	3.538	3.174	3.012	3.000	3.000	3.000	2024	
273	MEX	GGR_NGDP	Mexico	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP	Units	See notes for:  General government revenue (National currency).											19.791	21.595	21.281	16.727	16.682	16.577	17.149	17.261	14.987	15.648	16.701	16.974	17.586	19.261	19.113	19.722	20.351	21.063	25.821	22.581	22.678	23.418	23.434	23.109	22.578	22.699	23.841	23.984	22.831	22.997	23.493	22.937	24.194	24.293	24.645	24.993	24.293	24.077	23.964	23.887	23.822	2024	
273	MEX	GGX_NGDP	Mexico	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP	Units	See notes for:  General government total expenditure (National currency).											22.902	20.104	19.022	18.241	18.937	18.854	20.805	20.737	19.478	20.137	19.387	19.547	19.767	21.505	20.459	21.156	21.577	22.521	26.502	26.517	26.482	26.622	27.000	26.669	26.949	26.557	26.523	25.018	24.970	25.263	27.783	26.684	28.518	28.592	30.366	29.017	27.563	26.947	26.834	26.757	26.692	2024	
273	MEX	GGXCNL_NGDP	Mexico	General government net lending/borrowing	Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP	Units	See notes for:  General government net lending/borrowing (National currency).											-3.111	1.492	2.259	-1.514	-2.255	-2.278	-3.655	-3.476	-4.491	-4.489	-2.685	-2.573	-2.181	-2.244	-1.346	-1.434	-1.226	-1.458	-0.681	-3.935	-3.804	-3.204	-3.566	-3.559	-4.371	-3.859	-2.681	-1.034	-2.139	-2.266	-4.290	-3.747	-4.324	-4.299	-5.721	-4.024	-3.270	-2.870	-2.870	-2.870	-2.870	2024	
273	MEX	GGXONLB_NGDP	Mexico	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP	Units	See notes for:  General government primary net lending/borrowing (National currency).											4.647	5.843	5.570	0.505	-0.473	1.590	0.173	-0.040	-1.951	-1.512	0.327	1.128	0.807	0.612	1.366	1.269	1.363	1.022	1.970	-0.991	-1.163	-0.685	-0.878	-0.912	-1.684	-1.166	0.341	2.546	1.536	2.139	0.095	0.587	0.726	1.498	0.199	1.561	1.918	2.051	1.872	1.832	1.811	2024	
273	MEX	GGXWDN_NGDP	Mexico	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP	Units	See notes for:  General government net debt (National currency).																			33.961	35.597	32.517	32.290	34.925	33.595	31.379	29.743	28.196	27.513	31.431	34.373	34.458	35.698	35.639	38.364	41.053	44.898	47.197	44.514	43.644	43.269	50.164	49.097	47.654	46.667	51.382	53.620	54.101	54.073	54.032	54.132	54.266	2024	
273	MEX	GGXWDG_NGDP	Mexico	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP	Units	See notes for:  General government gross debt (National currency).																	42.537	39.120	39.708	41.667	38.455	37.315	39.866	42.133	38.906	36.841	35.777	35.529	40.605	41.667	40.155	41.167	40.815	44.066	47.093	50.973	55.003	52.521	52.202	51.869	58.456	56.695	53.820	52.771	58.425	60.664	61.145	61.117	61.076	61.175	61.309	2024	
283	PAN	NGDP_RPCH	Panama	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.500	9.207	5.348	-4.491	2.709	4.942	3.568	-1.809	-13.380	1.562	8.099	9.418	8.203	5.456	2.849	1.752	7.371	6.480	7.332	3.878	2.737	0.558	2.247	4.226	7.508	7.181	8.541	12.111	9.856	1.243	5.828	11.314	9.779	6.903	5.067	5.733	4.953	5.591	3.685	3.282	-17.668	15.836	10.809	7.595	2.900	4.000	4.000	4.000	4.000	4.000	4.000	2024	
283	PAN	NGDP	Panama	Gross domestic product, current prices	Expressed in billions of national currency units. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	National currency	Billions	Source: National Statistics Office Latest actual data: 2024 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018. The deflator in base year 2018 is not exactly 100 because of data splicing. In February 2023 the authorities published new national accounts with a base year of 2018. The new methodology uses chain-linked volume measures as opposed to constant prices. The Chain-weighted: Yes, from 2018 Primary domestic currency: US dollar Data last updated: 03/26/2025	4.253	4.814	5.319	5.461	5.700	6.030	6.266	6.294	5.441	5.456	5.931	6.522	7.414	8.096	8.633	8.825	10.406	11.245	12.191	12.775	12.958	13.166	13.685	14.422	15.811	17.244	19.109	22.072	26.072	28.104	30.513	35.950	41.902	47.261	51.740	56.062	60.017	64.468	67.294	69.722	57.087	67.407	76.523	83.382	87.688	91.675	97.249	103.161	109.433	116.087	123.145	2024	
283	PAN	NGDP_D	Panama	Gross domestic product, deflator	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation. Data are expressed in the base year of each country's national accounts.	Index	Units	See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	36.534	37.865	39.710	42.687	43.383	43.733	43.882	44.886	44.800	44.228	44.478	44.698	46.959	48.629	50.418	50.654	55.625	56.450	57.017	57.519	56.789	57.382	58.331	58.979	60.146	61.203	62.485	64.375	69.221	73.700	75.609	80.028	84.970	89.648	93.411	95.726	97.643	99.331	100.000	100.315	99.763	101.693	104.184	105.511	107.832	108.398	110.566	112.778	115.033	117.334	119.681	2024	
283	PAN	PCPIPCH	Panama	Inflation, average consumer prices	Annual percentages of average consumer prices are year-on-year changes.	Percent change	Units	See notes for:  Inflation, average consumer prices (Index).	13.808	7.300	4.251	2.103	1.583	1.027	-0.066	0.996	0.359	0.116	0.769	1.547	1.751	0.478	1.332	0.939	1.264	1.255	0.628	1.300	1.446	0.314	0.998	0.058	0.475	2.860	2.458	4.169	8.759	2.409	3.491	5.876	5.698	4.027	2.623	0.137	0.740	0.876	0.762	-0.355	-1.550	1.631	2.860	1.486	0.794	0.525	2.000	2.000	2.000	2.000	2.000	2023	
283	PAN	GGR_NGDP	Panama	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP	Units	See notes for:  General government revenue (National currency).															27.287	28.233	23.942	23.411	22.319	22.369	24.840	23.017	22.511	21.948	18.978	20.147	22.412	24.943	23.091	21.792	22.527	21.591	21.510	21.053	19.762	19.088	19.406	19.299	18.955	17.760	17.332	17.299	17.357	17.572	15.522	17.810	18.145	18.723	19.305	19.921	20.115	2023	
283	PAN	GGX_NGDP	Panama	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP	Units	See notes for:  General government total expenditure (National currency).															25.164	25.927	21.459	22.166	23.434	23.018	22.792	23.434	23.474	24.221	23.311	22.359	21.897	21.821	22.716	22.693	24.204	23.546	22.824	23.435	22.977	21.385	21.294	21.223	21.836	20.655	27.529	23.775	21.335	21.494	22.839	21.758	21.643	21.643	21.753	21.899	21.578	2023	
283	PAN	GGXCNL_NGDP	Panama	General government net lending/borrowing	Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP	Units	See notes for:  General government net lending/borrowing (National currency).															2.123	2.306	2.483	1.245	-1.115	-0.648	2.049	-0.417	-0.963	-2.273	-4.332	-2.212	0.514	3.122	0.375	-0.901	-1.677	-1.956	-1.314	-2.383	-3.214	-2.297	-1.888	-1.923	-2.881	-2.895	-10.198	-6.476	-3.979	-3.922	-7.317	-3.948	-3.497	-2.920	-2.447	-1.978	-1.464	2023	
283	PAN	GGXONLB_NGDP	Panama	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP	Units	See notes for:  General government primary net lending/borrowing (National currency).															6.219	7.047	5.096	3.830	1.241	1.860	4.985	2.597	1.897	1.281	-1.000	1.331	4.082	5.818	2.824	1.225	0.519	-0.167	0.016	-0.660	-1.644	-0.724	-0.301	-0.355	-1.221	-1.309	-7.994	-4.549	-2.257	-1.374	-4.469	-0.524	-0.451	0.010	0.401	0.848	1.271	2023	
283	PAN	GGXWDN_NGDP	Panama	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP	Units	See notes for:  General government net debt (National currency).															55.931	54.722	46.417	42.962	41.495	39.362	38.246	41.269	40.670	32.739	39.059	38.604	36.298	27.367	23.021	20.211	23.600	19.882	18.639	17.119	18.513	19.035	19.295	21.816	24.719	27.336	40.322	36.954	38.920	34.392	40.210	41.916	42.433	42.319	41.725	40.663	39.122	2023	
283	PAN	GGXWDG_NGDP	Panama	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP	Units	See notes for:  General government gross debt (National currency).															78.366	76.671	65.034	60.194	58.138	55.149	53.586	57.822	56.982	56.476	58.781	59.330	54.740	47.440	40.033	39.067	38.109	35.644	34.044	33.738	34.733	34.250	33.618	33.572	35.593	39.863	61.493	54.404	52.702	51.494	56.619	58.105	58.272	57.852	56.983	55.696	53.967	2023	
