country,reference_spec,role,lag,n,beta,se,ci_lo,ci_hi,pvalue,amplifying,note,estimator_level
CRI,peer_younger,primary,1,36,0.172242247729994,0.0958702014969495,-0.015659894394625,0.3601443898546131,0.0723960891956166,False,,ecological — REDATAM pre-tabulated cells
CRI,peer_younger,primary,2,33,0.1153263508858035,0.0394304725003272,0.0380440448917651,0.1926086568798419,0.0034467472163938,False,,ecological — REDATAM pre-tabulated cells
CRI,peer_older,clean,1,36,0.1597783949573977,0.0942422817102359,-0.0249330830155425,0.3444898729303379,0.0899995044844923,False,,ecological — REDATAM pre-tabulated cells
CRI,peer_older,clean,2,33,0.04879967163916,0.0469741266998508,-0.0432679248977689,0.1408672681760889,0.2988685608125654,False,,ecological — REDATAM pre-tabulated cells
CRI,pop2039,robustness,1,48,0.2856775183089296,0.1223226438726558,0.045929541824805,0.5254254947930542,0.0195203091144163,False,,ecological — REDATAM pre-tabulated cells
CRI,pop2039,robustness,2,44,0.0789107051325379,0.0691000989871126,-0.0565230002103554,0.2143444104754314,0.2534636920649737,False,,ecological — REDATAM pre-tabulated cells
CRI,own_lag,comparator,1,48,0.3564848071252112,0.0953731358436918,0.1695568957789292,0.5434127184714933,0.0001856444873104,False,MECHANICAL own-lag — comparator only,ecological — REDATAM pre-tabulated cells
CRI,own_lag,comparator,2,36,-0.009446123950921,0.0824964075556446,-0.1711361116139225,0.1522438637120804,0.908838705215048,False,MECHANICAL own-lag — comparator only,ecological — REDATAM pre-tabulated cells
