cohort_start,effect,second_diff
1970,0.038142709909444995,
1975,0.029426762866871986,-0.002458559621156771
1980,0.01825225620314221,-0.00790890770404127
1985,-0.0008311581646288386,-0.002835671148603315
1990,-0.0227502436810032,0.013859785043650248
1995,-0.030809544153727317,0.007438061646351607
2000,-0.031430782980099825,
