cohort_start,effect,second_diff
1965,0.0636019384341471,
1970,0.04907147309169267,0.006329665971882295
1975,0.040870673721120535,-0.023064476866853575
1980,0.009605397483694818,0.003048805802416135
1985,-0.018611072951314762,0.003583519764876402
1990,-0.04324402362144794,0.01307017188651887
1995,-0.05480680240506225,0.01988199743584637
2000,-0.046487583752830186,
