country,n_cells,max_resid_married,max_resid_cohab,max_resid_union,tol_exact,tol_round,pass,base_limitation
CRI,60,0.0,0.0,0.0001000000000000445,1e-06,0.002,True,20-39 base EXCLUDES the 15-19 entry margin (cascade vanguard); this is also what leaves peer_younger undefined for the youngest band in Task C.
COL,72,0.0,0.0,0.00010000000000010001,1e-06,0.002,True,20-39 base EXCLUDES the 15-19 entry margin (cascade vanguard); this is also what leaves peer_younger undefined for the youngest band in Task C.
