cohort_start,effect,second_diff
1965,-0.026751141422466238,
1970,-0.021170154132055162,-0.0033076298724497334
1975,-0.01889679671409382,0.014865235536344203
1980,-0.0017582037597882738,0.0006416578395894053
1985,0.016022047034106677,-0.0028224464017855312
1990,0.030979851426216096,-0.01355608102825952
1995,0.032381574790065995,-0.044590475375901176
2000,-0.010807177221985279,
