period,effect,second_diff
2005,-0.056563360709358995,
2008,-0.02823155851837837,-0.03179179759440793
2010,-0.03169155392180567,0.030226705162145765
2013,-0.0049248441630872115,-0.027518270123695402
2015,-0.005676404528064154,0.019158588510528655
2017,0.012730623617487558,-0.011659575372427303
2019,0.019478076390611967,0.02350080413202641
2023,0.04972633329576279,-0.034821901664081514
2024,0.04515268853683209,
