country,reference_spec,lag,n,beta,se,ci_lo,ci_hi,pvalue,amplifying,note
CRI,peer_younger,1,33,0.24991197241582302,0.1970471879884659,-0.1362934192964637,0.6361173641281097,0.20469622874403204,False,
CRI,peer_younger,2,30,0.28695264373258766,0.13748564858586382,0.017485724113164347,0.556419563352011,0.03687492440199665,False,
CRI,pop2039,1,44,0.6276171197426753,0.31114177583053876,0.017790445028984303,1.2374437944563663,0.04368070484410965,False,
CRI,pop2039,2,40,0.35284901884989783,0.14054258646697573,0.07739061108051898,0.6283074266192767,0.012051937584237503,False,
CRI,own_lag,1,44,0.5020536041651236,0.24740638685569394,0.017145996382779638,0.9869612119474676,0.04243110762805141,False,MECHANICAL own-lag — comparator only
CRI,own_lag,2,28,-0.13737799112305527,0.15673328952844326,-0.4445695937772928,0.1698136115311823,0.38075389808817883,False,MECHANICAL own-lag — comparator only
