cohort_start,effect,second_diff
1970,-0.031306786135345765,
1975,-0.010725430031470817,-0.01635849430355541
1980,-0.006502568231151279,0.011434954457328075
1985,0.009155248026496334,-0.005760968368184325
1990,0.019052095915959622,-0.009425360631623171
1995,0.01952358317379974,-0.01919121314992769
2000,0.0008038572817121656,
