cohort_start,effect,second_diff
1975,-0.0032081335544087465,
1980,0.0008952511694649782,-0.0002910974198149438
1985,0.004707538473523759,0.0007239536460378528
1990,0.009243779423620393,-0.006499274848573851
1995,0.007280745525143175,-0.024236892664009514
2000,-0.01891918103734356,
