cohort_start,effect,kappa_at_bin_mid
1970,0.02695036683776969,0.9743604752618085
1975,0.025540774289666904,0.9361418392989188
1980,0.019489629772330645,0.8534478152015712
1985,0.004499616573867382,0.712529385514703
1990,-0.01984409318953916,0.548007699536344
1995,-0.030108168429302674,0.42300537894721507
2000,-0.026528125854792785,0.35553676252248584
