RAMO_K,mdp_2025,mdp_2026,dif_nominal,dif_real,var_real_pct,estado,nivel,NOMBRE_RAMO,NOMBRE_PP,NOMBRE_UR,PP_K,UR_K,F_K,FN_K,SF_K,NOMBRE_FN
04,32.3,290.2,258.0,256.4,758.6,continúa,programa,04 Gobernación,004 Servicios de registro e Identificación de Población,941 Dirección General del Registro Nacional de Población e Identidad,E004,,,,,
13,0.0,259.6,259.6,259.6,inf,aparece,programa,13 Marina,039 Servicios de operación de infraestructura aeroportuaria de MARINA,"KDN Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",E039,,,,,
06,0.0,261.6,261.6,261.6,inf,aparece,programa,06 Hacienda y Crédito Público,001 Administración del Fondo de Pensiones,HKA Instituto para Devolver al Pueblo lo Robado,R001,,,,,
21,0.0,269.5,269.5,269.5,inf,aparece,programa,21 Turismo,049 Servicios de calidad y atención integral al turismo,417 Dirección General de Servicios al Turista Ángeles Verdes,E049,,,,,
18,0.0,282.6,282.6,282.6,inf,aparece,programa,18 Energía,039 Articulación de la política nuclear y eléctrica,319 Dirección General de Evaluación Financiera de la Unidad del Sistema Eléctrico Nacional y Política Nuclear,P039,,,,,
55,0.0,283.1,283.1,283.1,inf,aparece,programa,55 Agencia de Transformación Digital y Telecomunicaciones,"060 Definición, articulación y coordinación de las Políticas de Transformación Digital y Telecomunicaciones","120 Dirección General Jurídica, Cumplimiento Normativo y Gobernanza Tecnológica",P060,,,,,
33,6561.8,6858.3,296.5,-18.5,-0.3,continúa,programa,33 Aportaciones Federales para Entidades Federativas y Municipios,009 FAETA Educación Tecnológica,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",I009,,,,,
08,1600.0,1898.6,298.6,221.8,13.2,continúa,programa,08 Agricultura y Desarrollo Rural,304 Pesca y Acuacultura Sustentables,227 Dirección General de Producción Ganadera,S304,,,,,
10,0.0,298.7,298.7,298.7,inf,aparece,programa,10 Economía,"025 Política de desarrollo e innovación de los sectores industrial, comercial y de servicios",540 Unidad de Fomento y Crecimiento Económico,P025,,,,,
54,0.0,321.2,321.2,321.2,inf,aparece,programa,54 Mujeres,001 Actividades de apoyo administrativo,400 Unidad de Administración y Finanzas,M001,,,,,
10,0.0,323.3,323.3,323.3,inf,aparece,programa,10 Economía,024 Articulación de las políticas y programas del sector Economía,534 Dirección General de Financiamiento y Apoyo,P024,,,,,
04,0.0,325.6,325.6,325.6,inf,aparece,programa,04 Gobernación,"012 Determinación, ejecución y seguimiento a las acciones de búsqueda de Personas Desaparecidas y No Localizadas",X00 Comisión Nacional de Búsqueda de Personas,P012,,,,,
TVV,0.0,328.4,328.4,328.4,inf,aparece,programa,TVV Comisión Federal de Electricidad,058 Planeación Estratégica de la Comisión Federal de Electricidad,TVV Comisión Federal de Electricidad,058 ,,,,,
GYN,0.0,345.4,345.4,345.4,inf,aparece,programa,GYN Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,071 Servicios por prestaciones sociales,GYN Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,071 ,,,,,
GYN,0.0,346.0,346.0,346.0,inf,aparece,programa,GYN Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,313 La Clínica es Nuestra,GYN Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,313 ,,,,,
06,0.0,346.8,346.8,346.8,inf,aparece,programa,06 Hacienda y Crédito Público,020 Asesoría jurídica y representación judicial y administrativa de la SHCP,513 Subprocuraduría Fiscal Federal de Investigaciones,P020,,,,,
38,8814.7,9170.0,355.3,-67.8,-0.7,continúa,programa,"38 Ciencia, Humanidades, Tecnología e Innovación",191 Sistema Nacional de Investigadoras e Investigadores,220 Dirección General de Becas y Apoyos a la Comunidad Científica y Humanística,S191,,,,,
27,0.0,359.9,359.9,359.9,inf,aparece,programa,27 Anticorrupción y Buen Gobierno,045 Política de Buen Gobierno,840 Dirección General de Tecnologías de la Información y Comunicaciones,P045,,,,,
10,0.0,367.3,367.3,367.3,inf,aparece,programa,10 Economía,011 Vigilancia del cumplimiento de la normatividad y fortalecimiento de la certeza jurídica entre proveedores y consumidores,LAT Procuraduría Federal del Consumidor,G011,,,,,
09,0.0,369.2,369.2,369.2,inf,aparece,programa,"09 Infraestructura, Comunicaciones y Transportes",009 Derecho de Vía,652 Centro SICT Zacatecas,G009,,,,,
10,0.0,379.6,379.6,379.6,inf,aparece,programa,10 Economía,"020 Promoción, regulación e información geológica para el desarrollo de la actividad minera",611 Dirección General de Desarrollo Minero,F020,,,,,
33,9565.5,9951.1,385.6,-73.5,-0.7,continúa,programa,33 Aportaciones Federales para Entidades Federativas y Municipios,011 FASP,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",I011,,,,,
06,0.0,397.3,397.3,397.3,inf,aparece,programa,06 Hacienda y Crédito Público,019 Diseño y aplicación de la política económica,211 Unidad de Planeación Económica de la Hacienda Pública,P019,,,,,
47,0.0,397.9,397.9,397.9,inf,aparece,programa,47 Entidades no Sectorizadas,061 Servicios de producción y difusión de materiales audiovisuales,AYL Sistema Público de Radiodifusión del Estado Mexicano,E061,,,,,
09,0.0,405.2,405.2,405.2,inf,aparece,programa,"09 Infraestructura, Comunicaciones y Transportes",022 Articulación de la política de comunicaciones y transportes,652 Centro SICT Zacatecas,P022,,,,,
11,10195.0,10600.7,405.7,-83.7,-0.8,continúa,programa,11 Educación Pública,080 Apoyos a centros y organizaciones de educación,700 Unidad de Administración y Finanzas,U080,,,,,
04,0.0,407.5,407.5,407.5,inf,aparece,programa,04 Gobernación,003 Servicios de impartición de justicia laboral para los trabajadores al servicio del Estado,F00 Tribunal Federal de Conciliación y Arbitraje,E003,,,,,
16,0.0,408.6,408.6,408.6,inf,aparece,programa,16 Medio Ambiente y Recursos Naturales,"016 Regulación, gestión y supervisión socioambiental",812 Dirección General de Fomento y Desempeño Urbano Ambiental Sostenible,G016,,,,,
24,5638.1,6050.1,412.0,141.4,2.4,continúa,programa,24 Deuda Pública,002 Fondo de ahorro SAR,210 Unidad de Crédito Público y Asuntos Internacionales de Hacienda,D002,,,,,
19,6509.2,6923.2,414.0,101.6,1.5,continúa,programa,19 Aportaciones a Seguridad Social,002 Seguro de Invalidez y Vida,GYR Instituto Mexicano del Seguro Social,T002,,,,,
06,0.0,425.2,425.2,425.2,inf,aparece,programa,06 Hacienda y Crédito Público,017 Diseño de la política de ingresos,312 Unidad de Legislación Tributaria,P017,,,,,
56,0.0,425.4,425.4,425.4,inf,aparece,programa,56 Servicios de Salud del Instituto Mexicano del Seguro Social para el Bienestar,"008 Investigación, desarrollo tecnológico y formación en salud",AYO Servicios de Salud del Instituto Mexicano del Seguro Social para el Bienestar (IMSS-BIENESTAR),Q008,,,,,
27,0.0,430.3,430.3,430.3,inf,aparece,programa,27 Anticorrupción y Buen Gobierno,044 Política anticorrupción,520 Dirección General de Investigación,P044,,,,,
04,69.9,510.9,441.0,437.6,597.1,continúa,programa,04 Gobernación,006 Articulación de la política en materia de comunicación social del Gobierno de México,273 Dirección General de Medios Impresos,P006,,,,,
16,0.0,463.0,463.0,463.0,inf,aparece,programa,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,811 Dirección General de Políticas para la Acción Climática,P036,,,,,
10,0.0,465.4,465.4,465.4,inf,aparece,programa,10 Economía,"023 Negociación, administración y defensa de Tratados y Acuerdos Internacionales de comercio e Inversión",522 Dirección General de Disciplinas de Comercio Internacional,P023,,,,,
36,0.0,478.3,478.3,478.3,inf,aparece,programa,36 Seguridad y Protección Ciudadana,048 Plataforma México,"212 Dirección General de Gestión de Servicios, Ciberseguridad y Desarrollo Tecnológico",P048,,,,,
11,12163.5,12650.0,486.5,-97.3,-0.8,continúa,programa,11 Educación Pública,283 Jóvenes Escribiendo el Futuro,O00 Coordinación Nacional de Becas para el Bienestar Benito Juárez,S283,,,,,
14,0.0,488.6,488.6,488.6,inf,aparece,programa,14 Trabajo y Previsión Social,041 Servicios de conciliación laboral y registros laborales,120 Dirección General de Concertación Social,E041,,,,,
06,0.0,491.1,491.1,491.1,inf,aparece,programa,06 Hacienda y Crédito Público,007 Protección y defensa de los usuarios de servicios financieros,G3A Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros,E007,,,,,
33,12278.6,12773.6,495.0,-94.4,-0.7,continúa,programa,33 Aportaciones Federales para Entidades Federativas y Municipios,014 FONE Otros de Gasto Corriente,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",I014,,,,,
08,12500.0,13000.0,500.0,-100.0,-0.8,continúa,programa,08 Agricultura y Desarrollo Rural,290 Acopio para el Bienestar,"VSS Alimentación para el Bienestar, S.A. de C.V.",S290,,,,,
16,0.0,500.0,500.0,500.0,inf,aparece,programa,16 Medio Ambiente y Recursos Naturales,028 Infraestructura en materia ambiental,"512 Dirección General de Recursos Materiales, Inmuebles y Servicios",K028,,,,,
11,0.0,514.6,514.6,514.6,inf,aparece,programa,11 Educación Pública,027 Servicios de atención al deporte,L6I Comisión Nacional de Cultura Física y Deporte,E027,,,,,
11,0.0,528.4,528.4,528.4,inf,aparece,programa,11 Educación Pública,"025 Servicios de producción y transmisión de materiales educativos, culturales y artísticos",418 Dirección General @prende.mx,E025,,,,,
33,13376.4,13915.7,539.2,-102.8,-0.7,continúa,programa,33 Aportaciones Federales para Entidades Federativas y Municipios,016 FONE Fondo de Compensación,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",I016,,,,,
06,0.0,561.2,561.2,561.2,inf,aparece,programa,06 Hacienda y Crédito Público,018 Diseño y conducción de la política de gasto público,419 Unidad de Política y Estrategia para Resultados,P018,,,,,
TYY,2015.4,2577.0,561.6,464.9,22.0,continúa,programa,TYY Petróleos Mexicanos,036 Compra de acciones o inversiones diversas para Pemex,TYY Petróleos Mexicanos,036 ,,,,,
05,0.0,570.8,570.8,570.8,inf,aparece,programa,05 Relaciones Exteriores,005 Atención y servicios integrales de protección y asistencia consular,611 Dirección General de Oficinas de Pasaportes,E005,,,,,
38,14302.9,14879.5,576.6,-109.9,-0.7,continúa,programa,"38 Ciencia, Humanidades, Tecnología e Innovación",190 Becas de posgrado y apoyos a la calidad,220 Dirección General de Becas y Apoyos a la Comunidad Científica y Humanística,S190,,,,,
49,2003.4,2589.8,586.4,490.2,23.3,continúa,programa,49 Fiscalía General de la República,001 Actividades de apoyo administrativo,870 Unidad de Seguridad Institucional,M001,,,,,
31,0.0,614.9,614.9,614.9,inf,aparece,programa,31 Tribunales Agrarios,052 Resolución de asuntos relativos a conflictos y controversias por uso y usufructo de la tierra,200 Tribunales Unitarios Agrarios,E052,,,,,
07,72.0,715.0,643.0,639.5,847.3,continúa,programa,07 Defensa Nacional,017 Programa de Becas para los hijos del Personal de las Fuerzas Armadas en activo,111 Jefatura del Estado Mayor de la Defensa Nacional,A017,,,,,
06,0.0,645.9,645.9,645.9,inf,aparece,programa,06 Hacienda y Crédito Público,006 Servicios de administración de los recursos y valores federales,614 Subtesorería de Planeación Financiera y Administración de la Liquidez,E006,,,,,
12,0.0,665.0,665.0,665.0,inf,aparece,programa,12 Salud,012 Protección contra riesgos sanitarios y regulación sanitaria en establecimientos médicos,610 Dirección General de Calidad y Educación en Salud,G012,,,,,
48,0.0,679.6,679.6,679.6,inf,aparece,programa,48 Cultura,"320 Estímulos a la creación artística, reconocimientos a las trayectorias y apoyo al desarrollo de proyectos culturales",300 Subsecretaría de Diversidad Cultural y Fomento a la Lectura,S320,,,,,
48,0.0,686.6,686.6,686.6,inf,aparece,programa,48 Cultura,023 Servicios de Educación Superior y Posgrado,D00 Instituto Nacional de Antropología e Historia,E023,,,,,
38,0.0,691.8,691.8,691.8,inf,aparece,programa,"38 Ciencia, Humanidades, Tecnología e Innovación","027 Programas nacionales estratégicos de ciencia, tecnología y vinculación con el sector social, público y privado",410 Dirección General de Cooperación Institucional y Sectorial,F027,,,,,
10,0.0,697.5,697.5,697.5,inf,aparece,programa,10 Economía,020 Servicios integrales para la protección de los derechos de los consumidores,LAT Procuraduría Federal del Consumidor,E020,,,,,
08,17500.0,18200.0,700.0,-140.0,-0.8,continúa,programa,08 Agricultura y Desarrollo Rural,292 Fertilizantes para el Bienestar,237 Dirección General de Eficiencia Hídrica en el Temporal,S292,,,,,
33,7741.5,8449.5,708.1,336.5,4.1,continúa,programa,33 Aportaciones Federales para Entidades Federativas y Municipios,008 FAM Infraestructura Educativa Media Superior y Superior,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",I008,,,,,
15,0.0,719.3,719.3,719.3,inf,aparece,programa,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",516 Dirección General de Gestión Integral de Riesgos de Desastres y Cambio Climático,P034,,,,,
47,0.0,724.6,724.6,724.6,inf,aparece,programa,47 Entidades no Sectorizadas,059 Servicios de protección y defensa de los contribuyentes,AYI Procuraduría de la Defensa del Contribuyente,E059,,,,,
07,0.0,744.1,744.1,744.1,inf,aparece,programa,07 Defensa Nacional,015 Servicios Públicos de Transporte Masivo de Personas y Carga Tren Maya,"H0M Tren Maya, S.A. de C.V.",E015,,,,,
07,0.0,744.7,744.7,744.7,inf,aparece,programa,07 Defensa Nacional,"014 Servicios de administración de la Infraestructura Aeroportuaria en Santa Lucía, Edo. Méx.","HZI Aeropuerto Internacional Felipe Ángeles, S.A. de C.V.",E014,,,,,
33,18591.1,19340.5,749.5,-142.9,-0.7,continúa,programa,33 Aportaciones Federales para Entidades Federativas y Municipios,015 FONE Gasto de Operación,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",I015,,,,,
TYY,0.0,755.4,755.4,755.4,inf,aparece,programa,TYY Petróleos Mexicanos,075 Servicios de operación y mantenimiento de la infraestructura en ecología,TYY Petróleos Mexicanos,075 ,,,,,
14,0.0,772.1,772.1,772.1,inf,aparece,programa,14 Trabajo y Previsión Social,031 Implementación de la política laboral,671 Oficina de Representación Federal del Trabajo en la Ciudad de México,P031,,,,,
11,0.0,781.5,781.5,781.5,inf,aparece,programa,11 Educación Pública,270 Programa Nacional de Inglés,310 Dirección General de Gestión Escolar y Enfoque Territorial,U270,,,,,
21,0.0,783.2,783.2,783.2,inf,aparece,programa,21 Turismo,026 Fomento y promoción de la inversión en el sector turístico,W3N Fondo Nacional de Fomento al Turismo,F026,,,,,
54,0.0,785.0,785.0,785.0,inf,aparece,programa,54 Mujeres,319 Programa de Atención Integral para el Bienestar de las Mujeres,300 Subsecretaría del Derecho a una Vida Libre de Violencias,S319,,,,,
11,0.0,824.4,824.4,824.4,inf,aparece,programa,11 Educación Pública,295 Fortalecimiento de los Servicios de Educación Especial (PFSEE),312 Dirección General de Desarrollo Curricular,U295,,,,,
15,0.0,825.3,825.3,825.3,inf,aparece,programa,"15 Desarrollo Agrario, Territorial y Urbano",042 Servicios de ordenamiento y procuración de justicia agraria,211 Dirección General de Concertación Agraria y Mediación,E042,,,,,
36,0.0,833.3,833.3,833.3,inf,aparece,programa,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,231 Secretaría Técnica de las Conferencias Nacionales de Secretarios de Seguridad Pública y del Sistema Penitenciario,P047,,,,,
09,0.0,838.2,838.2,838.2,inf,aparece,programa,"09 Infraestructura, Comunicaciones y Transportes","007 Supervisión, regulación, inspección, verificación y servicios administrativos de construcción y conservación de carreteras",652 Centro SICT Zacatecas,G007,,,,,
11,0.0,856.6,856.6,856.6,inf,aparece,programa,11 Educación Pública,300 La Normal es Nuestra,515 Dirección General de Educación Superior para el Magisterio,U300,,,,,
54,0.0,856.8,856.8,856.8,inf,aparece,programa,54 Mujeres,012 Programa para la Prevención y Detección de las Violencias Femenicidas y la Atención de las Causas,300 Subsecretaría del Derecho a una Vida Libre de Violencias,U012,,,,,
GYR,0.0,889.1,889.1,889.1,inf,aparece,programa,GYR Instituto Mexicano del Seguro Social,"008 Investigación, desarrollo tecnológico y formación en salud",GYR Instituto Mexicano del Seguro Social,008 ,,,,,
04,0.0,890.2,890.2,890.2,inf,aparece,programa,04 Gobernación,010 Política para la protección y defensa de los derechos humanos,915 Dirección General para la Protección de Personas Defensoras de Derechos Humanos y Periodistas,P010,,,,,
14,0.0,896.0,896.0,896.0,inf,aparece,programa,14 Trabajo y Previsión Social,040 Servicios de impartición y procuración de justicia laboral,110 Junta Federal de Conciliación y Arbitraje,E040,,,,,
11,0.0,901.4,901.4,901.4,inf,aparece,programa,11 Educación Pública,312 Expansión de la Educación Inicial,310 Dirección General de Gestión Escolar y Enfoque Territorial,U312,,,,,
18,0.0,907.3,907.3,907.3,inf,aparece,programa,18 Energía,037 Articulación de la política energética,213 Dirección General de Desarrollo Tecnológico y Acceso a la Energía,P037,,,,,
03,85025.8,85960.2,934.4,-3146.8,-3.5,continúa,programa,03 Poder Judicial,001 Otras Actividades,300 Tribunal de Disciplina Judicial,R001,,,,,
40,9458.7,10398.5,939.8,485.8,4.9,continúa,programa,40 Información Nacional Estadística y Geográfica,002 Producción y difusión de información estadística y geográfica,100 Instituto Nacional de Estadística y Geografía,P002,,,,,
16,0.0,955.4,955.4,955.4,inf,aparece,programa,16 Medio Ambiente y Recursos Naturales,"014 Inspección, vigilancia y regulación del medio ambiente y recursos naturales","418 Dirección General de Gestión Forestal, Suelos y Ordenamiento Ecológico",G014,,,,,
14,24205.0,25173.0,968.0,-193.8,-0.8,continúa,programa,14 Trabajo y Previsión Social,280 Jóvenes Construyendo el Futuro,320 Unidad del Programa Jóvenes Construyendo el Futuro,S280,,,,,
11,25000.0,26000.0,1000.0,-200.0,-0.8,continúa,programa,11 Educación Pública,282 La Escuela es Nuestra,180 Dirección General La Escuela es Nuestra,S282,,,,,
38,0.0,1050.0,1050.0,1050.0,inf,aparece,programa,"38 Ciencia, Humanidades, Tecnología e Innovación",023 Servicios de Educación Superior y Posgrado,92M Universidad Nacional Rosario Castellanos,E023,,,,,
47,0.0,1073.2,1073.2,1073.2,inf,aparece,programa,47 Entidades no Sectorizadas,060 Servicios de atención a víctimas,AYJ Comisión Ejecutiva de Atención a Víctimas,E060,,,,,
07,0.0,1102.7,1102.7,1102.7,inf,aparece,programa,07 Defensa Nacional,010 Programa de justicia militar,136 Fiscalía General de Justicia Militar,A010,,,,,
47,0.0,1108.0,1108.0,1108.0,inf,aparece,programa,47 Entidades no Sectorizadas,052 Planeación y Articulación de la Acción Pública hacia los Pueblos Indígenas,AYB Instituto Nacional de los Pueblos Indígenas,P052,,,,,
08,16300.0,17472.0,1172.0,389.6,2.3,continúa,programa,08 Agricultura y Desarrollo Rural,293 Producción para el Bienestar,220 Coordinación General de Bienestar para el Campo,S293,,,,,
GYR,6619.0,7796.5,1177.5,859.8,12.4,continúa,programa,GYR Instituto Mexicano del Seguro Social,006 Infraestructura integral para el derecho a la salud,GYR Instituto Mexicano del Seguro Social,006 ,,,,,
24,5608.9,6820.9,1211.9,942.7,16.0,continúa,programa,24 Deuda Pública,004 Otros financiamientos,210 Unidad de Crédito Público y Asuntos Internacionales de Hacienda,D004,,,,,
TYY,0.0,1212.0,1212.0,1212.0,inf,aparece,programa,TYY Petróleos Mexicanos,007 Infraestructura para la asistencia y seguridad social,TYY Petróleos Mexicanos,007 ,,,,,
13,0.0,1219.5,1219.5,1219.5,inf,aparece,programa,13 Marina,022 Administración y Operación de Capitanías de Puerto y Asuntos Marítimos,313 Universidad Naval,A022,,,,,
GYN,186.7,1432.0,1245.3,1236.4,631.9,continúa,programa,GYN Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,020 Pagos de funeral,GYN Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,020 ,,,,,
19,0.0,1252.6,1252.6,1252.6,inf,aparece,programa,19 Aportaciones a Seguridad Social,012 Adeudos con el IMSS e ISSSTE y fortalecimiento del Modelo de Atención Integral de Salud,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",R012,,,,,
33,13762.6,15021.4,1258.8,598.2,4.1,continúa,programa,33 Aportaciones Federales para Entidades Federativas y Municipios,007 FAM Infraestructura Educativa Básica,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",I007,,,,,
15,32000.0,33280.0,1280.0,-256.0,-0.8,continúa,programa,"15 Desarrollo Agrario, Territorial y Urbano",177 Programa de Vivienda Social,QCW Comisión Nacional de Vivienda,S177,,,,,
16,0.0,1345.2,1345.2,1345.2,inf,aparece,programa,16 Medio Ambiente y Recursos Naturales,002 Protección Forestal,RHQ Comisión Nacional Forestal,V002,,,,,
25,0.0,1368.9,1368.9,1368.9,inf,aparece,programa,"25 Previsiones y Aportaciones para los Sistemas de Educación Básica, Normal, Tecnológica y de Adultos",086 Servicios de educación normal en la Ciudad de México,C00 Autoridad Educativa Federal en la Ciudad de México,E086,,,,,
33,14999.4,16371.3,1371.9,651.9,4.1,continúa,programa,33 Aportaciones Federales para Entidades Federativas y Municipios,003 FAIS Entidades,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",I003,,,,,
19,0.0,1422.4,1422.4,1422.4,inf,aparece,programa,19 Aportaciones a Seguridad Social,"005 Aportaciones Estatutarias al Seguro de Retiro, Cesantía en Edad Avanzada y Vejez","411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",J005,,,,,
23,0.0,1488.8,1488.8,1488.8,inf,aparece,programa,23 Provisiones Salariales y Económicas,028 FEIEF,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",R028,,,,,
12,0.0,1501.3,1501.3,1501.3,inf,aparece,programa,12 Salud,027 Rectoría del Sistema Nacional de Salud,618 Dirección General de Modernización del Sector Salud,P027,,,,,
07,0.0,1510.9,1510.9,1510.9,inf,aparece,programa,07 Defensa Nacional,003 Infraestructura en materia de seguridad nacional,117 Dirección General de Ingenieros,K003,,,,,
23,0.0,1512.1,1512.1,1512.1,inf,aparece,programa,23 Provisiones Salariales y Económicas,016 Investigación en materia de hidrocarburos y sustentabilidad energética,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",R016,,,,,
12,0.0,1528.7,1528.7,1528.7,inf,aparece,programa,12 Salud,032 Servicios de atención a la salud mental y prevención de las adicciones,Y00 Comisión Nacional de Salud Mental y Adicciones,E032,,,,,
20,39100.0,40664.0,1564.0,-312.8,-0.8,continúa,programa,20 Bienestar,287 Sembrando Vida,311 Dirección General de Seguimiento y Logística para el Desarrollo Rural y Productivo,S287,,,,,
GYR,0.0,1583.6,1583.6,1583.6,inf,aparece,programa,GYR Instituto Mexicano del Seguro Social,068 Servicios de prevención y atención de riesgos de trabajo e invalidez,GYR Instituto Mexicano del Seguro Social,068 ,,,,,
09,0.0,1604.0,1604.0,1604.0,inf,aparece,programa,"09 Infraestructura, Comunicaciones y Transportes","006 Supervisión, inspección y verificación del transporte terrestre y aéreo",652 Centro SICT Zacatecas,G006,,,,,
38,0.0,1619.4,1619.4,1619.4,inf,aparece,programa,"38 Ciencia, Humanidades, Tecnología e Innovación","051 Diseño y evaluación de políticas en ciencia, tecnología e innovación",620 Dirección General de Estrategias y Procedimientos Judiciales,P051,,,,,
11,0.0,1625.0,1625.0,1625.0,inf,aparece,programa,11 Educación Pública,029 Servicios de educación para Adultos (INEA),MDA Instituto Nacional para la Educación de los Adultos,E029,,,,,
11,40922.4,42559.0,1636.6,-327.7,-0.8,continúa,programa,11 Educación Pública,311 Beca Universal de Educación Media Superior Benito Juárez,O00 Coordinación Nacional de Becas para el Bienestar Benito Juárez,S311,,,,,
33,18318.3,19993.7,1675.4,796.2,4.1,continúa,programa,33 Aportaciones Federales para Entidades Federativas y Municipios,006 FAM Asistencia Social,"411 Unidad de Diseño Presupuestario, Control y Seguimiento del Gasto",I006,,,,,
11,0.0,1739.2,1739.2,1739.2,inf,aparece,programa,11 Educación Pública,243 Programa de Becas Elisa Acuña,MGH Universidad Autónoma Agraria Antonio Narro,S243,,,,,
48,0.0,1812.8,1812.8,1812.8,inf,aparece,programa,48 Cultura,066 Servicios educativos culturales y artísticos,E00 Instituto Nacional de Bellas Artes y Literatura,E066,,,,,
18,0.0,1850.9,1850.9,1850.9,inf,aparece,programa,18 Energía,013 Investigación y desarrollo en materia nuclear y eléctrica,211 Dirección General de Energías Renovables,Q013,,,,,
16,0.0,1932.9,1932.9,1932.9,inf,aparece,programa,16 Medio Ambiente y Recursos Naturales,217 Programa de Apoyo a la Infraestructura Hidroagrícola,B00 Comisión Nacional del Agua,U217,,,,,
04,0.0,2062.5,2062.5,2062.5,inf,aparece,programa,04 Gobernación,002 Servicios migratorios,"940 Unidad de Política Migratoria, Registro e Identidad de Personas",E002,,,,,
13,0.0,2070.4,2070.4,2070.4,inf,aparece,programa,13 Marina,021 Infraestructura marítimo-portuaria,"J3G Administración del Sistema Portuario Nacional Salina Cruz, S.A. de C.V.",K021,,,,,
07,0.0,2073.1,2073.1,2073.1,inf,aparece,programa,07 Defensa Nacional,"025 Investigación, desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios",112 Dirección General de Industria Militar,A025,,,,,
13,0.0,2137.3,2137.3,2137.3,inf,aparece,programa,13 Marina,020 Sistema Educativo Naval,313 Universidad Naval,A020,,,,,
16,0.0,2257.5,2257.5,2257.5,inf,aparece,programa,16 Medio Ambiente y Recursos Naturales,"074 Agua Potable, Drenaje y Tratamiento",B00 Comisión Nacional del Agua,U074,,,,,
GYR,0.0,2349.5,2349.5,2349.5,inf,aparece,programa,GYR Instituto Mexicano del Seguro Social,071 Servicios por prestaciones sociales,GYR Instituto Mexicano del Seguro Social,071 ,,,,,
07,4501.7,6922.1,2420.4,2204.3,46.7,continúa,programa,07 Defensa Nacional,004 Programa de sanidad militar,116 Dirección General de Sanidad,A004,,,,,
05,0.0,2422.6,2422.6,2422.6,inf,aparece,programa,05 Relaciones Exteriores,016 Política de promoción y defensa de los intereses de México en el ámbito multilateral,814 Dirección General de Impulso Económico Global,P016,,,,,
06,0.0,2426.0,2426.0,2426.0,inf,aparece,programa,06 Hacienda y Crédito Público,002 Administración de activos e inmuebles,HKA Instituto para Devolver al Pueblo lo Robado,M002,,,,,
25,27931.7,30367.9,2436.2,1095.5,3.7,continúa,programa,"25 Previsiones y Aportaciones para los Sistemas de Educación Básica, Normal, Tecnológica y de Adultos",002 Previsiones salariales y económicas del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo (FONE),700 Unidad de Administración y Finanzas,I002,,,,,
48,0.0,2596.5,2596.5,2596.5,inf,aparece,programa,48 Cultura,063 Servicios de protección y conservación del patrimonio cultural,E00 Instituto Nacional de Bellas Artes y Literatura,E063,,,,,
12,0.0,2685.6,2685.6,2685.6,inf,aparece,programa,12 Salud,028 Política de prevención y control de enfermedades,316 Dirección General de Epidemiología,P028,,,,,
56,0.0,2703.8,2703.8,2703.8,inf,aparece,programa,56 Servicios de Salud del Instituto Mexicano del Seguro Social para el Bienestar,001 Actividades de apoyo Administrativo,AYO Servicios de Salud del Instituto Mexicano del Seguro Social para el Bienestar (IMSS-BIENESTAR),M001,,,,,
04,447.7,3186.9,2739.2,2717.7,579.3,continúa,programa,04 Gobernación,005 Planeación y conducción de la Política Interior,901 Comisión para el Diálogo con los Pueblos Indígenas de México,P005,,,,,
07,0.0,2800.9,2800.9,2800.9,inf,aparece,programa,07 Defensa Nacional,011 Sistema educativo militar,115 Dirección General de Educación Militar y Rectoría de la Universidad del Ejército y Fuerza Aérea,A011,,,,,
06,0.0,2879.0,2879.0,2879.0,inf,aparece,programa,06 Hacienda y Crédito Público,001 Inclusión financiera para el bienestar,KCZ Financiera para el Bienestar,F001,,,,,
