RAMO_K,mdp_2025,mdp_2026,dif_nominal,dif_real,var_real_pct,estado,nivel,NOMBRE_RAMO,NOMBRE_PP,NOMBRE_UR,PP_K,UR_K,F_K,FN_K,SF_K,NOMBRE_FN
10,46.9,45.5,-1.3,-3.6,-7.3,continúa,unidad_responsable,10 Economía,"010 Supervisión, vigilancia y actualización del marco normativo y operativo para las unidades económicas.",191 Dirección General de Normas,,191,,,,
10,23.3,22.0,-1.3,-2.4,-10.0,continúa,unidad_responsable,10 Economía,"020 Promoción, regulación e información geológica para el desarrollo de la actividad minera",611 Dirección General de Desarrollo Minero,,611,,,,
20,21.0,19.7,-1.3,-2.3,-10.5,continúa,unidad_responsable,20 Bienestar,041 Articulación de la Política de Bienestar,147 Delegación de Programas para el Desarrollo Tabasco,,147,,,,
10,103.0,101.7,-1.3,-6.2,-5.8,continúa,unidad_responsable,10 Economía,"025 Política de desarrollo e innovación de los sectores industrial, comercial y de servicios",416 Unidad de Prácticas Comerciales Internacionales,,416,,,,
49,16.9,15.6,-1.3,-2.1,-11.7,continúa,unidad_responsable,49 Fiscalía General de la República,008 Representar jurídicamente a la Fiscalía General de la República,112 Unidad de Normatividad,,112,,,,
49,13.8,12.5,-1.3,-1.9,-13.3,continúa,unidad_responsable,49 Fiscalía General de la República,012 Supervisar y vigilar la aplicación del marco legal en la investigación y persecución del delito del orden federal,901 Unidad de Visita y Evaluación Técnico Jurídica,,901,,,,
10,49.2,48.0,-1.2,-3.6,-7.0,continúa,unidad_responsable,10 Economía,019 Promoción del comercio exterior y atracción de inversión extranjera directa,531 Dirección General de Inversión Extranjera,,531,,,,
15,5.1,3.9,-1.2,-1.5,-27.4,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",132 Oficina de Representación en Guerrero,,132,,,,
08,17.5,16.3,-1.2,-2.1,-11.2,continúa,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,AFU Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar,,AFU,,,,
20,18.7,17.5,-1.2,-2.1,-10.8,continúa,unidad_responsable,20 Bienestar,041 Articulación de la Política de Bienestar,126 Delegación de Programas para el Desarrollo Colima,,126,,,,
14,41.7,40.5,-1.2,-3.2,-7.2,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,671 Oficina de Representación Federal del Trabajo en la Ciudad de México,,671,,,,
16,41.1,40.0,-1.1,-3.1,-7.2,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,112 Unidad Coordinadora de Asuntos Jurídicos,,112,,,,
49,18.5,17.3,-1.1,-2.0,-10.4,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,254 Unidad de Investigación Policial,,254,,,,
15,5.6,4.5,-1.1,-1.4,-23.5,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",137 Oficina de Representación en Morelos,,137,,,,
14,10.6,9.5,-1.1,-1.6,-14.5,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,161 Dirección General de Políticas Públicas y Órganos de Gobierno,,161,,,,
20,5.0,4.0,-1.1,-1.3,-24.8,continúa,unidad_responsable,20 Bienestar,041 Articulación de la Política de Bienestar,212 Dirección General para el Bienestar de las Personas con Discapacidad,,212,,,,
15,11.7,10.7,-1.1,-1.6,-13.2,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",133 Oficina de Representación en Hidalgo,,133,,,,
15,9.2,8.2,-1.1,-1.5,-15.4,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",514 Dirección General de Ordenamiento Metropolitano y Regional,,514,,,,
15,7.7,6.6,-1.1,-1.4,-17.7,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",151 Oficina de Representación en Yucatán,,151,,,,
15,4.3,3.3,-1.0,-1.2,-27.1,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",128 Oficina de Representación en Chihuahua,,128,,,,
15,3.4,2.4,-1.0,-1.2,-32.4,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",143 Oficina de Representación en Quintana Roo,,143,,,,
15,3.4,2.4,-1.0,-1.1,-32.1,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",138 Oficina de Representación en Nayarit,,138,,,,
15,8.6,7.7,-1.0,-1.4,-15.3,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",136 Oficina de Representación en Michoacán,,136,,,,
20,9.2,8.2,-1.0,-1.4,-14.7,continúa,unidad_responsable,20 Bienestar,041 Articulación de la Política de Bienestar,711 Dirección General de Planeación y Análisis,,711,,,,
21,19.2,18.2,-1.0,-1.9,-9.4,continúa,unidad_responsable,21 Turismo,043 Articulación de la política de turismo,112 Dirección General de Asuntos Jurídicos,,112,,,,
20,13.9,12.9,-1.0,-1.6,-11.2,continúa,unidad_responsable,20 Bienestar,041 Articulación de la Política de Bienestar,144 Delegación de Programas para el Desarrollo San Luis Potosí,,144,,,,
10,75.2,74.3,-1.0,-4.6,-5.8,continúa,unidad_responsable,10 Economía,024 Articulación de las políticas y programas del sector Economía,100 Secretaría,,100,,,,
11,1.0,0.1,-1.0,-1.0,-95.1,continúa,unidad_responsable,11 Educación Pública,026 Diseño de la Política Educativa y Regulación de los Servicios,170 Unidad de Promoción de Equidad y Excelencia Educativa,,170,,,,
36,28.1,27.2,-1.0,-2.3,-7.8,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,121 Dirección General de Análisis Criminal,,121,,,,
15,5.1,4.1,-0.9,-1.2,-22.1,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",144 Oficina de Representación en San Luis Potosí,,144,,,,
16,23.8,22.9,-0.9,-2.0,-8.2,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,122 Oficina de Representación en Baja California,,122,,,,
36,28.5,27.6,-0.9,-2.3,-7.5,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,122 Dirección General de Política Criminal,,122,,,,
11,0.9,0.0,-0.9,-0.9,-99.8,continúa,unidad_responsable,11 Educación Pública,026 Diseño de la Política Educativa y Regulación de los Servicios,"112 Dirección General de Actualización Normativa, Cultura de la Legalidad y Transparencia",,112,,,,
36,51.0,50.1,-0.9,-3.3,-6.2,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,022 Regulación de los servicios de seguridad privada para coadyuvar a la prevención del delito,223 Dirección General de Seguridad Privada,,223,,,,
32,8.5,7.6,-0.9,-1.3,-14.4,continúa,unidad_responsable,32 Tribunal Federal de Justicia Administrativa,001 Actividades de apoyo administrativo,400 Secretaría Operativa de Administración,,400,,,,
14,15.3,14.4,-0.9,-1.6,-10.0,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,657 Oficina de Representación Federal del Trabajo en Nuevo León,,657,,,,
06,41.6,40.7,-0.9,-2.9,-6.6,continúa,unidad_responsable,06 Hacienda y Crédito Público,020 Asesoría jurídica y representación judicial y administrativa de la SHCP,512 Subprocuraduría Fiscal Federal de Asuntos Financieros,,512,,,,
10,30.6,29.7,-0.9,-2.3,-7.3,continúa,unidad_responsable,10 Economía,"025 Política de desarrollo e innovación de los sectores industrial, comercial y de servicios",400 Subsecretaría de Industria y Comercio,,400,,,,
06,26.2,25.3,-0.9,-2.1,-7.7,continúa,unidad_responsable,06 Hacienda y Crédito Público,018 Diseño y conducción de la política de gasto público,418 Unidad de Asuntos Jurídicos de Egresos,,418,,,,
14,14.7,13.8,-0.9,-1.6,-10.1,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,650 Oficina de Representación Federal del Trabajo en Guerrero,,650,,,,
15,13.6,12.7,-0.8,-1.5,-10.4,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",140 Oficina de Representación en Oaxaca,,140,,,,
11,0.9,0.1,-0.8,-0.9,-90.6,continúa,unidad_responsable,11 Educación Pública,026 Diseño de la Política Educativa y Regulación de los Servicios,417 Dirección General de Gestión Sectorial y Enlace Interinstitucional,,417,,,,
14,22.0,21.2,-0.8,-1.8,-8.0,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,119 Dirección General de Investigación y Estadísticas del Trabajo,,119,,,,
27,0.8,0.0,-0.8,-0.8,-100.0,desaparece,unidad_responsable,27 Función Pública,006 Combate a la impunidad,300 Coordinación General de Combate a la Impunidad,,300,,,,
21,18.9,18.1,-0.8,-1.7,-8.5,continúa,unidad_responsable,21 Turismo,001 Actividades de apoyo administrativo,500 Unidad de Administración y Finanzas,,500,,,,
15,4.7,3.9,-0.8,-1.0,-20.3,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",134 Oficina de Representación en Jalisco,,134,,,,
12,77.6,76.9,-0.8,-4.5,-5.5,continúa,unidad_responsable,12 Salud,001 Actividades de apoyo administrativo,E00 Administración del Patrimonio de la Beneficencia Pública,,E00,,,,
14,21.9,21.2,-0.8,-1.8,-7.9,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,644 Oficina de Representación Federal del Trabajo en Coahuila,,644,,,,
14,13.6,12.8,-0.7,-1.4,-9.8,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,647 Oficina de Representación Federal del Trabajo en Chihuahua,,647,,,,
14,11.0,10.3,-0.7,-1.3,-10.9,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,646 Oficina de Representación Federal del Trabajo en Chiapas,,646,,,,
32,42.2,41.5,-0.7,-2.7,-6.2,continúa,unidad_responsable,32 Tribunal Federal de Justicia Administrativa,001 Impartición de Justicia Fiscal y Administrativa,"120 Sala Regional del Pacífico, con sede en Acapulco, Gro.",,120,,,,
11,0.9,0.2,-0.7,-0.7,-77.3,continúa,unidad_responsable,11 Educación Pública,026 Diseño de la Política Educativa y Regulación de los Servicios,172 Dirección General de Desarrollo Humano Integral,,172,,,,
14,15.2,14.5,-0.7,-1.4,-9.0,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,664 Oficina de Representación Federal del Trabajo en Sonora,,664,,,,
16,18.7,18.0,-0.7,-1.6,-8.2,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,"014 Inspección, vigilancia y regulación del medio ambiente y recursos naturales",416 Dirección General de Conservación y Gestión de Mares y Costas,,416,,,,
36,24.1,23.4,-0.7,-1.9,-7.4,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,124 Dirección General de Coordinación Estratégica,,124,,,,
16,24.6,23.9,-0.7,-1.9,-7.3,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,001 Actividades de apoyo administrativo,513 Dirección General de Informática y Telecomunicaciones,,513,,,,
08,11.3,10.7,-0.7,-1.2,-10.3,continúa,unidad_responsable,08 Agricultura y Desarrollo Rural,021 Aplicación de la Política Agropecuaria,200 Subsecretaría de Agricultura y Desarrollo Rural,,200,,,,
14,19.2,18.5,-0.7,-1.6,-7.9,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,666 Oficina de Representación Federal del Trabajo en Tamaulipas,,666,,,,
36,24.6,24.0,-0.7,-1.8,-7.2,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,123 Dirección General de Vinculación Interinstitucional,,123,,,,
16,16.3,15.7,-0.7,-1.4,-8.4,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,"014 Inspección, vigilancia y regulación del medio ambiente y recursos naturales",415 Dirección General de Restauración Ambiental,,415,,,,
14,11.1,10.5,-0.6,-1.1,-9.8,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,643 Oficina de Representación Federal del Trabajo en Campeche,,643,,,,
14,8.0,7.3,-0.6,-1.0,-11.9,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,645 Oficina de Representación Federal del Trabajo en Colima,,645,,,,
21,10.4,9.8,-0.6,-1.1,-10.1,continúa,unidad_responsable,21 Turismo,043 Articulación de la política de turismo,712 Dirección General de Seguimiento y Evaluación,,712,,,,
15,6.5,5.9,-0.6,-0.9,-13.3,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",150 Oficina de Representación en Veracruz,,150,,,,
14,10.4,9.8,-0.6,-1.1,-10.0,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,670 Oficina de Representación Federal del Trabajo en Zacatecas,,670,,,,
14,14.3,13.7,-0.6,-1.3,-8.5,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,649 Oficina de Representación Federal del Trabajo en Guanajuato,,649,,,,
15,5.9,5.3,-0.6,-0.9,-14.2,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",147 Oficina de Representación en Tabasco,,147,,,,
14,30.6,30.0,-0.6,-2.1,-6.4,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,620 Dirección General de Inspección Federal del Trabajo,,620,,,,
14,14.9,14.3,-0.6,-1.3,-8.4,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,641 Oficina de Representación Federal del Trabajo en Baja California,,641,,,,
49,42.5,42.0,-0.6,-2.6,-5.9,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,370 Fiscalía Especial de Amparo,,370,,,,
49,33.7,33.1,-0.6,-2.2,-6.2,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,351 Fiscalía Federal en el Estado de Yucatán,,351,,,,
14,11.3,10.7,-0.6,-1.1,-9.5,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,655 Oficina de Representación Federal del Trabajo en Morelos,,655,,,,
36,19.9,19.4,-0.6,-1.5,-7.3,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,133 Dirección General de Transparencia y Archivos,,133,,,,
14,9.9,9.3,-0.6,-1.0,-10.0,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,661 Oficina de Representación Federal del Trabajo en Quintana Roo,,661,,,,
15,5.5,4.9,-0.6,-0.8,-14.3,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",123 Oficina de Representación en Baja California Sur,,123,,,,
15,3.0,2.5,-0.6,-0.7,-22.2,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",131 Oficina de Representación en Guanajuato,,131,,,,
14,10.2,9.6,-0.5,-1.0,-9.7,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,665 Oficina de Representación Federal del Trabajo en Tabasco,,665,,,,
15,5.2,4.6,-0.5,-0.8,-14.5,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",148 Oficina de Representación en Tamaulipas,,148,,,,
36,27.3,26.8,-0.5,-1.8,-6.4,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,182 Dirección General de Coordinación con Entidades Federativas Zona 2,,182,,,,
16,18.2,17.7,-0.5,-1.4,-7.3,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,114 Unidad Coordinadora de Oficinas de Representación y Gestión Territorial,,114,,,,
10,27.6,27.1,-0.5,-1.8,-6.3,continúa,unidad_responsable,10 Economía,"020 Promoción, regulación e información geológica para el desarrollo de la actividad minera",600 Unidad de Coordinación de Actividades Extractivas,,600,,,,
14,8.2,7.7,-0.5,-0.9,-10.4,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,642 Oficina de Representación Federal del Trabajo en Baja California Sur,,642,,,,
20,25.4,24.9,-0.5,-1.7,-6.5,continúa,unidad_responsable,20 Bienestar,041 Articulación de la Política de Bienestar,210 Dirección General para la Validación de Beneficiarios,,210,,,,
14,15.4,14.9,-0.5,-1.2,-7.7,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,663 Oficina de Representación Federal del Trabajo en Sinaloa,,663,,,,
16,22.0,21.5,-0.5,-1.6,-6.7,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,127 Oficina de Representación en Chiapas,,127,,,,
14,22.5,22.0,-0.5,-1.6,-6.6,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,652 Oficina de Representación Federal del Trabajo en Jalisco,,652,,,,
15,7.8,7.3,-0.5,-0.9,-10.5,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",127 Oficina de Representación en Chiapas,,127,,,,
15,5.7,5.2,-0.5,-0.8,-12.6,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",149 Oficina de Representación en Tlaxcala,,149,,,,
15,4.9,4.5,-0.5,-0.7,-13.8,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",135 Oficina de Representación en el Estado de México,,135,,,,
15,2.3,1.8,-0.5,-0.6,-24.4,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",152 Oficina de Representación en Zacatecas,,152,,,,
36,21.9,21.4,-0.5,-1.5,-6.6,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,171 Dirección General de Planeación y Prospectiva,,171,,,,
16,16.0,15.6,-0.5,-1.2,-7.3,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,141 Oficina de Representación en Puebla,,141,,,,
14,14.4,13.9,-0.5,-1.1,-7.6,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,651 Oficina de Representación Federal del Trabajo en Hidalgo,,651,,,,
36,19.6,19.2,-0.4,-1.4,-6.7,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,131 Dirección General de lo Consultivo y Derechos Humanos,,131,,,,
15,3.6,3.1,-0.4,-0.6,-16.3,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",122 Oficina de Representación en Baja California,,122,,,,
16,11.2,10.8,-0.4,-1.0,-8.1,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,133 Oficina de Representación en Hidalgo,,133,,,,
49,80.7,80.3,-0.4,-4.3,-5.1,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,350 Fiscalía Federal en el Estado de Veracruz de Ignacio de la Llave,,350,,,,
14,13.2,12.8,-0.4,-1.0,-7.5,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,660 Oficina de Representación Federal del Trabajo en Querétaro,,660,,,,
49,48.7,48.3,-0.4,-2.7,-5.4,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,330 Fiscalía Federal en el Estado de Durango,,330,,,,
05,21.5,21.1,-0.4,-1.4,-6.3,continúa,unidad_responsable,05 Relaciones Exteriores,005 Atención y servicios integrales de protección y asistencia consular,I00 Instituto Matías Romero,,I00,,,,
49,42.5,42.1,-0.4,-2.4,-5.5,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,343 Fiscalía Federal en el Estado de Quintana Roo,,343,,,,
49,41.8,41.4,-0.4,-2.4,-5.5,continúa,unidad_responsable,49 Fiscalía General de la República,002 Investigar y perseguir los delitos del orden federal,344 Fiscalía Federal en el Estado de San Luis Potosí,,344,,,,
14,12.7,12.3,-0.4,-1.0,-7.5,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,654 Oficina de Representación Federal del Trabajo en Michoacán,,654,,,,
15,5.3,4.9,-0.4,-0.6,-11.4,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",142 Oficina de Representación en Querétaro,,142,,,,
15,4.7,4.4,-0.4,-0.6,-12.1,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",126 Oficina de Representación en Colima,,126,,,,
10,56.3,55.9,-0.4,-3.1,-5.2,continúa,unidad_responsable,10 Economía,001 Actividades de apoyo administrativo,"712 Dirección General de Programación, Presupuesto y Contabilidad",,712,,,,
15,4.5,4.1,-0.4,-0.6,-12.5,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",124 Oficina de Representación en Campeche,,124,,,,
14,9.5,9.2,-0.4,-0.8,-8.2,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,648 Oficina de Representación Federal del Trabajo en Durango,,648,,,,
14,10.2,9.8,-0.4,-0.9,-8.0,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,667 Oficina de Representación Federal del Trabajo en Tlaxcala,,667,,,,
14,28.3,27.9,-0.4,-1.7,-5.8,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,117 Dirección General de Asuntos Jurídicos,,117,,,,
15,4.5,4.1,-0.3,-0.6,-12.1,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",121 Oficina de Representación en Aguascalientes,,121,,,,
21,16.9,16.5,-0.3,-1.2,-6.5,continúa,unidad_responsable,21 Turismo,043 Articulación de la política de turismo,700 Unidad de Información y Política Turística,,700,,,,
14,9.2,8.9,-0.3,-0.8,-8.1,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,640 Oficina de Representación Federal del Trabajo en Aguascalientes,,640,,,,
14,11.0,10.6,-0.3,-0.9,-7.5,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,658 Oficina de Representación Federal del Trabajo en Oaxaca,,658,,,,
08,0.3,0.0,-0.3,-0.3,-100.0,desaparece,unidad_responsable,08 Agricultura y Desarrollo Rural,001 Diseño y Aplicación de la Política Agropecuaria,612 Dirección General de Operación,,612,,,,
16,16.6,16.3,-0.3,-1.1,-6.5,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,125 Oficina de Representación en Coahuila,,125,,,,
20,16.5,16.2,-0.3,-1.1,-6.5,continúa,unidad_responsable,20 Bienestar,041 Articulación de la Política de Bienestar,134 Delegación de Programas para el Desarrollo Jalisco,,134,,,,
16,11.0,10.7,-0.3,-0.8,-7.3,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,"010 Investigación y capacitación en cambio climático, sustentabilidad y crecimiento Verde",131 Oficina de Representación en Guanajuato,,131,,,,
20,21.7,21.4,-0.3,-1.4,-5.9,continúa,unidad_responsable,20 Bienestar,041 Articulación de la Política de Bienestar,152 Delegación de Programas para el Desarrollo Zacatecas,,152,,,,
13,31.1,30.8,-0.3,-1.8,-5.5,continúa,unidad_responsable,13 Marina,023 Programa para el fortalecimiento de derechos humanos e igualdad de género,114 Unidad de Promoción y Protección de los Derechos Humanos,,114,,,,
14,16.7,16.4,-0.3,-1.1,-6.3,continúa,unidad_responsable,14 Trabajo y Previsión Social,031 Implementación de la política laboral,659 Oficina de Representación Federal del Trabajo en Puebla,,659,,,,
21,17.6,17.3,-0.3,-1.1,-6.2,continúa,unidad_responsable,21 Turismo,043 Articulación de la política de turismo,416 Dirección General de Profesionalización y Competitividad Turística,,416,,,,
11,5.6,5.3,-0.3,-0.6,-9.4,continúa,unidad_responsable,11 Educación Pública,026 Diseño de la Política Educativa y Regulación de los Servicios,"413 Dirección General de Concertación, Gestión y Seguimiento de Instrucciones Presidenciales",,413,,,,
16,15.4,15.1,-0.3,-1.0,-6.3,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,146 Oficina de Representación en Sonora,,146,,,,
20,15.0,14.8,-0.3,-1.0,-6.3,continúa,unidad_responsable,20 Bienestar,041 Articulación de la Política de Bienestar,139 Delegación de Programas para el Desarrollo Nuevo León,,139,,,,
21,16.4,16.2,-0.3,-1.1,-6.2,continúa,unidad_responsable,21 Turismo,020 Regulación y certificación de estándares de calidad turística,400 Subsecretaría de Turismo,,400,,,,
36,5.2,5.0,-0.3,-0.5,-9.5,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,"220 Unidad de Política Policial, Penitenciaria y Seguridad Privada",,220,,,,
16,20.3,20.0,-0.3,-1.2,-5.9,continúa,unidad_responsable,16 Medio Ambiente y Recursos Naturales,036 Articulación de la Política Ambiental y de Recursos Naturales,128 Oficina de Representación en Chihuahua,,128,,,,
15,58.8,58.6,-0.3,-3.1,-5.0,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano",001 Actividades de apoyo administrativo,413 Dirección General de Capital Humano y Desarrollo Organizacional,,413,,,,
36,17.8,17.6,-0.2,-1.1,-5.9,continúa,unidad_responsable,36 Seguridad y Protección Ciudadana,047 Articulación de la política  en materia de seguridad nacional y pública,132 Dirección General de lo Contencioso y Procedimientos Constitucionales,,132,,,,
15,2.1,1.8,-0.2,-0.3,-15.8,continúa,unidad_responsable,"15 Desarrollo Agrario, Territorial y Urbano","034 Política de ordenamiento agrario, territorial y urbano",125 Oficina de Representación en Coahuila,,125,,,,
21,10.1,9.8,-0.2,-0.7,-6.8,continúa,unidad_responsable,21 Turismo,025 Fomento y promoción de destinos turísticos,415 Dirección General de Sustentabilidad Turística,,415,,,,
08,0.2,0.0,-0.2,-0.2,-100.0,desaparece,unidad_responsable,08 Agricultura y Desarrollo Rural,001 Diseño y Aplicación de la Política Agropecuaria,611 Dirección General de Administración de Riesgos de Precios,,611,,,,
49,19.4,19.1,-0.2,-1.1,-5.7,continúa,unidad_responsable,49 Fiscalía General de la República,009 Investigar y perseguir los delitos cometidos en materia de derechos humanos,630 Fiscalía Especial para la Atención de Delitos Cometidos Contra la Libertad de Expresión,,630,,,,
21,12.7,12.5,-0.2,-0.8,-6.1,continúa,unidad_responsable,21 Turismo,020 Regulación y certificación de estándares de calidad turística,412 Dirección General de Certificación Turística,,412,,,,
