decline,wtercile,died_2124FALSE,died_2124TRUE,se.died_2124FALSE,se.died_2124TRUE,frailty24,se
FALSE,1,0.968953233722936,0.0310467662770643,0.00540039238304884,0.00540039238304884,0.122482554223821,0.00527104520731576
FALSE,2,0.948382992463417,0.051617007536583,0.00867026098077184,0.00867026098077184,0.126296521690389,0.00402055765988033
FALSE,3,0.959144436171641,0.0408555638283589,0.00706455528966876,0.00706455528966876,0.119595648964045,0.00422230756852944
TRUE,1,0.825572438008809,0.174427561991191,0.0368648694195115,0.0368648694195115,0.217650119287922,0.0178827682309411
TRUE,2,0.798774457952248,0.201225542047752,0.0498809104551311,0.0498809104551311,0.230499689258114,0.0187990479473104
TRUE,3,0.894700397127864,0.105299602872136,0.0300465304973812,0.0300465304973812,0.238482105944161,0.0250563066167054
