concepto,mdp_2024,mdp_2025,dif_nominal_mdp,dif_real_mdp,var_real_pct
4000,2528626.2,2737066.4,208440.2,99709.3,3.8
8000,2273240.3,2348424.7,75184.4,-22564.9,-1.0
9000,1129551.6,1247803.5,118251.9,69681.2,5.9
1000,718250.0,670847.0,-47403.0,-78287.7,-10.5
7000,335654.8,344304.9,8650.0,-5783.1,-1.7
3000,184209.3,153465.6,-30743.7,-38664.7,-20.1
2000,65083.2,58738.6,-6344.7,-9143.2,-13.5
6000,165604.3,41006.2,-124598.0,-131719.0,-76.3
5000,31351.4,2305.4,-29046.0,-30394.1,-92.9
