concepto,mdp_2024,mdp_2025,dif_nominal_mdp,dif_real_mdp,var_real_pct
"TOTAL funcion Combustibles y Energia (GF + entidades, bruto)",1361059.8,1373266.1,,,
"-- Gobierno Federal, por ramo --",,,,,
18 Energía,166789.3,137466.4,-29323.0,-36494.9,-21.0
23 Provisiones Salariales y Económicas,97281.3,104591.0,7309.7,3126.6,3.1
45 Comisión Reguladora de Energía,285.5,199.9,-85.7,-97.9,-32.9
46 Comisión Nacional de Hidrocarburos,247.6,173.3,-74.3,-84.9,-32.9
-- Entidades --,,,,,
TYY Pemex Consolidado,623985.1,611323.4,-12661.8,-39493.1,-6.1
TVV CFE Consolidado,472471.0,519512.3,47041.3,26725.0,5.4
