year,age,sex,pop
2032,40,M,1011178
2032,40,F,1055872
2032,41,M,991814
2032,41,F,1041030
2032,42,M,966916
2032,42,F,1021403
2032,43,M,941946
2032,43,F,1002290
2032,44,M,918398
2032,44,F,985621
2032,45,M,894502
2032,45,F,970296
2032,46,M,869235
2032,46,F,955596
2032,47,M,841366
2032,47,F,940131
2032,48,M,810503
2032,48,F,922517
2032,49,M,779290
2032,49,F,903894
2032,50,M,750742
2032,50,F,885551
2032,51,M,727218
2032,51,F,868722
2032,52,M,709783
2032,52,F,854374
2032,53,M,697979
2032,53,F,842519
2032,54,M,691352
2032,54,F,833431
2032,55,M,688998
2032,55,F,826908
2032,56,M,688424
2032,56,F,820958
2032,57,M,685495
2032,57,F,811511
2032,58,M,677948
2032,58,F,796451
2032,59,M,665901
2032,59,F,776569
2032,60,M,650257
2032,60,F,753387
2032,61,M,632041
2032,61,F,728359
2032,62,M,612046
2032,62,F,702269
2032,63,M,591238
2032,63,F,676088
2032,64,M,569690
2032,64,F,650058
2032,65,M,547602
2032,65,F,624275
2032,66,M,525716
2032,66,F,599404
2032,67,M,503641
2032,67,F,574884
2032,68,M,479924
2032,68,F,548900
2032,69,M,454570
2032,69,F,521351
2032,70,M,428777
2032,70,F,493554
2032,71,M,402915
2032,71,F,465711
2032,72,M,376682
2032,72,F,437265
2032,73,M,350312
2032,73,F,408559
2032,74,M,324467
2032,74,F,380415
2032,75,M,299956
2032,75,F,353635
2032,76,M,276701
2032,76,F,328080
2032,77,M,253621
2032,77,F,302339
2032,78,M,229809
2032,78,F,275479
2032,79,M,207158
2032,79,F,249566
2032,80,M,187149
2032,80,F,226275
2032,81,M,169380
2032,81,F,205418
2032,82,M,154203
2032,82,F,187544
2032,83,M,140359
2032,83,F,171193
2032,84,M,126772
2032,84,F,154969
2032,85,M,113619
2032,85,F,139092
2032,86,M,101010
2032,86,F,123754
2032,87,M,89026
2032,87,F,109104
2032,88,M,77494
2032,88,F,94963
2032,89,M,66663
2032,89,F,81619
2032,90,M,57013
2032,90,F,69672
2032,91,M,48297
2032,91,F,58793
2032,92,M,40365
2032,92,F,48847
2032,93,M,33317
2032,93,F,39993
2032,94,M,27172
2032,94,F,32260
2032,95,M,21890
2032,95,F,25613
2032,96,M,17409
2032,96,F,20001
2032,97,M,13670
2032,97,F,15361
2032,98,M,10581
2032,98,F,11573
2032,99,M,8046
2032,99,F,8502
2032,100,M,5996
2032,100,F,6065
2032,101,M,4375
2032,101,F,4206
2032,102,M,3124
2032,102,F,2845
2032,103,M,2180
2032,103,F,1877
2032,104,M,1485
2032,104,F,1200
2032,105,M,978
2032,105,F,732
2032,106,M,619
2032,106,F,426
2032,107,M,379
2032,107,F,238
2032,108,M,223
2032,108,F,127
2032,109,M,125
2032,109,F,63
2033,0,M,927607
2033,0,F,893674
2033,1,M,936136
2033,1,F,902252
2033,2,M,945421
2033,2,F,911468
2033,3,M,954886
2033,3,F,920805
2033,4,M,964526
2033,4,F,930254
2033,5,M,974431
2033,5,F,939885
2033,6,M,984599
2033,6,F,949685
2033,7,M,994894
2033,7,F,959531
2033,8,M,1005145
2033,8,F,969278
2033,9,M,1015135
2033,9,F,978770
2033,10,M,1024630
2033,10,F,987836
2033,11,M,1037539
2033,11,F,999457
2033,12,M,1047052
2033,12,F,1008337
2033,13,M,1049334
2033,13,F,1011862
2033,14,M,1052794
2033,14,F,1015501
2033,15,M,1054783
2033,15,F,1016799
2033,16,M,1060730
2033,16,F,1022442
2033,17,M,1076052
2033,17,F,1037410
2033,18,M,1089349
2033,18,F,1051016
2033,19,M,1095675
2033,19,F,1058631
2033,20,M,1100051
2033,20,F,1064999
2033,21,M,1106897
2033,21,F,1074158
2033,22,M,1114401
2033,22,F,1084341
2033,23,M,1117537
2033,23,F,1090925
2033,24,M,1113979
2033,24,F,1091854
2033,25,M,1103791
2033,25,F,1087976
2033,26,M,1089781
2033,26,F,1082309
2033,27,M,1076158
2033,27,F,1077373
2033,28,M,1065924
2033,28,F,1074689
2033,29,M,1060129
2033,29,F,1074896
2033,30,M,1059404
2033,30,F,1078718
2033,31,M,1062583
2033,31,F,1085270
2033,32,M,1064527
2033,32,F,1089796
2033,33,M,1059715
2033,33,F,1087422
2033,34,M,1047387
2033,34,F,1077512
2033,35,M,1034277
2033,35,F,1066453
2033,36,M,1027228
2033,36,F,1061179
2033,37,M,1025860
2033,37,F,1061694
2033,38,M,1026043
2033,38,F,1064002
2033,39,M,1024052
2033,39,F,1064472
2033,40,M,1017949
2033,40,F,1061401
2033,41,M,1006228
2033,41,F,1053333
2033,42,M,987018
2033,42,F,1038470
2033,43,M,962266
2033,43,F,1018821
2033,44,M,937411
2033,44,F,999672
2033,45,M,913939
2033,45,F,982950
2033,46,M,890092
2033,46,F,967555
2033,47,M,864855
2033,47,F,952769
2033,48,M,837003
2033,48,F,937207
2033,49,M,806151
2033,49,F,919489
2033,50,M,774933
2033,50,F,900750
2033,51,M,746349
2033,51,F,882276
2033,52,M,722744
2033,52,F,865295
2033,53,M,705173
2033,53,F,850767
2033,54,M,693176
2033,54,F,838699
2033,55,M,686294
2033,55,F,829362
2033,56,M,683624
2033,56,F,822549
2033,57,M,682685
2033,57,F,816275
2033,58,M,679374
2033,58,F,806490
2033,59,M,671451
2033,59,F,791096
2033,60,M,659039
2033,60,F,770886
2033,61,M,643042
2033,61,F,747376
2033,62,M,624481
2033,62,F,722017
2033,63,M,604147
2033,63,F,695589
2033,64,M,582997
2033,64,F,669057
2033,65,M,561109
2033,65,F,642663
2033,66,M,538685
2033,66,F,616503
2033,67,M,516458
2033,67,F,591233
2033,68,M,494047
2033,68,F,566302
2033,69,M,470034
2033,69,F,539925
2033,70,M,444436
2033,70,F,512012
2033,71,M,418436
2033,71,F,483867
2033,72,M,392403
2033,72,F,455697
2033,73,M,366054
2033,73,F,426963
2033,74,M,339623
2033,74,F,398013
2033,75,M,313763
2033,75,F,369657
2033,76,M,289259
2033,76,F,342678
2033,77,M,266038
2033,77,F,316945
2033,78,M,243061
2033,78,F,291101
2033,79,M,219474
2033,79,F,264266
2033,80,M,197099
2033,80,F,238444
2033,81,M,177339
2033,81,F,215238
2033,82,M,159799
2033,82,F,194454
2033,83,M,144794
2033,83,F,176594
2033,84,M,131124
2033,84,F,160264
2033,85,M,117782
2033,85,F,144156
2033,86,M,104937
2033,86,F,128490
2033,87,M,92699
2033,87,F,113455
2033,88,M,81141
2033,88,F,99197
2033,89,M,70109
2033,89,F,85560
2033,90,M,59857
2033,90,F,72884
2033,91,M,50756
2033,91,F,61548
2033,92,M,42604
2033,92,F,51331
2033,93,M,35257
2033,93,F,42106
2033,94,M,28794
2033,94,F,33997
2033,95,M,23218
2033,95,F,27013
2033,96,M,18478
2033,96,F,21098
2033,97,M,14505
2033,97,F,16185
2033,98,M,11232
2033,98,F,12194
2033,99,M,8565
2033,99,F,8998
2033,100,M,6409
2033,100,F,6464
2033,101,M,4695
2033,101,F,4500
2033,102,M,3364
2033,102,F,3040
2033,103,M,2356
2033,103,F,2000
2033,104,M,1611
2033,104,F,1280
2033,105,M,1073
2033,105,F,792
2033,106,M,690
2033,106,F,467
2033,107,M,426
2033,107,F,262
2033,108,M,254
2033,108,F,140
2033,109,M,144
2033,109,F,71
2034,0,M,916320
2034,0,F,882688
2034,1,M,924720
2034,1,F,891097
2034,2,M,934010
2034,2,F,900310
2034,3,M,943597
2034,3,F,909786
2034,4,M,953258
2034,4,F,919305
2034,5,M,963048
2034,5,F,928898
2034,6,M,973076
2034,6,F,938647
2034,7,M,983345
2034,7,F,948545
2034,8,M,993723
2034,8,F,958471
2034,9,M,1004036
2034,9,F,968279
2034,10,M,1014072
2034,10,F,977811
2034,11,M,1023591
2034,11,F,986895
2034,12,M,1036500
2034,12,F,998499
2034,13,M,1045977
2034,13,F,1007322
2034,14,M,1048150
2034,14,F,1010721
2034,15,M,1051267
2034,15,F,1014133
2034,16,M,1052640
2034,16,F,1015145
2034,17,M,1057874
2034,17,F,1020453
2034,18,M,1072399
2034,18,F,1035082
2034,19,M,1084891
2034,19,F,1048339
2034,20,M,1090475
2034,20,F,1055646
2034,21,M,1094188
2034,21,F,1061764
2034,22,M,1100447
2034,22,F,1070738
2034,23,M,1107460
2034,23,F,1080805
2034,24,M,1110240
2034,24,F,1087353
2034,25,M,1106478
2034,25,F,1088322
2034,26,M,1096236
2034,26,F,1084539
2034,27,M,1082291
2034,27,F,1078997
2034,28,M,1068810
2034,28,F,1074195
2034,29,M,1058757
2034,29,F,1071641
2034,30,M,1053160
2034,30,F,1071965
2034,31,M,1052637
2034,31,F,1075886
2034,32,M,1056019
2034,32,F,1082517
2034,33,M,1058186
2034,33,F,1087116
2034,34,M,1053642
2034,34,F,1084815
2034,35,M,1041613
2034,35,F,1074981
2034,36,M,1028789
2034,36,F,1063983
2034,37,M,1021971
2034,37,F,1058741
2034,38,M,1020781
2034,38,F,1059259
2034,39,M,1021110
2034,39,F,1061551
2034,40,M,1019245
2034,40,F,1061994
2034,41,M,1013257
2034,41,F,1058888
2034,42,M,1001644
2034,42,F,1050783
2034,43,M,982543
2034,43,F,1035887
2034,44,M,957892
2034,44,F,1016203
2034,45,M,933105
2034,45,F,997007
2034,46,M,909667
2034,46,F,980218
2034,47,M,885828
2034,47,F,964739
2034,48,M,860579
2034,48,F,949854
2034,49,M,832707
2034,49,F,934180
2034,50,M,801832
2034,50,F,916342
2034,51,M,770577
2034,51,F,897471
2034,52,M,741928
2034,52,F,878849
2034,53,M,718214
2034,53,F,861696
2034,54,M,700480
2034,54,F,846967
2034,55,M,688262
2034,55,F,834664
2034,56,M,681097
2034,56,F,825054
2034,57,M,678082
2034,57,F,817924
2034,58,M,676747
2034,58,F,811296
2034,59,M,673022
2034,59,F,801144
2034,60,M,664692
2034,60,F,785387
2034,61,M,651888
2034,61,F,764822
2034,62,M,635512
2034,62,F,740959
2034,63,M,616582
2034,63,F,715245
2034,64,M,595885
2034,64,F,688455
2034,65,M,574374
2034,65,F,661550
2034,66,M,552129
2034,66,F,634770
2034,67,M,529354
2034,67,F,608211
2034,68,M,506775
2034,68,F,582524
2034,69,M,484020
2034,69,F,557163
2034,70,M,459708
2034,70,F,530378
2034,71,M,433868
2034,71,F,502092
2034,72,M,407668
2034,72,F,473594
2034,73,M,381478
2034,73,F,445094
2034,74,M,355029
2034,74,F,416077
2034,75,M,328560
2034,75,F,386894
2034,76,M,302713
2034,76,F,358341
2034,77,M,278247
2034,77,F,331186
2034,78,M,255094
2034,78,F,305302
2034,79,M,232260
2034,79,F,279389
2034,80,M,208942
2034,80,F,252624
2034,81,M,186887
2034,81,F,226944
2034,82,M,167424
2034,82,F,203877
2034,83,M,150159
2034,83,F,183224
2034,84,M,135375
2034,84,F,165440
2034,85,M,121929
2034,85,F,149199
2034,86,M,108882
2034,86,F,133282
2034,87,M,96398
2034,87,F,117905
2034,88,M,84579
2034,88,F,103255
2034,89,M,73494
2034,89,F,89470
2034,90,M,63028
2034,90,F,76491
2034,91,M,53358
2034,91,F,64466
2034,92,M,44836
2034,92,F,53808
2034,93,M,37269
2034,93,F,44310
2034,94,M,30521
2034,94,F,35849
2034,95,M,24647
2034,95,F,28514
2034,96,M,19636
2034,96,F,22291
2034,97,M,15427
2034,97,F,17105
2034,98,M,11944
2034,98,F,12874
2034,99,M,9113
2034,99,F,9501
2034,100,M,6840
2034,100,F,6856
2034,101,M,5033
2034,101,F,4808
2034,102,M,3621
2034,102,F,3262
2034,103,M,2545
2034,103,F,2143
2034,104,M,1746
2034,104,F,1368
2034,105,M,1168
2034,105,F,848
2034,106,M,760
2034,106,F,507
2034,107,M,477
2034,107,F,288
2034,108,M,287
2034,108,F,155
2034,109,M,164
2034,109,F,79
2035,0,M,905306
2035,0,F,871955
2035,1,M,913584
2035,1,F,880181
2035,2,M,922709
2035,2,F,889198
2035,3,M,932289
2035,3,F,898662
2035,4,M,942066
2035,4,F,908315
2035,5,M,951874
2035,5,F,917975
2035,6,M,961784
2035,6,F,927684
2035,7,M,971912
2035,7,F,937530
2035,8,M,982261
2035,8,F,947507
2035,9,M,992699
2035,9,F,957493
2035,10,M,1003056
2035,10,F,967342
2035,11,M,1013114
2035,11,F,976892
2035,12,M,1022635
2035,12,F,985963
2035,13,M,1035499
2035,13,F,997512
2035,14,M,1044858
2035,14,F,1006207
2035,15,M,1046684
2035,15,F,1009381
2035,16,M,1049177
2035,16,F,1012508
2035,17,M,1049846
2035,17,F,1013195
2035,18,M,1054322
2035,18,F,1018186
2035,19,M,1068056
2035,19,F,1032468
2035,20,M,1079803
2035,20,F,1045406
2035,21,M,1084744
2035,21,F,1052462
2035,22,M,1087920
2035,22,F,1058405
2035,23,M,1093732
2035,23,F,1067268
2035,24,M,1100400
2035,24,F,1077289
2035,25,M,1102970
2035,25,F,1083858
2035,26,M,1099142
2035,26,F,1084906
2035,27,M,1088967
2035,27,F,1081243
2035,28,M,1075190
2035,28,F,1075837
2035,29,M,1061931
2035,29,F,1071173
2035,30,M,1052122
2035,30,F,1068744
2035,31,M,1046773
2035,31,F,1069177
2035,32,M,1046485
2035,32,F,1073185
2035,33,M,1050090
2035,33,F,1079885
2035,34,M,1052489
2035,34,F,1084541
2035,35,M,1048203
2035,35,F,1082299
2035,36,M,1036453
2035,36,F,1072525
2035,37,M,1023886
2035,37,F,1061573
2035,38,M,1017267
2035,38,F,1056349
2035,39,M,1016223
2035,39,F,1056856
2035,40,M,1016662
2035,40,F,1059118
2035,41,M,1014885
2035,41,F,1059519
2035,42,M,1008970
2035,42,F,1056366
2035,43,M,997420
2035,43,F,1048211
2035,44,M,978380
2035,44,F,1033269
2035,45,M,953781
2035,45,F,1013538
2035,46,M,929016
2035,46,F,994281
2035,47,M,905567
2035,47,F,977412
2035,48,M,881694
2035,48,F,961835
2035,49,M,856395
2035,49,F,946835
2035,50,M,828466
2035,50,F,931032
2035,51,M,797534
2035,51,F,913057
2035,52,M,766210
2035,52,F,894036
2035,53,M,737466
2035,53,F,875247
2035,54,M,713615
2035,54,F,857902
2035,55,M,695690
2035,55,F,842949
2035,56,M,683223
2035,56,F,830388
2035,57,M,675747
2035,57,F,820478
2035,58,M,672355
2035,58,F,813002
2035,59,M,670592
2035,59,F,805990
2035,60,M,666422
2035,60,F,795440
2035,61,M,657655
2035,61,F,779290
2035,62,M,644429
2035,62,F,758341
2035,63,M,627646
2035,63,F,734100
2035,64,M,608322
2035,64,F,708005
2035,65,M,587243
2035,65,F,680832
2035,66,M,565352
2035,66,F,653530
2035,67,M,542734
2035,67,F,626344
2035,68,M,519596
2035,68,F,599368
2035,69,M,496654
2035,69,F,573244
2035,70,M,473551
2035,70,F,547437
2035,71,M,448939
2035,71,F,520232
2035,72,M,422864
2035,72,F,491565
2035,73,M,396475
2035,73,F,462712
2035,74,M,370143
2035,74,F,433885
2035,75,M,343616
2035,75,F,404594
2035,76,M,317137
2035,76,F,375192
2035,77,M,291334
2035,77,F,346465
2035,78,M,266942
2035,78,F,319160
2035,79,M,243895
2035,79,F,293159
2035,80,M,221247
2035,80,F,267219
2035,81,M,198245
2035,81,F,240576
2035,82,M,176560
2035,82,F,215097
2035,83,M,157442
2035,83,F,192231
2035,84,M,140504
2035,84,F,171776
2035,85,M,125990
2035,85,F,154138
2035,86,M,112821
2035,86,F,138060
2035,87,M,100122
2035,87,F,122414
2035,88,M,88048
2035,88,F,107411
2035,89,M,76695
2035,89,F,93230
2035,90,M,66150
2035,90,F,80078
2035,91,M,56258
2035,91,F,67739
2035,92,M,47201
2035,92,F,56434
2035,93,M,39281
2035,93,F,46515
2035,94,M,32315
2035,94,F,37784
2035,95,M,26171
2035,95,F,30117
2035,96,M,20884
2035,96,F,23572
2035,97,M,16427
2035,97,F,18107
2035,98,M,12730
2035,98,F,13634
2035,99,M,9713
2035,99,F,10053
2035,100,M,7295
2035,100,F,7257
2035,101,M,5385
2035,101,F,5113
2035,102,M,3892
2035,102,F,3494
2035,103,M,2747
2035,103,F,2306
2035,104,M,1892
2035,104,F,1470
2035,105,M,1271
2035,105,F,909
2035,106,M,830
2035,106,F,544
2035,107,M,528
2035,107,F,314
2035,108,M,323
2035,108,F,171
2035,109,M,187
2035,109,F,87
2036,0,M,894493
2036,0,F,861420
2036,1,M,902715
2036,1,F,869511
2036,2,M,911684
2036,2,F,878320
2036,3,M,921088
2036,3,F,887579
2036,4,M,930854
2036,4,F,897216
2036,5,M,940775
2036,5,F,907008
2036,6,M,950701
2036,6,F,916782
2036,7,M,960709
2036,7,F,926587
2036,8,M,970915
2036,8,F,936512
2036,9,M,981325
2036,9,F,946548
2036,10,M,991805
2036,10,F,956575
2036,11,M,1002183
2036,11,F,966441
2036,12,M,1012240
2036,12,F,975980
2036,13,M,1021715
2036,13,F,985001
2036,14,M,1034455
2036,14,F,996423
2036,15,M,1043453
2036,15,F,1004889
2036,16,M,1044650
2036,16,F,1007780
2036,17,M,1046431
2036,17,F,1010578
2036,18,M,1046360
2036,18,F,1010959
2036,19,M,1050098
2036,19,F,1015628
2036,20,M,1063105
2036,20,F,1029592
2036,21,M,1074207
2036,21,F,1042266
2036,22,M,1078633
2036,22,F,1049146
2036,23,M,1081413
2036,23,F,1054989
2036,24,M,1086923
2036,24,F,1063810
2036,25,M,1093390
2036,25,F,1073841
2036,26,M,1095884
2036,26,F,1080472
2036,27,M,1092109
2036,27,F,1081625
2036,28,M,1082100
2036,28,F,1078095
2036,29,M,1068568
2036,29,F,1072829
2036,30,M,1055591
2036,30,F,1068298
2036,31,M,1046068
2036,31,F,1065987
2036,32,M,1040993
2036,32,F,1066518
2036,33,M,1040957
2036,33,F,1070601
2036,34,M,1044790
2036,34,F,1077355
2036,35,M,1047415
2036,35,F,1082056
2036,36,M,1043369
2036,36,F,1079858
2036,37,M,1031869
2036,37,F,1070129
2036,38,M,1019523
2036,38,F,1059208
2036,39,M,1013068
2036,39,F,1053987
2036,40,M,1012134
2036,40,F,1054469
2036,41,M,1012644
2036,41,F,1056687
2036,42,M,1010916
2036,42,F,1057034
2036,43,M,1005030
2036,43,F,1053821
2036,44,M,993497
2036,44,F,1045604
2036,45,M,974471
2036,45,F,1030602
2036,46,M,949878
2036,46,F,1010812
2036,47,M,925092
2036,47,F,991481
2036,48,M,901592
2036,48,F,974517
2036,49,M,877646
2036,49,F,958826
2036,50,M,852261
2036,50,F,943693
2036,51,M,824241
2036,51,F,927744
2036,52,M,793220
2036,52,F,909613
2036,53,M,761798
2036,53,F,890422
2036,54,M,732930
2036,54,F,871444
2036,55,M,708915
2036,55,F,853885
2036,56,M,690772
2036,56,F,838685
2036,57,M,678028
2036,57,F,825840
2036,58,M,670211
2036,58,F,815603
2036,59,M,666412
2036,59,F,807751
2036,60,M,664188
2036,60,F,800323
2036,61,M,659539
2036,61,F,789342
2036,62,M,650303
2036,62,F,772771
2036,63,M,636627
2036,63,F,751410
2036,64,M,619413
2036,64,F,726765
2036,65,M,599672
2036,65,F,700265
2036,66,M,578189
2036,66,F,672684
2036,67,M,555901
2036,67,F,644965
2036,68,M,532898
2036,68,F,617352
2036,69,M,509387
2036,69,F,589940
2036,70,M,486078
2036,70,F,563362
2036,71,M,462623
2036,71,F,537094
2036,72,M,437717
2036,72,F,509458
2036,73,M,411415
2036,73,F,480407
2036,74,M,384855
2036,74,F,451199
2036,75,M,358402
2036,75,F,422052
2036,76,M,331824
2036,76,F,392501
2036,77,M,305367
2036,77,F,362902
2036,78,M,279644
2036,78,F,334030
2036,79,M,255366
2036,79,F,306611
2036,80,M,232469
2036,80,F,280532
2036,81,M,210055
2036,81,F,254616
2036,82,M,187419
2036,82,F,228155
2036,83,M,166156
2036,83,F,202943
2036,84,M,147435
2036,84,F,180348
2036,85,M,130875
2036,85,F,160164
2036,86,M,116685
2036,86,F,142749
2036,87,M,103845
2036,87,F,126917
2036,88,M,91546
2036,88,F,111627
2036,89,M,79932
2036,89,F,97085
2036,90,M,69115
2036,90,F,83537
2036,91,M,59121
2036,91,F,71002
2036,92,M,49835
2036,92,F,59378
2036,93,M,41415
2036,93,F,48854
2036,94,M,34115
2036,94,F,39724
2036,95,M,27758
2036,95,F,31795
2036,96,M,22217
2036,96,F,24941
2036,97,M,17506
2036,97,F,19184
2036,98,M,13585
2036,98,F,14462
2036,99,M,10376
2036,99,F,10670
2036,100,M,7795
2036,100,F,7696
2036,101,M,5759
2036,101,F,5425
2036,102,M,4176
2036,102,F,3726
2036,103,M,2962
2036,103,F,2477
2036,104,M,2049
2036,104,F,1587
2036,105,M,1381
2036,105,F,980
2036,106,M,907
2036,106,F,586
2036,107,M,579
2036,107,F,338
2036,108,M,358
2036,108,F,187
2036,109,M,211
2036,109,F,97
2037,0,M,883800
2037,0,F,851017
2037,1,M,892027
2037,1,F,859034
2037,2,M,900907
2037,2,F,867683
2037,3,M,910147
2037,3,F,876727
2037,4,M,919733
2037,4,F,886156
2037,5,M,929641
2037,5,F,895928
2037,6,M,939678
2037,6,F,905832
2037,7,M,949701
2037,7,F,915702
2037,8,M,959788
2037,8,F,925584
2037,9,M,970054
2037,9,F,935568
2037,10,M,980506
2037,10,F,945644
2037,11,M,991008
2037,11,F,955689
2037,12,M,1001382
2037,12,F,965545
2037,13,M,1011389
2037,13,F,975035
2037,14,M,1020739
2037,14,F,983934
2037,15,M,1033110
2037,15,F,995127
2037,16,M,1041463
2037,16,F,1003303
2037,17,M,1041949
2037,17,F,1005867
2037,18,M,1042988
2037,18,F,1008354
2037,19,M,1042203
2037,19,F,1008425
2037,20,M,1045274
2037,20,F,1012805
2037,21,M,1057654
2037,21,F,1026505
2037,22,M,1068232
2037,22,F,1038988
2037,23,M,1072281
2037,23,F,1045767
2037,24,M,1074803
2037,24,F,1051580
2037,25,M,1080145
2037,25,F,1060415
2037,26,M,1086536
2037,26,F,1070497
2037,27,M,1089064
2037,27,F,1077217
2037,28,M,1085435
2037,28,F,1078489
2037,29,M,1075665
2037,29,F,1075095
2037,30,M,1062431
2037,30,F,1069967
2037,31,M,1049770
2037,31,F,1065560
2037,32,M,1040554
2037,32,F,1063355
2037,33,M,1035763
2037,33,F,1063971
2037,34,M,1035979
2037,34,F,1068117
2037,35,M,1040033
2037,35,F,1074912
2037,36,M,1042868
2037,36,F,1079642
2037,37,M,1039037
2037,37,F,1077474
2037,38,M,1027751
2037,38,F,1067775
2037,39,M,1015589
2037,39,F,1056871
2037,40,M,1009262
2037,40,F,1051639
2037,41,M,1008401
2037,41,F,1052083
2037,42,M,1008946
2037,42,F,1054245
2037,43,M,1007225
2037,43,F,1054525
2037,44,M,1001328
2037,44,F,1051238
2037,45,M,989771
2037,45,F,1042947
2037,46,M,970718
2037,46,F,1027873
2037,47,M,946090
2037,47,F,1008009
2037,48,M,921245
2037,48,F,988589
2037,49,M,897657
2037,49,F,971514
2037,50,M,873606
2037,50,F,955691
2037,51,M,848104
2037,51,F,940408
2037,52,M,819964
2037,52,F,924293
2037,53,M,788825
2037,53,F,905985
2037,54,M,757279
2037,54,F,886605
2037,55,M,728264
2037,55,F,867417
2037,56,M,704059
2037,56,F,849621
2037,57,M,685673
2037,57,F,834150
2037,58,M,672625
2037,58,F,820994
2037,59,M,664439
2037,59,F,810401
2037,60,M,660201
2037,60,F,802143
2037,61,M,657484
2037,61,F,794264
2037,62,M,652325
2037,62,F,782821
2037,63,M,642590
2037,63,F,765796
2037,64,M,628436
2037,64,F,743996
2037,65,M,610766
2037,65,F,718918
2037,66,M,590589
2037,66,F,691989
2037,67,M,568686
2037,67,F,663977
2037,68,M,545989
2037,68,F,635821
2037,69,M,522590
2037,69,F,607761
2037,70,M,498701
2037,70,F,579895
2037,71,M,475023
2037,71,F,552848
2037,72,M,451219
2037,72,F,526106
2037,73,M,426027
2037,73,F,498033
2037,74,M,399516
2037,74,F,468596
2037,75,M,372804
2037,75,F,439039
2037,76,M,346257
2037,76,F,409584
2037,77,M,319661
2037,77,F,379793
2037,78,M,293264
2037,78,F,350026
2037,79,M,267664
2037,79,F,321044
2037,80,M,243546
2037,80,F,293552
2037,81,M,220848
2037,81,F,267447
2037,82,M,198717
2037,82,F,241612
2037,83,M,176503
2037,83,F,215401
2037,84,M,155716
2037,84,F,190530
2037,85,M,137447
2037,85,F,168284
2037,86,M,121319
2037,86,F,148452
2037,87,M,107506
2037,87,F,131344
2037,88,M,95050
2037,88,F,115845
2037,89,M,83201
2037,89,F,101001
2037,90,M,72118
2037,90,F,87089
2037,91,M,61850
2037,91,F,74160
2037,92,M,52444
2037,92,F,62320
2037,93,M,43792
2037,93,F,51475
2037,94,M,36026
2037,94,F,41786
2037,95,M,29355
2037,95,F,33483
2037,96,M,23608
2037,96,F,26377
2037,97,M,18660
2037,97,F,20337
2037,98,M,14508
2037,98,F,15354
2037,99,M,11098
2037,99,F,11343
2037,100,M,8348
2037,100,F,8188
2037,101,M,6169
2037,101,F,5768
2037,102,M,4479
2037,102,F,3964
2037,103,M,3188
2037,103,F,2649
2037,104,M,2216
2037,104,F,1710
2037,105,M,1501
2037,105,F,1061
2037,106,M,989
2037,106,F,634
2037,107,M,634
2037,107,F,365
2037,108,M,394
2037,108,F,203
2037,109,M,235
2037,109,F,106
2038,0,M,873188
2038,0,F,840721
2038,1,M,881428
2038,1,F,848685
2038,2,M,890284
2038,2,F,857237
2038,3,M,899427
2038,3,F,866114
2038,4,M,908845
2038,4,F,875323
2038,5,M,918571
2038,5,F,884886
2038,6,M,928593
2038,6,F,894769
2038,7,M,938726
2038,7,F,904767
2038,8,M,948828
2038,8,F,914713
2038,9,M,958976
2038,9,F,924653
2038,10,M,969287
2038,10,F,934677
2038,11,M,979761
2038,11,F,944772
2038,12,M,990259
2038,12,F,954807
2038,13,M,1000581
2038,13,F,964615
2038,14,M,1010458
2038,14,F,973983
2038,15,M,1019441
2038,15,F,982658
2038,16,M,1031164
2038,16,F,993559
2038,17,M,1038791
2038,17,F,1001400
2038,18,M,1038539
2038,18,F,1003653
2038,19,M,1038864
2038,19,F,1005827
2038,20,M,1037438
2038,20,F,1005621
2038,21,M,1039942
2038,21,F,1009769
2038,22,M,1051807
2038,22,F,1023280
2038,23,M,1061987
2038,23,F,1035646
2038,24,M,1065783
2038,24,F,1042393
2038,25,M,1068169
2038,25,F,1048231
2038,26,M,1073453
2038,26,F,1057122
2038,27,M,1079866
2038,27,F,1067282
2038,28,M,1082511
2038,28,F,1074105
2038,29,M,1079093
2038,29,F,1075502
2038,30,M,1069608
2038,30,F,1072240
2038,31,M,1056699
2038,31,F,1067240
2038,32,M,1044369
2038,32,F,1062946
2038,33,M,1035464
2038,33,F,1060835
2038,34,M,1030952
2038,34,F,1061522
2038,35,M,1031409
2038,35,F,1065716
2038,36,M,1035668
2038,36,F,1072537
2038,37,M,1038690
2038,37,F,1077284
2038,38,M,1035044
2038,38,F,1075131
2038,39,M,1023939
2038,39,F,1065447
2038,40,M,1011926
2038,40,F,1054547
2038,41,M,1005692
2038,41,F,1049290
2038,42,M,1004870
2038,42,F,1049684
2038,43,M,1005413
2038,43,F,1051776
2038,44,M,1003665
2038,44,F,1051977
2038,45,M,997722
2038,45,F,1048605
2038,46,M,986105
2038,46,F,1040225
2038,47,M,966990
2038,47,F,1025064
2038,48,M,942296
2038,48,F,1005112
2038,49,M,917363
2038,49,F,985586
2038,50,M,893660
2038,50,F,968382
2038,51,M,869477
2038,51,F,952410
2038,52,M,843832
2038,52,F,936957
2038,53,M,815549
2038,53,F,920656
2038,54,M,784271
2038,54,F,902152
2038,55,M,752579
2038,55,F,882561
2038,56,M,723395
2038,56,F,863142
2038,57,M,698979
2038,57,F,845086
2038,58,M,680326
2038,58,F,829318
2038,59,M,666950
2038,59,F,815824
2038,60,M,658366
2038,60,F,804844
2038,61,M,653660
2038,61,F,796147
