year,age,sex,pop
2026,19,F,1107292
2026,20,M,1126165
2026,20,F,1102406
2026,21,M,1117344
2026,21,F,1099463
2026,22,M,1112474
2026,22,F,1099206
2026,23,M,1112296
2026,23,F,1102460
2026,24,M,1115663
2026,24,F,1108397
2026,25,M,1117257
2026,25,F,1112221
2026,26,M,1111379
2026,26,F,1109019
2026,27,M,1097338
2026,27,F,1098192
2026,28,M,1082299
2026,28,F,1086285
2026,29,M,1073502
2026,29,F,1080373
2026,30,M,1070600
2026,30,F,1080458
2026,31,M,1069326
2026,31,F,1082474
2026,32,M,1065847
2026,32,F,1082727
2026,33,M,1058203
2026,33,F,1079488
2026,34,M,1044877
2026,34,F,1071278
2026,35,M,1023971
2026,35,F,1056267
2026,36,M,997536
2026,36,F,1036492
2026,37,M,971222
2026,37,F,1017325
2026,38,M,946569
2026,38,F,1000722
2026,39,M,921749
2026,39,F,985564
2026,40,M,895702
2026,40,F,971121
2026,41,M,867149
2026,41,F,955980
2026,42,M,835673
2026,42,F,938731
2026,43,M,803982
2026,43,F,920530
2026,44,M,775175
2026,44,F,902695
2026,45,M,751681
2026,45,F,886486
2026,46,M,734609
2026,46,F,872900
2026,47,M,723504
2026,47,F,861964
2026,48,M,717918
2026,48,F,853978
2026,49,M,716947
2026,49,F,848756
2026,50,M,718025
2026,50,F,844274
2026,51,M,716854
2026,51,F,836355
2026,52,M,711053
2026,52,F,822802
2026,53,M,700708
2026,53,F,804402
2026,54,M,686732
2026,54,F,782699
2026,55,M,670169
2026,55,F,759182
2026,56,M,651828
2026,56,F,734649
2026,57,M,632711
2026,57,F,710104
2026,58,M,612876
2026,58,F,685797
2026,59,M,592519
2026,59,F,661826
2026,60,M,572424
2026,60,F,638893
2026,61,M,552155
2026,61,F,616407
2026,62,M,530086
2026,62,F,592404
2026,63,M,506163
2026,63,F,566730
2026,64,M,481658
2026,64,F,540769
2026,65,M,456946
2026,65,F,514713
2026,66,M,431639
2026,66,F,487907
2026,67,M,405950
2026,67,F,460679
2026,68,M,380598
2026,68,F,433910
2026,69,M,356507
2026,69,F,408492
2026,70,M,333586
2026,70,F,384265
2026,71,M,310509
2026,71,F,359546
2026,72,M,286082
2026,72,F,333119
2026,73,M,262574
2026,73,F,307364
2026,74,M,241877
2026,74,F,284336
2026,75,M,223566
2026,75,F,263879
2026,76,M,208213
2026,76,F,246810
2026,77,M,194225
2026,77,F,231335
2026,78,M,180129
2026,78,F,215572
2026,79,M,166117
2026,79,F,199726
2026,80,M,152302
2026,80,F,183986
2026,81,M,138765
2026,81,F,168491
2026,82,M,125190
2026,82,F,152875
2026,83,M,111927
2026,83,F,137499
2026,84,M,99742
2026,84,F,123219
2026,85,M,88316
2026,85,F,109651
2026,86,M,77410
2026,86,F,96542
2026,87,M,67252
2026,87,F,84206
2026,88,M,57955
2026,88,F,72777
2026,89,M,49537
2026,89,F,62291
2026,90,M,42000
2026,90,F,52841
2026,91,M,35323
2026,91,F,44400
2026,92,M,29428
2026,92,F,36876
2026,93,M,24211
2026,93,F,30108
2026,94,M,19631
2026,94,F,24078
2026,95,M,15675
2026,95,F,18891
2026,96,M,12329
2026,96,F,14605
2026,97,M,9538
2026,97,F,11122
2026,98,M,7252
2026,98,F,8301
2026,99,M,5369
2026,99,F,5986
2026,100,M,3853
2026,100,F,4163
2026,101,M,2691
2026,101,F,2819
2026,102,M,1824
2026,102,F,1850
2026,103,M,1205
2026,103,F,1171
2026,104,M,780
2026,104,F,717
2026,105,M,499
2026,105,F,430
2026,106,M,317
2026,106,F,257
2026,107,M,199
2026,107,F,152
2026,108,M,122
2026,108,F,87
2026,109,M,71
2026,109,F,46
2027,0,M,997425
2027,0,F,961128
2027,1,M,1005707
2027,1,F,969249
2027,2,M,1014859
2027,2,F,977996
2027,3,M,1024051
2027,3,F,986733
2027,4,M,1032915
2027,4,F,995203
2027,5,M,1045351
2027,5,F,1006385
2027,6,M,1054484
2027,6,F,1014948
2027,7,M,1056470
2027,7,F,1018292
2027,8,M,1059839
2027,8,F,1021979
2027,9,M,1062143
2027,9,F,1023618
2027,10,M,1069108
2027,10,F,1029983
2027,11,M,1086298
2027,11,F,1046132
2027,12,M,1102294
2027,12,F,1061267
2027,13,M,1112060
2027,13,F,1070682
2027,14,M,1120567
2027,14,F,1079048
2027,15,M,1132003
2027,15,F,1090267
2027,16,M,1144142
2027,16,F,1102394
2027,17,M,1151598
2027,17,F,1110582
2027,18,M,1151738
2027,18,F,1112657
2027,19,M,1144449
2027,19,F,1109415
2027,20,M,1132538
2027,20,F,1103939
2027,21,M,1120355
2027,21,F,1098856
2027,22,M,1111059
2027,22,F,1095795
2027,23,M,1105805
2027,23,F,1095490
2027,24,M,1105322
2027,24,F,1098751
2027,25,M,1108464
2027,25,F,1104734
2027,26,M,1109939
2027,26,F,1108646
2027,27,M,1104075
2027,27,F,1105572
2027,28,M,1090174
2027,28,F,1094904
2027,29,M,1075340
2027,29,F,1083155
2027,30,M,1066751
2027,30,F,1077375
2027,31,M,1064049
2027,31,F,1077564
2027,32,M,1062986
2027,32,F,1079665
2027,33,M,1059739
2027,33,F,1079993
2027,34,M,1052349
2027,34,F,1076822
2027,35,M,1039298
2027,35,F,1068677
2027,36,M,1018686
2027,36,F,1053729
2027,37,M,992549
2027,37,F,1034012
2027,38,M,966502
2027,38,F,1014886
2027,39,M,942078
2027,39,F,998303
2027,40,M,917456
2027,40,F,983147
2027,41,M,891583
2027,41,F,968689
2027,42,M,863184
2027,42,F,953522
2027,43,M,831848
2027,43,F,936240
2027,44,M,800271
2027,44,F,917997
2027,45,M,771541
2027,45,F,900106
2027,46,M,748077
2027,46,F,883824
2027,47,M,730982
2027,47,F,870144
2027,48,M,719801
2027,48,F,859089
2027,49,M,714088
2027,49,F,850957
2027,50,M,712937
2027,50,F,845560
2027,51,M,713794
2027,51,F,840880
2027,52,M,712384
2027,52,F,832754
2027,53,M,706341
2027,53,F,818998
2027,54,M,695759
2027,54,F,800400
2027,55,M,681546
2027,55,F,778499
2027,56,M,664745
2027,56,F,754780
2027,57,M,646163
2027,57,F,730038
2027,58,M,626797
2027,58,F,705272
2027,59,M,606706
2027,59,F,680731
2027,60,M,586088
2027,60,F,656510
2027,61,M,565720
2027,61,F,633308
2027,62,M,545173
2027,62,F,610536
2027,63,M,522844
2027,63,F,586251
2027,64,M,498689
2027,64,F,560306
2027,65,M,473968
2027,65,F,534076
2027,66,M,449055
2027,66,F,507752
2027,67,M,423576
2027,67,F,480694
2027,68,M,397745
2027,68,F,453232
2027,69,M,372275
2027,69,F,426238
2027,70,M,348071
2027,70,F,400590
2027,71,M,325045
2027,71,F,376131
2027,72,M,301907
2027,72,F,351217
2027,73,M,277508
2027,73,F,324674
2027,74,M,254062
2027,74,F,298836
2027,75,M,233398
2027,75,F,275701
2027,76,M,215092
2027,76,F,255109
2027,77,M,199683
2027,77,F,237834
2027,78,M,185626
2027,78,F,222129
2027,79,M,171515
2027,79,F,206187
2027,80,M,157538
2027,80,F,190216
2027,81,M,143811
2027,81,F,174407
2027,82,M,130416
2027,82,F,158902
2027,83,M,117065
2027,83,F,143368
2027,84,M,104094
2027,84,F,128160
2027,85,M,92218
2027,85,F,114082
2027,86,M,81140
2027,86,F,100778
2027,87,M,70637
2027,87,F,88022
2027,88,M,60919
2027,88,F,76107
2027,89,M,52085
2027,89,F,65153
2027,90,M,44160
2027,90,F,55245
2027,91,M,37102
2027,91,F,46337
2027,92,M,30899
2027,92,F,38459
2027,93,M,25474
2027,93,F,31517
2027,94,M,20723
2027,94,F,25363
2027,95,M,16601
2027,95,F,19966
2027,96,M,13085
2027,96,F,15399
2027,97,M,10150
2027,97,F,11688
2027,98,M,7736
2027,98,F,8724
2027,99,M,5790
2027,99,F,6372
2027,100,M,4215
2027,100,F,4489
2027,101,M,2970
2027,101,F,3045
2027,102,M,2034
2027,102,F,2007
2027,103,M,1351
2027,103,F,1279
2027,104,M,873
2027,104,F,785
2027,105,M,552
2027,105,F,465
2027,106,M,344
2027,106,F,269
2027,107,M,213
2027,107,F,155
2027,108,M,130
2027,108,F,88
2027,109,M,76
2027,109,F,48
2028,0,M,985651
2028,0,F,949806
2028,1,M,993984
2028,1,F,958042
2028,2,M,1003295
2028,2,F,966999
2028,3,M,1012832
2028,3,F,976072
2028,4,M,1022256
2028,4,F,985025
2028,5,M,1031293
2028,5,F,993662
2028,6,M,1043863
2028,6,F,1004976
2028,7,M,1053112
2028,7,F,1013652
2028,8,M,1055204
2028,8,F,1017093
2028,9,M,1058662
2028,9,F,1020857
2028,10,M,1061039
2028,10,F,1022551
2028,11,M,1068056
2028,11,F,1028943
2028,12,M,1085267
2028,12,F,1045075
2028,13,M,1101239
2028,13,F,1060148
2028,14,M,1110903
2028,14,F,1069414
2028,15,M,1119045
2028,15,F,1077501
2028,16,M,1129799
2028,16,F,1088357
2028,17,M,1141146
2028,17,F,1100066
2028,18,M,1147765
2028,18,F,1107865
2028,19,M,1147100
2028,19,F,1109584
2028,20,M,1139092
2028,20,F,1106057
2028,21,M,1126576
2028,21,F,1100381
2028,22,M,1113898
2028,22,F,1095183
2028,23,M,1104203
2028,23,F,1092079
2028,24,M,1098637
2028,24,F,1091788
2028,25,M,1097917
2028,25,F,1095101
2028,26,M,1100894
2028,26,F,1101160
2028,27,M,1102304
2028,27,F,1105176
2028,28,M,1096502
2028,28,F,1102237
2028,29,M,1082782
2028,29,F,1091725
2028,30,M,1068184
2028,30,F,1080125
2028,31,M,1059824
2028,31,F,1074466
2028,32,M,1057337
2028,32,F,1074745
2028,33,M,1056491
2028,33,F,1076917
2028,34,M,1053478
2028,34,F,1077305
2028,35,M,1046339
2028,35,F,1074187
2028,36,M,1033556
2028,36,F,1066090
2028,37,M,1013232
2028,37,F,1051192
2028,38,M,987385
2028,38,F,1031520
2028,39,M,961598
2028,39,F,1012421
2028,40,M,937393
2028,40,F,995846
2028,41,M,912960
2028,41,F,980679
2028,42,M,887251
2028,42,F,966197
2028,43,M,858999
2028,43,F,950993
2028,44,M,827795
2028,44,F,933668
2028,45,M,796327
2028,45,F,915372
2028,46,M,767667
2028,46,F,897415
2028,47,M,744225
2028,47,F,881048
2028,48,M,727097
2028,48,F,867261
2028,49,M,715829
2028,49,F,856074
2028,50,M,709973
2028,50,F,847783
2028,51,M,708625
2028,51,F,842196
2028,52,M,709242
2028,52,F,837301
2028,53,M,707574
2028,53,F,828952
2028,54,M,701273
2028,54,F,814976
2028,55,M,690437
2028,55,F,796162
2028,56,M,675973
2028,56,F,774047
2028,57,M,658923
2028,57,F,750109
2028,58,M,640089
2028,58,F,725139
2028,59,M,620463
2028,59,F,700133
2028,60,M,600108
2028,60,F,675338
2028,61,M,579220
2028,61,F,650848
2028,62,M,558571
2028,62,F,627355
2028,63,M,537738
2028,63,F,604276
2028,64,M,515145
2028,64,F,579690
2028,65,M,490755
2028,65,F,553457
2028,66,M,465818
2028,66,F,526941
2028,67,M,440708
2028,67,F,500337
2028,68,M,415062
2028,68,F,473017
2028,69,M,389099
2028,69,F,445313
2028,70,M,363522
2028,70,F,418088
2028,71,M,339220
2028,71,F,392208
2028,72,M,316105
2028,72,F,367518
2028,73,M,292927
2028,73,F,342414
2028,74,M,268583
2028,74,F,315766
2028,75,M,245229
2028,75,F,289861
2028,76,M,224626
2028,76,F,266638
2028,77,M,206356
2028,77,F,245931
2028,78,M,190920
2028,78,F,228470
2028,79,M,176828
2028,79,F,212561
2028,80,M,162737
2028,80,F,196471
2028,81,M,148835
2028,81,F,180414
2028,82,M,135238
2028,82,F,164581
2028,83,M,122031
2028,83,F,149119
2028,84,M,108949
2028,84,F,133725
2028,85,M,96317
2028,85,F,118747
2028,86,M,84795
2028,86,F,104937
2028,87,M,74107
2028,87,F,91966
2028,88,M,64048
2028,88,F,79632
2028,89,M,54807
2028,89,F,68205
2028,90,M,46486
2028,90,F,57848
2028,91,M,39059
2028,91,F,48504
2028,92,M,32500
2028,92,F,40189
2028,93,M,26786
2028,93,F,32916
2028,94,M,21838
2028,94,F,26589
2028,95,M,17554
2028,95,F,21064
2028,96,M,13883
2028,96,F,16303
2028,97,M,10793
2028,97,F,12345
2028,98,M,8250
2028,98,F,9186
2028,99,M,6190
2028,99,F,6711
2028,100,M,4555
2028,100,F,4790
2028,101,M,3257
2028,101,F,3291
2028,102,M,2252
2028,102,F,2173
2028,103,M,1511
2028,103,F,1392
2028,104,M,982
2028,104,F,860
2028,105,M,620
2028,105,F,511
2028,106,M,383
2028,106,F,292
2028,107,M,233
2028,107,F,162
2028,108,M,140
2028,108,F,90
2028,109,M,82
2028,109,F,48
2029,0,M,973972
2029,0,F,938562
2029,1,M,982238
2029,1,F,946804
2029,2,M,991552
2029,2,F,955837
2029,3,M,1001233
2029,3,F,965106
2029,4,M,1010996
2029,4,F,974389
2029,5,M,1020590
2029,5,F,983504
2029,6,M,1029764
2029,6,F,992272
2029,7,M,1042445
2029,7,F,1003692
2029,8,M,1051789
2029,8,F,1012457
2029,9,M,1053969
2029,9,F,1015974
2029,10,M,1057496
2029,10,F,1019790
2029,11,M,1059925
2029,11,F,1021514
2029,12,M,1066969
2029,12,F,1027896
2029,13,M,1084153
2029,13,F,1043959
2029,14,M,1100010
2029,14,F,1058874
2029,15,M,1109314
2029,15,F,1067871
2029,16,M,1116797
2029,16,F,1075611
2029,17,M,1126782
2029,17,F,1086068
2029,18,M,1137292
2029,18,F,1097395
2029,19,M,1143080
2029,19,F,1104831
2029,20,M,1141652
2029,20,F,1106249
2029,21,M,1132994
2029,21,F,1102510
2029,22,M,1119955
2029,22,F,1096713
2029,23,M,1106868
2029,23,F,1091472
2029,24,M,1096862
2029,24,F,1088385
2029,25,M,1091065
2029,25,F,1088152
2029,26,M,1090182
2029,26,F,1091546
2029,27,M,1093061
2029,27,F,1097700
2029,28,M,1094466
2029,28,F,1101827
2029,29,M,1088778
2029,29,F,1099021
2029,30,M,1075281
2029,30,F,1088656
2029,31,M,1060951
2029,31,F,1077194
2029,32,M,1052841
2029,32,F,1071641
2029,33,M,1050580
2029,33,F,1071997
2029,34,M,1049954
2029,34,F,1074225
2029,35,M,1047174
2029,35,F,1074659
2029,36,M,1040280
2029,36,F,1071579
2029,37,M,1027757
2029,37,F,1063517
2029,38,M,1007709
2029,38,F,1048654
2029,39,M,982139
2029,39,F,1029013
2029,40,M,956596
2029,40,F,1009930
2029,41,M,932596
2029,41,F,993350
2029,42,M,908337
2029,42,F,978162
2029,43,M,882777
2029,43,F,963643
2029,44,M,854658
2029,44,F,948392
2029,45,M,823574
2029,45,F,931012
2029,46,M,792203
2029,46,F,912653
2029,47,M,763602
2029,47,F,894618
2029,48,M,740169
2029,48,F,878155
2029,49,M,722995
2029,49,F,864248
2029,50,M,711624
2029,50,F,852916
2029,51,M,705608
2029,51,F,844451
2029,52,M,704043
2029,52,F,838658
2029,53,M,704399
2029,53,F,833531
2029,54,M,702452
2029,54,F,824940
2029,55,M,695874
2029,55,F,810727
2029,56,M,684767
2029,56,F,791680
2029,57,M,670038
2029,57,F,769331
2029,58,M,652723
2029,58,F,745153
2029,59,M,633625
2029,59,F,719937
2029,60,M,613728
2029,60,F,694670
2029,61,M,593096
2029,61,F,669600
2029,62,M,571929
2029,62,F,644819
2029,63,M,550989
2029,63,F,621015
2029,64,M,529860
2029,64,F,597608
2029,65,M,506997
2029,65,F,572701
2029,66,M,482369
2029,66,F,546163
2029,67,M,457217
2029,67,F,519347
2029,68,M,431912
2029,68,F,492448
2029,69,M,406106
2029,69,F,464856
2029,70,M,380021
2029,70,F,436905
2029,71,M,354352
2029,71,F,409447
2029,72,M,329967
2029,72,F,383334
2029,73,M,306783
2029,73,F,358414
2029,74,M,283589
2029,74,F,333128
2029,75,M,259328
2029,75,F,306392
2029,76,M,236096
2029,76,F,280441
2029,77,M,215586
2029,77,F,257153
2029,78,M,197385
2029,78,F,236356
2029,79,M,181956
2029,79,F,218735
2029,80,M,167864
2029,80,F,202652
2029,81,M,153833
2029,81,F,186454
2029,82,M,140048
2029,82,F,170356
2029,83,M,126627
2029,83,F,154552
2029,84,M,113653
2029,84,F,139190
2029,85,M,100888
2029,85,F,124001
2029,86,M,88640
2029,86,F,109320
2029,87,M,77518
2029,87,F,95848
2029,88,M,67262
2029,88,F,83282
2029,89,M,57685
2029,89,F,71439
2029,90,M,48974
2029,90,F,60627
2029,91,M,41169
2029,91,F,50852
2029,92,M,34262
2029,92,F,42123
2029,93,M,28216
2029,93,F,34445
2029,94,M,23000
2029,94,F,27810
2029,95,M,18530
2029,95,F,22118
2029,96,M,14707
2029,96,F,17229
2029,97,M,11474
2029,97,F,13094
2029,98,M,8792
2029,98,F,9721
2029,99,M,6616
2029,99,F,7080
2029,100,M,4882
2029,100,F,5055
2029,101,M,3530
2029,101,F,3519
2029,102,M,2476
2029,102,F,2355
2029,103,M,1678
2029,103,F,1511
2029,104,M,1102
2029,104,F,938
2029,105,M,700
2029,105,F,561
2029,106,M,431
2029,106,F,321
2029,107,M,259
2029,107,F,177
2029,108,M,153
2029,108,F,95
2029,109,M,89
2029,109,F,49
2030,0,M,962395
2030,0,F,927392
2030,1,M,970615
2030,1,F,935648
2030,2,M,979815
2030,2,F,944651
2030,3,M,989486
2030,3,F,953985
2030,4,M,999387
2030,4,F,963457
2030,5,M,1009316
2030,5,F,972897
2030,6,M,1019044
2030,6,F,982139
2030,7,M,1028331
2030,7,F,991014
2030,8,M,1041100
2030,8,F,1002517
2030,9,M,1050521
2030,9,F,1011351
2030,10,M,1052768
2030,10,F,1014919
2030,11,M,1056341
2030,11,F,1018760
2030,12,M,1058797
2030,12,F,1020476
2030,13,M,1065821
2030,13,F,1026797
2030,14,M,1082882
2030,14,F,1042702
2030,15,M,1098377
2030,15,F,1057351
2030,16,M,1107034
2030,16,F,1066012
2030,17,M,1113772
2030,17,F,1073374
2030,18,M,1122937
2030,18,F,1083466
2030,19,M,1132607
2030,19,F,1094428
2030,20,M,1137599
2030,20,F,1101547
2030,21,M,1135474
2030,21,F,1102733
2030,22,M,1126254
2030,22,F,1098859
2030,23,M,1112789
2030,23,F,1093013
2030,24,M,1099395
2030,24,F,1087789
2030,25,M,1089174
2030,25,F,1084764
2030,26,M,1083238
2030,26,F,1084620
2030,27,M,1082274
2030,27,F,1088115
2030,28,M,1085129
2030,28,F,1094372
2030,29,M,1086590
2030,29,F,1098611
2030,30,M,1081067
2030,30,F,1095930
2030,31,M,1067831
2030,31,F,1085701
2030,32,M,1053794
2030,32,F,1074363
2030,33,M,1045949
2030,33,F,1068903
2030,34,M,1043921
2030,34,F,1069321
2030,35,M,1043517
2030,35,F,1071590
2030,36,M,1040961
2030,36,F,1072055
2030,37,M,1034302
2030,37,F,1068999
2030,38,M,1022022
2030,38,F,1060958
2030,39,M,1002231
2030,39,F,1046116
2030,40,M,976917
2030,40,F,1026493
2030,41,M,951597
2030,41,F,1007413
2030,42,M,927779
2030,42,F,990816
2030,43,M,903672
2030,43,F,975595
2030,44,M,878240
2030,44,F,961027
2030,45,M,850233
2030,45,F,945717
2030,46,M,819250
2030,46,F,928272
2030,47,M,787956
2030,47,F,909836
2030,48,M,759396
2030,48,F,891711
2030,49,M,735956
2030,49,F,875140
2030,50,M,718717
2030,50,F,861101
2030,51,M,707225
2030,51,F,849611
2030,52,M,701028
2030,52,F,840956
2030,53,M,699225
2030,53,F,834940
2030,54,M,699297
2030,54,F,829561
2030,55,M,697048
2030,55,F,820709
2030,56,M,690172
2030,56,F,806237
2030,57,M,678774
2030,57,F,786935
2030,58,M,663761
2030,58,F,764332
2030,59,M,646166
2030,59,F,739894
2030,60,M,626788
2030,60,F,714410
2030,61,M,606605
2030,61,F,688861
2030,62,M,585684
2030,62,F,663493
2030,63,M,564224
2030,63,F,638400
2030,64,M,542981
2030,64,F,614262
2030,65,M,521548
2030,65,F,590506
2030,66,M,498407
2030,66,F,565258
2030,67,M,473540
2030,67,F,538398
2030,68,M,448172
2030,68,F,511267
2030,69,M,422676
2030,69,F,484063
2030,70,M,396718
2030,70,F,456191
2030,71,M,370523
2030,71,F,427988
2030,72,M,344777
2030,72,F,400298
2030,73,M,320328
2030,73,F,373955
2030,74,M,297095
2030,74,F,348811
2030,75,M,273910
2030,75,F,323356
2030,76,M,249764
2030,76,F,296551
2030,77,M,226687
2030,77,F,270579
2030,78,M,206307
2030,78,F,247254
2030,79,M,188209
2030,79,F,226397
2030,80,M,172824
2030,80,F,208651
2030,81,M,158772
2030,81,F,192431
2030,82,M,144842
2030,82,F,176169
2030,83,M,131220
2030,83,F,160083
2030,84,M,118021
2030,84,F,144366
2030,85,M,105328
2030,85,F,129169
2030,86,M,92928
2030,86,F,114254
2030,87,M,81109
2030,87,F,99944
2030,88,M,70430
2030,88,F,86883
2030,89,M,60646
2030,89,F,74793
2030,90,M,51607
2030,90,F,63575
2030,91,M,43429
2030,91,F,53359
2030,92,M,36163
2030,92,F,44220
2030,93,M,29790
2030,93,F,36154
2030,94,M,24267
2030,94,F,29146
2030,95,M,19550
2030,95,F,23171
2030,96,M,15554
2030,96,F,18122
2030,97,M,12180
2030,97,F,13863
2030,98,M,9366
2030,98,F,10331
2030,99,M,7067
2030,99,F,7509
2030,100,M,5231
2030,100,F,5345
2030,101,M,3793
2030,101,F,3723
2030,102,M,2691
2030,102,F,2524
2030,103,M,1851
2030,103,F,1641
2030,104,M,1227
2030,104,F,1021
2030,105,M,788
2030,105,F,614
2030,106,M,489
2030,106,F,354
2030,107,M,294
2030,107,F,195
2030,108,M,172
2030,108,F,103
2030,109,M,98
2030,109,F,52
2031,0,M,950816
2031,0,F,916194
2031,1,M,959122
2031,1,F,924567
2031,2,M,968231
2031,2,F,933551
2031,3,M,977773
2031,3,F,942843
2031,4,M,987658
2031,4,F,952374
2031,5,M,997722
2031,5,F,961999
2031,6,M,1007782
2031,6,F,971564
2031,7,M,1017620
2031,7,F,980910
2031,8,M,1026997
2031,8,F,989869
2031,9,M,1039834
2031,9,F,1001436
2031,10,M,1049310
2031,10,F,1010314
2031,11,M,1051600
2031,11,F,1013906
2031,12,M,1055194
2031,12,F,1017735
2031,13,M,1057631
2031,13,F,1019394
2031,14,M,1064540
2031,14,F,1025571
2031,15,M,1081242
2031,15,F,1041220
2031,16,M,1096090
2031,16,F,1055537
2031,17,M,1104009
2031,17,F,1063829
2031,18,M,1109946
2031,18,F,1070845
2031,19,M,1118285
2031,19,F,1080583
2031,20,M,1127148
2031,20,F,1091221
2031,21,M,1131412
2031,21,F,1098087
2031,22,M,1128685
2031,22,F,1099116
2031,23,M,1119011
2031,23,F,1095179
2031,24,M,1105238
2031,24,F,1089347
2031,25,M,1091650
2031,25,F,1084187
2031,26,M,1081320
2031,26,F,1081258
2031,27,M,1075341
2031,27,F,1081224
2031,28,M,1074382
2031,28,F,1084828
2031,29,M,1077285
2031,29,F,1091189
2031,30,M,1078861
2031,30,F,1095534
2031,31,M,1073547
2031,31,F,1092969
2031,32,M,1060601
2031,32,F,1082862
2031,33,M,1046873
2031,33,F,1071633
2031,34,M,1039300
2031,34,F,1066250
2031,35,M,1037504
2031,35,F,1066715
2031,36,M,1037314
2031,36,F,1069012
2031,37,M,1034970
2031,37,F,1069493
2031,38,M,1028525
2031,38,F,1066447
2031,39,M,1016465
2031,39,F,1058411
2031,40,M,996905
2031,40,F,1043576
2031,41,M,971817
2031,41,F,1023958
2031,42,M,946690
2031,42,F,1004868
2031,43,M,923025
2031,43,F,988241
2031,44,M,899041
2031,44,F,972974
2031,45,M,873709
2031,45,F,958347
2031,46,M,845786
2031,46,F,942965
2031,47,M,814878
2031,47,F,925442
2031,48,M,783639
2031,48,F,906919
2031,49,M,755098
2031,49,F,888692
2031,50,M,731628
2031,50,F,871999
2031,51,M,714304
2031,51,F,857813
2031,52,M,702667
2031,52,F,846149
2031,53,M,696268
2031,53,F,837288
2031,54,M,694203
2031,54,F,831030
2031,55,M,693965
2031,55,F,825378
2031,56,M,691389
2031,56,F,816241
2031,57,M,684191
2031,57,F,801487
2031,58,M,672481
2031,58,F,781908
2031,59,M,657164
2031,59,F,759027
2031,60,M,639269
2031,60,F,734307
2031,61,M,619593
2031,61,F,708531
2031,62,M,599107
2031,62,F,682677
2031,63,M,577881
2031,63,F,656990
2031,64,M,556114
2031,64,F,631563
2031,65,M,534556
2031,65,F,607069
2031,66,M,512808
2031,66,F,582941
2031,67,M,489382
2031,67,F,557334
2031,68,M,464272
2031,68,F,530137
2031,69,M,438690
2031,69,F,502678
2031,70,M,413008
2031,70,F,475159
2031,71,M,386907
2031,71,F,447001
2031,72,M,360616
2031,72,F,418546
2031,73,M,334810
2031,73,F,390625
2031,74,M,310318
2031,74,F,364058
2031,75,M,287062
2031,75,F,338702
2031,76,M,263913
2031,76,F,313092
2031,77,M,239915
2031,77,F,286244
2031,78,M,217032
2031,78,F,260283
2031,79,M,196817
2031,79,F,236955
2031,80,M,178863
2031,80,F,216076
2031,81,M,163560
2031,81,F,198243
2031,82,M,149589
2031,82,F,181931
2031,83,M,135807
2031,83,F,165659
2031,84,M,122395
2031,84,F,149643
2031,85,M,109467
2031,85,F,134080
2031,86,M,97104
2031,86,F,119119
2031,87,M,85114
2031,87,F,104552
2031,88,M,73769
2031,88,F,90687
2031,89,M,63573
2031,89,F,78111
2031,90,M,54322
2031,90,F,66636
2031,91,M,45824
2031,91,F,56023
2031,92,M,38201
2031,92,F,46463
2031,93,M,31491
2031,93,F,38008
2031,94,M,25662
2031,94,F,30639
2031,95,M,20663
2031,95,F,24325
2031,96,M,16441
2031,96,F,19019
2031,97,M,12907
2031,97,F,14609
2031,98,M,9964
2031,98,F,10960
2031,99,M,7546
2031,99,F,7997
2031,100,M,5601
2031,100,F,5682
2031,101,M,4075
2031,101,F,3947
2031,102,M,2900
2031,102,F,2677
2031,103,M,2017
2031,103,F,1764
2031,104,M,1358
2031,104,F,1113
2031,105,M,881
2031,105,F,670
2031,106,M,552
2031,106,F,389
2031,107,M,334
2031,107,F,216
2031,108,M,195
2031,108,F,114
2031,109,M,110
2031,109,F,57
2032,0,M,939169
2032,0,F,904905
2032,1,M,947652
2032,1,F,913457
2032,2,M,956802
2032,2,F,922526
2032,3,M,966240
2032,3,F,931788
2032,4,M,975991
2032,4,F,941272
2032,5,M,986034
2032,5,F,950953
2032,6,M,996225
2032,6,F,960700
2032,7,M,1006392
2032,7,F,970365
2032,8,M,1016317
2032,8,F,979793
2032,9,M,1025763
2032,9,F,988819
2032,10,M,1038648
2032,10,F,1000425
2032,11,M,1048155
2032,11,F,1009321
2032,12,M,1050463
2032,12,F,1012901
2032,13,M,1054033
2032,13,F,1016672
2032,14,M,1056360
2032,14,F,1018196
2032,15,M,1062926
2032,15,F,1024136
2032,16,M,1078988
2032,16,F,1039464
2032,17,M,1093091
2032,17,F,1053414
2032,18,M,1100213
2032,18,F,1061367
2032,19,M,1105347
2032,19,F,1068043
2032,20,M,1112898
2032,20,F,1077462
2032,21,M,1121027
2032,21,F,1087836
2032,22,M,1124664
2032,22,F,1094523
2032,23,M,1121453
2032,23,F,1095468
2032,24,M,1111453
2032,24,F,1091535
2032,25,M,1097497
2032,25,F,1085766
2032,26,M,1083835
2032,26,F,1080707
2032,27,M,1073503
2032,27,F,1077895
2032,28,M,1067575
2032,28,F,1077981
2032,29,M,1066699
2032,29,F,1081696
2032,30,M,1069714
2032,30,F,1088157
2032,31,M,1071456
2032,31,F,1092598
2032,32,M,1066383
2032,32,F,1090136
2032,33,M,1053744
2032,33,F,1080135
2032,34,M,1040330
2032,34,F,1068999
2032,35,M,1033026
2032,35,F,1063678
2032,36,M,1031453
2032,36,F,1064175
2032,37,M,1031461
2032,37,F,1066485
2032,38,M,1029308
2032,38,F,1066968
2032,39,M,1023050
2032,39,F,1063916
