cell,social_norm_on,map_on,map_depth,tfr_start,tfr_end,pct_change,tfr_end_sd
A_on_B_off,true,false,0.0,1.3445638061451752,1.0611217219454363,-21.080597507109687,0.034932380313914185
A_on_B_on,true,true,0.6,1.0245823820292916,0.7012191214737096,-31.560493936576147,0.021922724335267072
A_off_B_off,false,false,0.0,1.3928220293683966,1.5320531185137336,9.996330199377601,0.028168022937275522
A_off_B_on,false,true,0.6,1.0589911533673066,1.284115349958727,21.258364234260696,0.026949704981077925
