w,restart,loss,form_base,marry_share_of_form,cohab_to_marr,dissolve_cohab,dissolve_marr,norm_strength,norm_threshold,norm_steepness
0.60,3,5.689743,0.302513,0.356373,0.195866,0.038872,0.039738,0.517769,0.652755,25.345318
0.60,3,6.756367,0.302513,0.356373,0.195866,0.038872,0.039738,0.517769,0.539464,27.697763
0.60,3,3.028826,0.193471,0.396550,0.209018,0.045898,0.044611,0.564309,0.571259,26.070662
0.60,3,1.752645,0.113314,0.417249,0.215229,0.049764,0.047093,0.586988,0.586384,26.396465
0.60,3,2.979374,0.245603,0.232261,0.213701,0.048775,0.046471,0.581364,0.582655,26.317239
0.60,3,2.008233,0.231980,0.335877,0.148163,0.051531,0.048185,0.596749,0.592821,26.531613
0.60,3,2.125032,0.215466,0.330860,0.194481,0.055136,0.050332,0.615599,0.605133,22.699736
0.60,3,1.545606,0.195759,0.324651,0.194133,0.059890,0.053014,0.638490,0.619873,25.673628
0.60,3,1.199456,0.151844,0.309451,0.193262,0.072956,0.059611,0.691926,0.653412,25.830560
0.60,3,1.252232,0.162057,0.313207,0.193480,0.031038,0.057984,0.679114,0.645480,25.791772
0.60,3,1.073837,0.135248,0.302952,0.192880,0.057026,0.062405,0.713409,0.526777,25.897727
0.60,3,1.385109,0.085230,0.278355,0.191372,0.068101,0.072479,0.785757,0.451321,26.152956
0.60,3,1.397156,0.107333,0.290463,0.192127,0.062400,0.043476,0.752007,0.641276,26.027052
0.60,3,1.325595,0.080527,0.275389,0.191183,0.069576,0.064016,0.618355,0.661834,26.183903
0.60,3,1.527205,0.079210,0.427490,0.165156,0.061883,0.061784,0.728380,0.647593,25.142686
0.60,3,1.524355,0.071726,0.332746,0.179312,0.056597,0.060885,0.726713,0.638703,27.946044
0.60,3,2.035014,0.050489,0.326983,0.227136,0.061829,0.065863,0.766548,0.658921,25.914998
0.60,3,1.137395,0.160903,0.333640,0.169823,0.053981,0.052743,0.645370,0.610927,26.385391
0.60,3,1.246105,0.112436,0.241107,0.151067,0.065115,0.068081,0.782462,0.668421,26.062312
0.60,3,1.010579,0.174569,0.200058,0.200196,0.053251,0.055725,0.679249,0.618967,27.265763
0.60,3,1.581621,0.248377,0.134963,0.215896,0.049278,0.052617,0.652369,0.603405,27.981069
0.60,3,1.290159,0.234189,0.235040,0.192181,0.057451,0.055349,0.668421,0.623609,23.369963
0.60,3,0.894838,0.196103,0.257139,0.179382,0.050871,0.073866,0.611755,0.616182,25.853377
0.60,3,1.651038,0.255543,0.241698,0.172826,0.045733,0.084419,0.527413,0.602717,25.764212
0.60,3,1.693888,0.298325,0.266821,0.177354,0.041458,0.057842,0.745978,0.577550,25.596272
0.60,3,1.145742,0.114828,0.273227,0.187785,0.061571,0.062506,0.653719,0.643267,26.043496
0.60,3,1.274599,0.091028,0.322673,0.175160,0.052033,0.067953,0.701298,0.627458,27.901839
0.60,3,1.108125,0.116557,0.298780,0.179498,0.053352,0.064963,0.693315,0.626501,27.149986
0.60,3,1.053869,0.125811,0.239630,0.170144,0.098552,0.067219,0.694641,0.598572,26.842118
0.60,3,2.233033,0.185018,0.310941,0.214318,0.058481,0.056780,0.532536,0.546352,26.800957
0.60,3,1.057093,0.127748,0.257246,0.167905,0.063412,0.065393,0.732923,0.642740,26.259365
0.60,3,0.722622,0.132440,0.231067,0.168574,0.049792,0.066882,0.666753,0.564226,27.069521
0.60,3,0.477573,0.123584,0.198948,0.155740,0.040481,0.070259,0.653650,0.510974,27.558009
0.60,3,0.673735,0.177179,0.242842,0.166296,0.053927,0.066110,0.703897,0.542296,27.259541
0.60,3,0.877645,0.130327,0.181233,0.183564,0.061496,0.077013,0.724396,0.563936,27.193382
0.60,3,0.588280,0.183641,0.179723,0.175023,0.064370,0.070043,0.688273,0.527622,26.452022
0.60,3,0.491512,0.172014,0.155714,0.156321,0.062220,0.073994,0.660045,0.627327,27.644659
0.60,3,0.774959,0.194748,0.162181,0.179150,0.055644,0.073466,0.615752,0.500926,27.692151
0.60,3,1.047075,0.218381,0.158051,0.179189,0.027139,0.073336,0.640979,0.531133,27.456861
0.60,3,0.644234,0.191771,0.175098,0.176945,0.039056,0.071876,0.654942,0.548865,27.314109
0.60,3,0.277652,0.164303,0.182558,0.141394,0.052569,0.084250,0.651379,0.486138,27.072349
0.60,3,0.230867,0.159344,0.174451,0.111831,0.052230,0.091686,0.636877,0.412396,26.971180
0.60,3,0.271418,0.137734,0.130774,0.146627,0.055363,0.076999,0.719185,0.435280,28.255669
0.80,1,1.631589,0.160000,0.450000,0.050000,0.060000,0.015000,0.550000,0.420000,14.000000
0.80,1,3.868942,0.260447,0.450000,0.050000,0.060000,0.015000,0.550000,0.420000,14.000000
0.80,1,3.010199,0.160000,0.614598,0.050000,0.060000,0.015000,0.550000,0.420000,14.000000
0.80,1,2.635921,0.160000,0.450000,0.092403,0.060000,0.015000,0.550000,0.420000,14.000000
0.80,1,1.598081,0.160000,0.450000,0.050000,0.103183,0.015000,0.550000,0.420000,14.000000
0.80,1,1.248696,0.160000,0.450000,0.050000,0.060000,0.028199,0.550000,0.420000,14.000000
0.80,1,1.217646,0.160000,0.450000,0.050000,0.060000,0.015000,0.716017,0.420000,14.000000
0.80,1,1.120898,0.160000,0.450000,0.050000,0.060000,0.015000,0.550000,0.556449,14.000000
0.80,1,1.604206,0.160000,0.450000,0.050000,0.060000,0.015000,0.550000,0.420000,19.509791
0.80,1,0.756946,0.092549,0.492461,0.058897,0.069587,0.017732,0.595447,0.454926,15.386618
0.80,1,0.962294,0.055010,0.513614,0.063774,0.074718,0.019238,0.617373,0.472396,16.086224
0.80,1,0.471239,0.139867,0.301358,0.061300,0.072125,0.018473,0.606486,0.463669,15.736257
0.80,1,0.168002,0.130636,0.187774,0.067622,0.078705,0.020431,0.633398,0.485429,16.610837
0.80,1,0.262856,0.132892,0.381152,0.028201,0.077030,0.019927,0.626767,0.480009,16.392373
0.80,1,0.369888,0.126772,0.364574,0.049159,0.081684,0.021334,0.644835,0.494873,16.992371
0.80,1,0.310062,0.119488,0.344352,0.048951,0.087697,0.023192,0.666646,0.513219,10.979503
0.80,1,0.222944,0.110943,0.319972,0.048692,0.046308,0.025670,0.692604,0.535645,15.536102
0.80,1,0.492757,0.101114,0.291090,0.048369,0.079475,0.013063,0.722867,0.562642,15.923360
0.80,1,0.340764,0.090095,0.257744,0.047968,0.084841,0.024314,0.561311,0.594368,16.407528
0.80,1,0.627655,0.078159,0.220666,0.047470,0.091785,0.027174,0.726659,0.474365,17.011233
0.80,1,0.289504,0.129628,0.156120,0.037796,0.086173,0.025949,0.720681,0.578052,16.019690
0.80,1,0.593327,0.173382,0.346317,0.044744,0.063607,0.016616,0.585763,0.584914,14.155379
0.80,1,0.231127,0.142684,0.310943,0.045413,0.070100,0.018904,0.624432,0.559049,14.864195
0.80,1,0.209543,0.146632,0.270015,0.043206,0.072215,0.035577,0.562018,0.498561,14.970674
0.80,1,0.101453,0.121576,0.195575,0.041122,0.067932,0.026768,0.631766,0.566831,13.421589
0.80,1,0.124399,0.119053,0.142806,0.037535,0.061627,0.029793,0.625128,0.599442,11.730951
0.80,1,0.496098,0.182273,0.263578,0.040561,0.061379,0.024168,0.720829,0.455093,13.260077
0.80,1,0.210685,0.107738,0.259193,0.046019,0.078565,0.024277,0.605093,0.562295,15.611899
0.80,1,0.128428,0.135420,0.180608,0.039091,0.057231,0.025606,0.609998,0.554518,19.988854
0.80,1,0.628131,0.126243,0.404681,0.050963,0.052269,0.022794,0.511701,0.480752,15.849351
0.80,1,0.149982,0.128774,0.199564,0.040786,0.076735,0.025135,0.674918,0.555074,15.977104
0.80,1,0.133369,0.122159,0.142238,0.071947,0.059421,0.030941,0.634051,0.595277,15.373136
0.80,1,0.151431,0.109297,0.145770,0.052398,0.063017,0.036030,0.638725,0.530855,17.029394
0.80,1,0.099166,0.140089,0.118275,0.049828,0.097318,0.030051,0.548613,0.553286,16.730183
0.80,1,0.146567,0.157054,0.080986,0.050405,0.129066,0.032395,0.468773,0.561902,17.324331
0.80,1,0.189760,0.153750,0.119868,0.053712,0.063902,0.033240,0.630084,0.523851,16.933354
0.80,1,0.205526,0.114505,0.097790,0.060115,0.067715,0.021976,0.684319,0.590632,18.054272
0.80,1,0.139040,0.121865,0.122108,0.055469,0.068823,0.024998,0.655931,0.569053,17.290437
0.80,1,0.251944,0.102814,0.211360,0.049005,0.077666,0.022032,0.628433,0.578840,16.193111
0.80,1,0.098884,0.139237,0.136917,0.052503,0.067189,0.030175,0.629671,0.538094,16.748622
0.80,1,0.189300,0.123338,0.123765,0.035731,0.060393,0.038429,0.624151,0.621961,16.550882
0.80,1,0.085516,0.128775,0.168470,0.058114,0.073851,0.024277,0.631099,0.522649,16.595851
0.80,1,0.092211,0.153164,0.163335,0.048303,0.078604,0.019817,0.616748,0.582369,16.022376
0.80,1,0.107578,0.136162,0.116076,0.064012,0.065096,0.027748,0.561048,0.566337,17.085661
0.80,1,0.159989,0.147771,0.185474,0.049321,0.071774,0.028613,0.557899,0.551580,15.719310
0.80,1,0.094866,0.127928,0.134824,0.053879,0.069554,0.025872,0.632636,0.564742,16.899161
0.80,1,0.172887,0.149098,0.155071,0.034306,0.085240,0.021882,0.581614,0.514365,18.008632
0.80,1,0.088979,0.128450,0.145311,0.060447,0.065344,0.028490,0.621281,0.576279,16.035184
0.80,1,0.110017,0.132888,0.117574,0.070942,0.090532,0.027443,0.609394,0.563737,12.361540
0.80,1,0.090547,0.133517,0.130067,0.061583,0.081397,0.026976,0.609545,0.561448,14.242022
0.80,2,5.514558,0.224771,0.338692,0.262037,0.115783,0.056229,0.605812,0.226131,7.465304
0.80,2,8.735989,0.338093,0.338692,0.262037,0.115783,0.056229,0.605812,0.226131,7.465304
0.80,2,7.266753,0.224771,0.503664,0.262037,0.115783,0.056229,0.605812,0.226131,7.465304
0.80,2,5.727988,0.224771,0.338692,0.281664,0.115783,0.056229,0.605812,0.226131,7.465304
0.80,2,5.069812,0.224771,0.338692,0.262037,0.164380,0.056229,0.605812,0.226131,7.465304
0.80,2,4.521474,0.224771,0.338692,0.262037,0.115783,0.074086,0.605812,0.226131,7.465304
0.80,2,5.155483,0.224771,0.338692,0.262037,0.115783,0.056229,0.756801,0.226131,7.465304
0.80,2,4.859011,0.224771,0.338692,0.262037,0.115783,0.056229,0.605812,0.329934,7.465304
0.80,2,5.554472,0.224771,0.338692,0.262037,0.115783,0.056229,0.605812,0.226131,11.815311
0.80,2,2.596377,0.134215,0.377949,0.268189,0.128265,0.061075,0.648395,0.248146,8.398810
0.80,2,1.826373,0.077562,0.398306,0.270923,0.134498,0.063424,0.668595,0.260162,8.905800
0.80,2,2.586401,0.175343,0.219509,0.270259,0.132943,0.062843,0.663618,0.257095,8.776561
0.80,2,2.388916,0.164236,0.318794,0.234511,0.137211,0.064433,0.677181,0.265630,9.135927
0.80,2,2.155713,0.151120,0.313936,0.261358,0.142506,0.066377,0.693584,0.276740,5.376241
0.80,2,1.711601,0.135944,0.307932,0.261187,0.149032,0.068731,0.713190,0.291306,7.858653
0.80,2,1.362794,0.103874,0.293267,0.260756,0.164698,0.074195,0.757672,0.330809,8.062989
0.80,2,1.551122,0.111126,0.296886,0.260864,0.160886,0.072889,0.546628,0.320543,8.011426
0.80,2,1.344174,0.092341,0.287010,0.260566,0.111022,0.076380,0.701640,0.349335,8.153992
0.80,2,1.738301,0.059367,0.263409,0.259813,0.085016,0.083688,0.742537,0.427221,8.520952
0.80,2,1.427666,0.073619,0.275011,0.260191,0.158893,0.080288,0.722718,0.242839,8.335592
0.80,2,1.896006,0.056397,0.260571,0.259718,0.168821,0.066661,0.747292,0.360563,8.567877
0.80,2,1.944415,0.055570,0.408411,0.245401,0.161895,0.077898,0.720800,0.345119,7.243055
0.80,2,2.107862,0.046632,0.309735,0.277052,0.163845,0.079534,0.719128,0.356303,6.566246
0.80,2,2.307425,0.039476,0.313495,0.264235,0.164086,0.080857,0.710159,0.364185,11.707720
0.80,2,1.513511,0.104927,0.313826,0.262095,0.148059,0.070481,0.697795,0.296745,6.516347
0.80,2,2.077070,0.150303,0.318767,0.234793,0.138622,0.065515,0.678279,0.270296,9.594947
0.80,2,1.450625,0.110540,0.316493,0.248914,0.145124,0.069438,0.688889,0.289876,8.733203
0.80,2,1.867934,0.145767,0.219063,0.272398,0.136361,0.065240,0.667783,0.267351,9.117516
0.80,2,3.221364,0.181309,0.337909,0.265327,0.120067,0.076507,0.611526,0.237122,7.833196
0.80,2,1.546586,0.074495,0.278547,0.261188,0.157336,0.069314,0.717414,0.325333,8.378364
0.80,2,1.857084,0.059401,0.414146,0.245878,0.158981,0.078419,0.712959,0.336339,7.202605
0.80,2,1.640395,0.073566,0.358118,0.253955,0.153482,0.075493,0.702130,0.317788,7.640840
0.80,2,1.125865,0.108287,0.222700,0.242537,0.165132,0.081951,0.719979,0.362386,7.098134
0.80,2,0.954435,0.128151,0.163768,0.221892,0.178880,0.088020,0.743148,0.422105,6.342619
0.80,2,1.129190,0.131571,0.206001,0.257390,0.153767,0.076056,0.699081,0.321087,7.896971
0.80,2,1.284413,0.090440,0.230067,0.248950,0.144295,0.079142,0.830857,0.318463,7.504623
0.80,2,1.115859,0.142224,0.234182,0.245021,0.144712,0.083717,0.750287,0.312075,6.981634
0.80,2,1.013854,0.108589,0.191745,0.238604,0.153279,0.085491,0.777934,0.346031,9.134263
0.80,2,1.188710,0.102619,0.167538,0.251706,0.158113,0.088711,0.802134,0.369306,6.892393
0.80,2,0.819730,0.167444,0.171216,0.235783,0.144099,0.083781,0.795375,0.472056,6.886916
0.80,2,0.631790,0.242757,0.136334,0.220042,0.136460,0.085332,0.824045,0.593303,6.266794
0.80,2,0.636321,0.148509,0.133428,0.223026,0.130482,0.089720,0.783724,0.427161,6.684488
0.80,2,0.509663,0.186141,0.114566,0.211003,0.185115,0.090865,0.837838,0.426780,6.294384
0.80,2,0.249435,0.253483,0.081042,0.176043,0.210886,0.094579,0.877738,0.466899,5.551660
0.80,2,0.462498,0.240839,0.107432,0.210712,0.175454,0.092545,0.737780,0.499936,6.332508
0.80,2,0.529609,0.260773,0.126920,0.193287,0.167198,0.087046,0.759946,0.477194,6.744460
0.80,2,0.364729,0.248562,0.096549,0.160885,0.174371,0.095249,0.850226,0.566377,5.681737
0.80,2,0.564096,0.263731,0.076236,0.158409,0.188278,0.094567,0.841498,0.629432,6.082464
0.80,2,0.214853,0.369847,0.072994,0.145341,0.189264,0.095218,0.836572,0.655700,4.331133
0.80,2,0.640517,0.492869,0.058718,0.094819,0.203442,0.097340,0.858829,0.737863,3.251917
0.80,3,5.993544,0.460002,0.706271,0.064527,0.114496,0.055650,0.741275,0.634843,13.508628
0.80,3,7.704720,0.527452,0.706271,0.064527,0.114496,0.055650,0.741275,0.634843,13.508628
0.80,3,8.012113,0.460002,0.800459,0.064527,0.114496,0.055650,0.741275,0.634843,13.508628
0.80,3,7.342495,0.460002,0.706271,0.113650,0.114496,0.055650,0.741275,0.634843,13.508628
0.80,3,6.057432,0.460002,0.706271,0.064527,0.163210,0.055650,0.741275,0.634843,13.508628
0.80,3,5.037584,0.460002,0.706271,0.064527,0.114496,0.073633,0.741275,0.634843,13.508628
0.80,3,3.235354,0.460002,0.706271,0.064527,0.114496,0.055650,0.843305,0.634843,13.508628
0.80,3,4.430559,0.460002,0.706271,0.064527,0.114496,0.055650,0.741275,0.714709,13.508628
0.80,3,5.592910,0.460002,0.706271,0.064527,0.114496,0.055650,0.741275,0.634843,19.032986
0.80,3,2.859837,0.480135,0.562984,0.075231,0.126971,0.060515,0.772022,0.658739,14.884190
0.80,3,1.225492,0.489366,0.395232,0.081007,0.133210,0.062878,0.786035,0.669679,15.581942
0.80,3,1.946278,0.370041,0.640122,0.079537,0.131653,0.062292,0.782616,0.667007,15.407173
0.80,3,1.729769,0.448410,0.621738,0.037341,0.135928,0.063893,0.791886,0.674256,15.888070
0.80,3,1.524161,0.445417,0.597857,0.063504,0.080818,0.065851,0.802890,0.682878,16.489431
0.80,3,1.162700,0.441623,0.566790,0.063250,0.119919,0.068224,0.815757,0.692984,17.238339
0.80,3,0.776994,0.431889,0.485249,0.062619,0.122638,0.073743,0.843840,0.715132,19.070750
0.80,3,0.745942,0.434355,0.505948,0.062777,0.121958,0.072422,0.837342,0.709996,11.786145
0.80,3,0.457160,0.420525,0.392912,0.061914,0.125701,0.079163,0.869166,0.735213,8.723715
0.80,3,0.655760,0.424043,0.420700,0.062129,0.124765,0.056032,0.862072,0.729578,15.865129
0.80,3,0.544506,0.414279,0.346117,0.061540,0.127338,0.074007,0.880341,0.666396,16.460785
0.80,3,0.399173,0.401683,0.264232,0.060809,0.130551,0.077750,0.821369,0.736892,17.202763
0.80,3,0.514762,0.368563,0.131656,0.059011,0.138543,0.085362,0.809039,0.762797,19.019521
0.80,3,0.366991,0.488757,0.252135,0.045099,0.113127,0.076196,0.875015,0.733386,15.730498
0.80,3,0.625848,0.527599,0.138113,0.033073,0.104008,0.081670,0.901119,0.753946,15.892290
0.80,3,0.524773,0.434663,0.200554,0.096503,0.103300,0.077606,0.884298,0.739980,15.210651
0.80,3,0.873809,0.435059,0.156452,0.067339,0.164833,0.078642,0.892345,0.745474,14.296775
0.80,3,1.137208,0.361565,0.223646,0.049500,0.120140,0.083580,0.911413,0.761725,14.875159
0.80,3,0.813558,0.398558,0.259939,0.056323,0.123408,0.079449,0.893632,0.747208,15.051456
0.80,3,0.741415,0.421271,0.561210,0.057818,0.078687,0.070328,0.836362,0.705918,16.356599
0.80,3,0.818249,0.460008,0.467339,0.069475,0.107590,0.066640,0.812935,0.688789,15.921641
0.80,3,0.618115,0.415116,0.305397,0.059421,0.119429,0.076623,0.879098,0.736005,15.268577
0.80,3,0.379344,0.425815,0.215147,0.061860,0.107558,0.074080,0.883192,0.734520,11.102632
0.80,3,0.835474,0.437358,0.131490,0.068007,0.160474,0.078016,0.895803,0.746477,12.368973
0.80,3,0.455200,0.425375,0.421639,0.060252,0.098077,0.072390,0.855093,0.718001,15.339025
0.80,3,0.443284,0.435032,0.195838,0.062917,0.106443,0.088770,0.877748,0.725034,12.706845
0.80,3,0.289903,0.447997,0.251521,0.066667,0.108462,0.079296,0.860017,0.714404,12.651389
0.80,3,0.238371,0.462949,0.227706,0.070519,0.103064,0.080545,0.848843,0.701411,11.418810
0.80,3,0.226298,0.460191,0.197149,0.066654,0.094927,0.082882,0.849623,0.763973,10.415994
0.80,3,0.443603,0.480025,0.148462,0.069323,0.079940,0.086328,0.830158,0.782245,7.997591
0.80,3,0.241791,0.448211,0.339464,0.036135,0.116412,0.081220,0.832391,0.725545,10.391352
0.80,3,0.338272,0.467026,0.163213,0.052626,0.092233,0.080295,0.844207,0.728505,17.851752
0.80,3,0.454575,0.472393,0.119606,0.052302,0.117959,0.086830,0.857214,0.745673,11.283206
0.80,3,0.329543,0.461546,0.162939,0.054209,0.112914,0.083963,0.856687,0.739686,12.247227
0.80,3,0.218849,0.470276,0.251295,0.048094,0.110997,0.066360,0.821420,0.743592,13.684797
0.80,3,0.407555,0.485761,0.283978,0.041811,0.113289,0.049633,0.781340,0.751210,14.183305
0.80,3,0.435689,0.507320,0.183807,0.046947,0.083428,0.079458,0.877786,0.734700,8.929959
0.80,3,0.322927,0.433063,0.241479,0.057080,0.118368,0.078186,0.838241,0.736350,14.960222
0.80,3,0.355485,0.492781,0.232589,0.045131,0.107737,0.083346,0.794151,0.737511,15.552992
0.80,3,0.343774,0.432651,0.194378,0.061912,0.100916,0.083324,0.783121,0.739561,10.908862
0.80,3,0.291527,0.409066,0.201563,0.066721,0.104510,0.076160,0.867588,0.736090,10.028107
