base,scenario,scenario_name,year,population,pop_0_14,pop_6_14,pop_15_64,pop_65plus,pop_80plus,women_20_39,tdr,ydr,oadr,support_ratio,growth_15_64_pct,tfr,net_migration,births_next_12m
wpp2023_sensitivity,inegi,INEGI directo,2031,133167674.9247,25875534.3618,18062319.6885,92524046.1427,14768094.4202,3076596.9267,21304565.3561,43.9276,27.9663,15.9614,6.2651,0.4915,1.23,-220356.0,1314664.6454
wpp2023_sensitivity,inegi,INEGI directo,2032,133367686.3501,25071734.8646,17257976.9568,92917519.9766,15378431.5089,3239590.4,21296554.3654,43.5334,26.9828,16.5506,6.0421,0.4253,1.23,-210872.0,1311556.6616
wpp2023_sensitivity,inegi,INEGI directo,2033,133555440.06,24283392.8906,16473238.1868,93270010.9112,16002036.2582,3411246.6113,21291752.954,43.1923,26.0356,17.1567,5.8286,0.3794,1.23,-201388.0,1308241.7845
wpp2023_sensitivity,inegi,INEGI directo,2034,133730648.4858,23491782.6707,15689518.0711,93602883.0342,16635982.7809,3590454.4297,21275289.4556,42.8702,25.0973,17.7729,5.6265,0.3569,1.23,-191904.0,1304197.0184
wpp2023_sensitivity,inegi,INEGI directo,2035,133892516.3302,22706203.5316,14916417.4726,93907458.643,17278854.1556,3778461.7156,21234363.354,42.5792,24.1793,18.3999,5.4348,0.3254,1.23,-182420.0,1299091.3049
wpp2023_sensitivity,inegi,INEGI directo,2036,134039867.8335,21931977.9377,14159120.9804,94174915.4126,17932974.4832,3977595.9393,21178842.1789,42.3308,23.2886,19.0422,5.2515,0.2848,1.23,-172936.0,1293239.3767
wpp2023_sensitivity,inegi,INEGI directo,2037,134171859.3027,21170404.3118,13418301.9357,94405358.0201,18596096.9709,4188081.6452,21117667.5625,42.1231,22.425,19.6981,5.0766,0.2447,1.23,-163452.0,1286921.1059
wpp2023_sensitivity,inegi,INEGI directo,2038,134287909.4149,20426283.1502,12698466.8063,94598301.6742,19263324.5905,4410292.387,21052311.5362,41.9559,21.5927,20.3633,4.9108,0.2044,1.23,-153968.0,1280261.007
wpp2023_sensitivity,inegi,INEGI directo,2039,134387547.7132,19701126.2408,12001235.1406,94759277.2765,19927144.1959,4644736.837,20984814.9666,41.8199,20.7907,21.0292,4.7553,0.1702,1.23,-144484.0,1270078.1668
wpp2023_sensitivity,inegi,INEGI directo,2040,134467142.0125,19318443.5446,11653412.8775,94571015.0347,20577683.4332,4890095.8771,20901613.5983,42.1864,20.4274,21.759,4.5958,-0.1987,1.23,-135000.0,1253190.3998
wpp2023_sensitivity,inegi,INEGI directo,2041,134515170.1505,19265129.7612,11647918.1875,94033578.2666,21216462.1227,5145877.0195,20801510.0608,43.0501,20.4875,22.5626,4.4321,-0.5683,1.23,-135000.0,1232965.4024
wpp2023_sensitivity,inegi,INEGI directo,2042,134523487.9919,19189993.5056,11635891.0795,93481559.353,21851935.1333,5411618.7093,20692644.286,43.9038,20.5281,23.3757,4.278,-0.587,1.23,-135000.0,1212640.4259
wpp2023_sensitivity,inegi,INEGI directo,2043,134491953.2034,19093045.1988,11616675.2398,92913598.0682,22485309.9364,5685729.7672,20576485.8993,44.7495,20.5492,24.2002,4.1322,-0.6076,1.23,-135000.0,1192191.2127
wpp2023_sensitivity,inegi,INEGI directo,2044,134420420.0762,18974626.1244,11590247.4631,92332551.7582,23113242.1936,5968484.7755,20454712.5445,45.5829,20.5503,25.0326,3.9948,-0.6254,1.23,-135000.0,1169403.4569
wpp2023_sensitivity,inegi,INEGI directo,2045,134306554.8022,18833641.1164,11557474.7248,91741633.715,23731279.9708,6259491.0343,20165600.6228,46.3965,20.529,25.8675,3.8659,-0.64,1.23,-135000.0,1142073.2207
wpp2023_sensitivity,inegi,INEGI directo,2046,134145844.3251,18666973.266,11516238.9889,91130635.6007,24348235.4583,6555700.7678,19712550.0828,47.2017,20.4838,26.7179,3.7428,-0.666,1.23,-135000.0,1112665.9773
wpp2023_sensitivity,inegi,INEGI directo,2047,133936270.5275,18473349.1719,11460646.3938,90488170.9463,24974750.4093,6856901.1514,19263990.9753,48.0152,20.4152,27.6,3.6232,-0.705,1.23,-135000.0,1083527.8417
wpp2023_sensitivity,inegi,INEGI directo,2048,133678180.0179,18253299.1215,11387628.8255,89826793.019,25598087.8774,7164894.5914,18816913.8144,48.8177,20.3206,28.4972,3.5091,-0.7309,1.23,-135000.0,1054607.6496
wpp2023_sensitivity,inegi,INEGI directo,2049,133371886.2559,18007272.2644,11297314.5114,89146633.0849,26217980.9066,7477724.726,18368824.2637,49.6096,20.1996,29.41,3.4002,-0.7572,1.23,-135000.0,1026451.9364
wpp2023_sensitivity,inegi,INEGI directo,2050,133018277.6001,17736780.6886,11190326.2772,88437526.1332,26843970.7783,7794478.3194,17917793.0231,50.4093,20.0557,30.3536,3.2945,-0.7954,1.23,-135000.0,
wpp2023_sensitivity,estres,Estrés,2025,131776788.2111,31603959.9552,19598875.9213,88802387.3712,11370440.8847,2220792.7922,21157632.1114,48.3933,35.5891,12.8042,7.8099,,1.5,-229840.0,1553260.7892
wpp2023_sensitivity,estres,Estrés,2026,132309096.9356,30866061.5166,19410159.548,89543788.5869,11899246.8321,2350892.8135,21211965.1227,47.7591,34.4704,13.2887,7.5252,0.8349,1.4,-229840.0,1447371.3664
wpp2023_sensitivity,estres,Estrés,2027,132718491.4717,30020983.035,19202123.9775,90252877.0496,12444631.387,2486229.0768,21255103.8027,47.0518,33.2632,13.7886,7.2524,0.7919,1.3,-229840.0,1341199.5574
wpp2023_sensitivity,estres,Estrés,2028,133004431.1451,29073221.0767,18977718.4622,90926699.2834,13004510.785,2625778.9857,21291747.6763,46.2765,31.9744,14.3022,6.9919,0.7466,1.2,-229840.0,1234427.6062
wpp2023_sensitivity,estres,Estrés,2029,133166252.5943,28044799.8232,18754458.8158,91542153.5082,13579299.2629,2769914.8166,21313880.995,45.4699,30.6359,14.8339,6.7413,0.6769,1.1,-229840.0,1126508.8155
wpp2023_sensitivity,estres,Estrés,2030,133202689.7328,26962744.1121,18558771.268,92071502.6404,14168442.9802,2920433.7364,21314681.9386,44.6731,29.2846,15.3885,6.4984,0.5783,1.0,-229840.0,1017608.1811
wpp2023_sensitivity,estres,Estrés,2031,133112729.4475,25825089.0426,18204583.1856,92519602.8887,14768037.5162,3076582.7007,21303692.8281,43.8752,27.9131,15.9621,6.2649,0.4867,0.9,-229840.0,961907.5829
wpp2023_sensitivity,estres,Estrés,2032,132949031.5867,24671086.3947,17632348.2571,92899746.3618,15378198.8302,3239533.0639,21293043.1593,43.1102,26.5567,16.5535,6.041,0.4109,0.9,-229840.0,959507.6254
wpp2023_sensitivity,estres,Estrés,2033,132764381.1067,23532863.616,16973832.2278,93230018.6185,16001498.8722,3411116.441,21283794.6936,42.4052,25.2417,17.1635,5.8263,0.3555,0.9,-229840.0,956873.9144
wpp2023_sensitivity,estres,Estrés,2034,132558410.4128,22391625.8478,16210194.2654,93531782.6914,16635001.8737,3590220.9327,21261033.4953,41.7255,23.9401,17.7854,5.6226,0.3237,0.9,-229840.0,953625.0621
wpp2023_sensitivity,estres,Estrés,2035,132330434.8192,21256793.7107,15350827.3225,93796359.8944,17277281.2141,3778093.688,21211916.7363,41.0827,22.6627,18.42,5.4289,0.2829,0.9,-229840.0,949520.1177
wpp2023_sensitivity,estres,Estrés,2036,132079502.9217,20133924.4937,14400932.3502,94014926.9456,17930651.4824,3977061.5173,21146269.5931,40.4878,21.4157,19.0721,5.2433,0.233,0.9,-229840.0,944791.3451
wpp2023_sensitivity,estres,Estrés,2037,131804919.1028,19024466.4916,13361529.9075,94187600.4817,18592852.1294,4187347.5881,21073038.5453,39.9387,20.1985,19.7402,5.0658,0.1837,0.9,-229840.0,939646.8743
wpp2023_sensitivity,estres,Estrés,2038,131506181.5136,17933292.8231,12290480.6936,94313920.4795,19258968.211,4409323.4061,20993747.6251,39.4345,19.0145,20.4201,4.8971,0.1341,0.9,-229840.0,934181.8419
wpp2023_sensitivity,estres,Estrés,2039,131182871.9723,16861960.5764,11242399.1276,94399442.3807,19921469.0153,4643495.7258,20910489.5653,38.9657,17.8624,21.1034,4.7386,0.0907,0.9,-229840.0,927062.2568
wpp2023_sensitivity,estres,Estrés,2040,130833247.1434,15993697.0397,10401925.1808,94269085.1331,20570464.9706,4888543.6252,20809751.8735,38.787,16.966,21.821,4.5827,-0.1381,0.9,-229840.0,916590.7127
wpp2023_sensitivity,estres,Estrés,2041,130453894.2484,15371210.5773,9814491.2041,93875167.7091,21207515.962,5143987.1562,20691261.358,38.9653,16.3741,22.5912,4.4265,-0.4179,0.9,-229840.0,903553.9081
wpp2023_sensitivity,estres,Estrés,2042,130042201.2291,14839779.7178,9327076.9532,93361307.4057,21841114.1056,5409377.3348,20564125.7716,39.2892,15.895,23.3942,4.2746,-0.5474,0.9,-229840.0,889003.2499
wpp2023_sensitivity,estres,Estrés,2043,129596633.4391,14398275.8876,8939440.7115,92725913.0797,22472444.4717,5683121.3398,20429953.7106,39.7631,15.5278,24.2353,4.1262,-0.6806,0.9,-229840.0,872920.7343
wpp2023_sensitivity,estres,Estrés,2044,129115666.0632,14045855.2146,8651849.7888,91971670.0366,23098140.812,5965492.1423,20290561.6678,40.3863,15.2719,25.1144,3.9818,-0.8134,0.9,-229840.0,854425.3906
wpp2023_sensitivity,estres,Estrés,2045,128596921.0235,13781333.5849,8465202.4814,91101857.684,23713729.7547,6256095.4875,20054068.0706,41.1573,15.1274,26.0299,3.8417,-0.9457,0.9,-229840.0,832377.5909
wpp2023_sensitivity,estres,Estrés,2046,128036908.9158,13602217.4752,8378898.9541,90106688.9034,24328002.5372,6551882.1929,19698470.6041,42.0948,15.0957,26.9991,3.7038,-1.0924,0.9,-229840.0,807672.064
wpp2023_sensitivity,estres,Estrés,2047,127433079.13,13453354.6546,8337101.9027,89028151.4052,24951573.0702,6852636.3985,19296400.8254,43.138,15.1113,28.0266,3.568,-1.197,0.9,-229840.0,781749.1903
wpp2023_sensitivity,estres,Estrés,2048,126784353.7973,13280864.5871,8284594.3302,87931819.6106,25571669.5996,7160155.7762,18844791.3626,44.1848,15.1036,29.0812,3.4386,-1.2314,0.9,-229840.0,754936.9756
wpp2023_sensitivity,estres,Estrés,2049,126090007.477,13084093.2418,8220101.8414,86817923.5269,26187990.7082,7472479.3488,18341115.8928,45.235,15.0707,30.1643,3.3152,-1.2668,0.9,-229840.0,727517.5408
wpp2023_sensitivity,estres,Estrés,2050,125349631.7044,12863045.2875,8142709.3846,85676542.853,26810043.5639,7788689.4208,17783524.8615,46.3057,15.0135,31.2922,3.1957,-1.3147,0.9,-229840.0,
eic2025_nomigration_decomposition,central,Central DFD,2025,130905282.9668,28510126.5728,18793673.4737,89314772.1114,13080384.2827,2713215.1438,20846752.351,46.5662,31.921,14.6453,6.8281,,1.5,0.0,1573089.0247
eic2025_nomigration_decomposition,central,Central DFD,2026,131588399.9319,27819935.0205,18597529.411,90139344.5207,13629120.3907,2826487.7664,20905978.0707,45.9833,30.8633,15.1201,6.6137,0.9232,1.5,0.0,1577591.393
eic2025_nomigration_decomposition,central,Central DFD,2027,132259923.0113,27162717.8656,17930636.3988,90894766.07,14202439.0757,2944784.0011,20956330.0933,45.5088,29.8837,15.6251,6.3999,0.8381,1.5,0.0,1580968.8736
eic2025_nomigration_decomposition,central,Central DFD,2028,132918256.1438,26535776.2618,17278159.2747,91582978.8031,14799501.0788,3067792.493,20998227.2519,45.1342,28.9746,16.1597,6.1882,0.7572,1.5,0.0,1583322.5213
eic2025_nomigration_decomposition,central,Central DFD,2029,133562073.9157,25929156.4836,16624180.5107,92213233.1094,15419684.3227,3195166.2434,21029120.7577,44.8405,28.1187,16.7218,5.9802,0.6882,1.5,0.0,1584700.2816
eic2025_nomigration_decomposition,central,Central DFD,2030,134189990.8456,25297887.7196,15930302.375,92806413.8162,16085689.3097,3318450.1775,21021480.9491,44.5913,27.2588,17.3325,5.7695,0.6433,1.5,0.0,1584510.8415
eic2025_nomigration_decomposition,central,Central DFD,2031,134800150.4311,24881996.1391,15501894.5326,93270766.8606,16647387.4315,3478563.7416,21072436.1335,44.5256,26.6772,17.8485,5.6027,0.5003,1.5,0.0,1582439.7022
eic2025_nomigration_decomposition,central,Central DFD,2032,135390332.2941,24501208.4482,15108005.0546,93667627.1314,17221496.7145,3648044.5483,21094883.0983,44.5434,26.1576,18.3858,5.439,0.4255,1.5,0.0,1579063.195
eic2025_nomigration_decomposition,central,Central DFD,2033,135958957.1315,24132734.0876,14734312.4708,94016681.4752,17809541.5687,3830369.8675,21096539.7039,44.6115,25.6686,18.943,5.279,0.3727,1.5,0.0,1574828.8707
eic2025_nomigration_decomposition,central,Central DFD,2034,136504878.2281,23763596.6828,14367588.0569,94329990.8347,18411290.7105,4030318.8799,21086877.9518,44.7099,25.192,19.518,5.1235,0.3332,1.5,0.0,1571575.4523
eic2025_nomigration_decomposition,central,Central DFD,2035,137028830.0771,23275704.0178,13887765.0318,94755334.4765,18997791.5828,4248339.707,21075349.0663,44.6133,24.564,20.0493,4.9877,0.4509,1.5,0.0,1562180.5138
eic2025_nomigration_decomposition,central,Central DFD,2036,137524446.5661,23276629.6975,13907558.3045,94514762.2718,19733054.5968,4486681.8797,21031347.0463,45.5058,24.6275,20.8783,4.7897,-0.2539,1.5,0.0,1544885.2105
eic2025_nomigration_decomposition,central,Central DFD,2037,137983661.0983,23272675.9018,13939573.63,94230899.0407,20480086.1558,4737564.0139,20972323.1205,46.4314,24.6975,21.7339,4.6011,-0.3003,1.5,0.0,1526846.004
eic2025_nomigration_decomposition,central,Central DFD,2038,138405532.4806,23270056.2661,13988903.0665,93900300.9524,21235175.2621,5001876.4326,20903192.1175,47.3963,24.7817,22.6146,4.4219,-0.3508,1.5,0.0,1508249.8522
eic2025_nomigration_decomposition,central,Central DFD,2039,138789319.8019,23262608.0078,14048652.2671,93534524.6853,21992187.1089,5281436.8296,20822736.0317,48.383,24.8706,23.5124,4.2531,-0.3895,1.5,0.0,1491070.0099
eic2025_nomigration_decomposition,central,Central DFD,2040,139136264.4606,23188039.9536,14054276.2599,93185053.6726,22763170.8344,5586400.6748,20797143.5942,49.3118,24.8839,24.4279,4.0937,-0.3736,1.5,0.0,1470723.2033
eic2025_nomigration_decomposition,central,Central DFD,2041,139443087.139,23095656.2831,14059206.7434,92923536.6875,23423894.1684,5861344.0204,20481884.0592,50.0622,24.8545,25.2077,3.967,-0.2806,1.5,0.0,1445707.4023
eic2025_nomigration_decomposition,central,Central DFD,2042,139705052.5074,22973641.8138,14050187.2469,92672355.3927,24059055.3009,6148906.3488,20164884.0026,50.7516,24.7902,25.9614,3.8519,-0.2703,1.5,0.0,1420900.7965
eic2025_nomigration_decomposition,central,Central DFD,2043,139922318.542,22823304.6897,14020483.5123,92428785.0517,24670228.8006,6448512.945,19846403.9242,51.3839,24.6929,26.6911,3.7466,-0.2628,1.5,0.0,1396140.0632
eic2025_nomigration_decomposition,central,Central DFD,2044,140094903.6054,22645686.6589,13970349.2146,92184841.6945,25264375.252,6759931.4985,19526551.964,51.9717,24.5655,27.4062,3.6488,-0.2639,1.5,0.0,1371714.2686
eic2025_nomigration_decomposition,central,Central DFD,2045,140223147.8584,22442075.2683,13900181.2653,91923570.2114,25857502.3786,7099260.8117,19234852.8506,52.5432,24.4138,28.1293,3.555,-0.2834,1.5,0.0,1348708.5869
eic2025_nomigration_decomposition,central,Central DFD,2046,140308508.1807,22215418.3347,13812916.4274,91677689.5554,26415400.2906,7360857.8067,18933880.7198,53.0454,24.2321,28.8133,3.4706,-0.2675,1.5,0.0,1327165.3998
eic2025_nomigration_decomposition,central,Central DFD,2047,140352531.2056,21969030.5621,13707262.6806,91402008.5643,26981492.0792,7628383.4383,18631916.6846,53.5552,24.0356,29.5196,3.3876,-0.3007,1.5,0.0,1306258.2684
eic2025_nomigration_decomposition,central,Central DFD,2048,140355971.2307,21704837.6458,13579870.981,91087972.7099,27563160.8751,7903215.1829,18327395.8728,54.0884,23.8284,30.2599,3.3047,-0.3436,1.5,0.0,1285704.1276
eic2025_nomigration_decomposition,central,Central DFD,2049,140319336.4643,21424044.7755,13431793.8422,90730690.7331,28164600.9557,8185605.1795,18021113.4816,54.6548,23.6128,31.042,3.2214,-0.3922,1.5,0.0,1264517.8655
eic2025_nomigration_decomposition,central,Central DFD,2050,140242251.1844,21125059.6156,13262104.4822,90307331.9361,28809859.6326,8455761.5725,17726325.8419,55.2944,23.3924,31.902,3.1346,-0.4666,1.5,0.0,
