base,scenario,scenario_name,year,population,pop_0_14,pop_6_14,pop_15_64,pop_65plus,pop_80plus,women_20_39,tdr,ydr,oadr,support_ratio,growth_15_64_pct,tfr,net_migration,births_next_12m
eic2025,optimista,Optimista — ONU (variante media),2025,130905282.9668,28510126.5728,18793673.4737,89314772.1114,13080384.2827,2713215.1438,20846752.351,46.5662,31.921,14.6453,6.8281,,1.8689,-108037.0,1951154.7537
eic2025,optimista,Optimista — ONU (variante media),2026,131853751.9017,28188671.5249,18593803.6459,90037267.2722,13627813.1047,2826160.9449,20885933.0187,46.4435,31.3078,15.1357,6.6069,0.8089,1.8521,-109844.0,1936403.2779
eic2025,optimista,Optimista — ONU (variante media),2027,132771661.6945,27881219.7797,17923386.1967,90690729.0375,14199712.8773,2944122.4723,20915780.6459,46.4005,30.7432,15.6573,6.3868,0.7258,1.834,-107783.0,1920984.5889
eic2025,optimista,Optimista — ONU (variante media),2028,133659657.6954,27585877.3702,17267636.9191,91278515.0983,14795265.2269,3066793.8865,20936991.1101,46.4306,30.2217,16.2089,6.1694,0.6481,1.8186,-106582.0,1907033.5943
eic2025,optimista,Optimista — ONU (variante media),2029,134517394.5614,27295255.0077,16610577.6882,91808307.2473,15413832.3065,3193824.1187,20946713.4717,46.5199,29.7307,16.7891,5.9562,0.5804,1.8056,-107881.0,1893188.6468
eic2025,optimista,Optimista — ONU (variante media),2030,135344783.234,26965499.8395,15913816.9153,92301163.9542,16078119.4402,3316759.4317,20917450.8077,46.6339,29.2147,17.4192,5.7408,0.5368,1.7926,-106319.0,1879403.4115
eic2025,optimista,Optimista — ONU (variante media),2031,136142047.9523,26838280.109,15482739.6404,92665761.4241,16638006.4192,3476521.5051,20946415.5692,46.9173,28.9625,17.9549,5.5695,0.395,1.7832,-106707.0,1865844.6151
eic2025,optimista,Optimista — ONU (variante media),2032,136909273.4796,26735221.2081,15459356.5177,92963936.103,17210116.1684,3645632.063,20947631.5345,47.2714,28.7587,18.5127,5.4017,0.3218,1.7747,-104714.0,1851780.7082
eic2025,optimista,Optimista — ONU (variante media),2033,137646923.5937,26634377.969,15437664.9343,93216551.2132,17795994.4115,3827574.2637,20929048.588,47.6636,28.5726,19.091,5.2381,0.2717,1.767,-102589.0,1838239.5199
eic2025,optimista,Optimista — ONU (variante media),2034,138351223.9252,26523922.7938,15404733.3235,93431930.1366,18395370.9948,4027117.6368,20899397.3621,48.077,28.3885,19.6885,5.0791,0.2311,1.7611,-108562.0,1827458.2313
eic2025,optimista,Optimista — ONU (variante media),2035,139025957.445,26287591.324,15242982.0265,93759054.419,18979311.7019,4244715.4338,20868356.1806,48.28,28.0374,20.2426,4.9401,0.3501,1.7563,-103866.0,1809916.4212
eic2025,optimista,Optimista — ONU (variante media),2036,139665469.7953,26532399.0635,15566222.9952,93421223.3139,19711847.418,4482622.571,20805559.4131,49.5008,28.4008,21.1,4.7393,-0.3603,1.751,-107167.0,1784001.797
eic2025,optimista,Optimista — ONU (variante media),2037,140261372.5998,26764168.939,15888654.6509,93041407.06,20455796.6008,4733044.9198,20729001.8759,50.7516,28.7659,21.9857,4.5484,-0.4066,1.7475,-102145.0,1758092.5772
eic2025,optimista,Optimista — ONU (variante media),2038,140813726.098,26989850.8604,16217437.6962,92616413.6725,21207461.5651,4996876.1413,20643642.5018,52.0397,29.1415,22.8982,4.3672,-0.4568,1.7435,-104893.0,1730898.2901
eic2025,optimista,Optimista — ONU (variante media),2039,141316316.5332,27202290.9955,16546279.6427,92153360.7931,21960664.7445,5275922.3376,20547369.1123,53.3491,29.5185,23.8306,4.1963,-0.5,1.7383,-109319.0,1704559.4927
eic2025,optimista,Optimista — ONU (variante media),2040,141772391.7693,27338755.4979,16812054.6672,91706148.3509,22727487.9205,5580347.5339,20506846.869,54.5942,29.8113,24.7829,4.035,-0.4853,1.7324,-106910.0,1679471.0101
eic2025,optimista,Optimista — ONU (variante media),2041,142188071.671,27080676.498,16697608.8621,91723629.4407,23383765.7322,5854744.1558,20178471.4354,55.0179,29.5242,25.4937,3.9225,0.0191,1.7266,-101265.0,1654447.7143
eic2025,optimista,Optimista — ONU (variante media),2042,142562671.7811,26812005.4264,16580153.7821,91736730.787,24013935.5677,6141695.4167,19850300.5858,55.4041,29.2271,26.177,3.8201,0.0143,1.7216,-100071.0,1630228.0328
eic2025,optimista,Optimista — ONU (variante media),2043,142893056.6145,26533994.9014,16451910.836,91739516.0962,24619545.6169,6440619.8658,19521890.3477,55.7595,28.9232,26.8364,3.7263,0.003,1.7175,-102092.0,1607551.2858
eic2025,optimista,Optimista — ONU (variante media),2044,143182005.2634,26246807.1286,16311478.4168,91727604.5448,25207593.59,6751293.8432,19193562.1173,56.0948,28.6139,27.4809,3.6389,-0.013,1.7163,-98273.0,1585411.4366
eic2025,optimista,Optimista — ONU (variante media),2045,143429650.3376,25950847.2799,16157448.3538,91684713.3881,25794089.6696,7089817.4145,18894821.523,56.4379,28.3044,28.1335,3.5545,-0.0468,1.7131,-101019.0,1567459.0438
eic2025,optimista,Optimista — ONU (variante media),2046,143638419.8808,25650129.94,15990548.682,91643475.0018,26344814.9389,7350545.6343,18770655.0664,56.7361,27.989,28.7471,3.4786,-0.045,1.71,-100678.0,1554011.6005
eic2025,optimista,Optimista — ONU (variante media),2047,143813983.0129,25348999.4265,15811848.9522,91562077.7402,26902905.8462,7617078.876,18637124.2549,57.0672,27.685,29.3821,3.4034,-0.0888,1.7059,-101164.0,1541571.3763
eic2025,optimista,Optimista — ONU (variante media),2048,143960511.0058,25049136.7548,15622021.3393,91435568.0084,27475806.2427,7890810.876,18493402.3136,57.4448,27.3954,30.0494,3.3279,-0.1382,1.7047,-94658.0,1529907.4139
eic2025,optimista,Optimista — ONU (variante media),2049,144074801.9794,24750596.7513,15421202.374,91256513.0141,28067692.214,8171989.5423,18340741.7708,57.8789,27.122,30.7569,3.2513,-0.1958,1.7025,-103334.0,1516776.304
eic2025,optimista,Optimista — ONU (variante media),2050,144154715.4007,24449160.4557,15208168.6704,91002951.4442,28702603.5008,8440823.8742,18192754.5201,58.4066,26.8663,31.5403,3.1705,-0.2779,1.7007,-98661.0,
eic2025,central,Central DFD,2025,130905282.9668,28510126.5728,18793673.4737,89314772.1114,13080384.2827,2713215.1438,20846752.351,46.5662,31.921,14.6453,6.8281,,1.5,-229840.0,1573089.0247
eic2025,central,Central DFD,2026,131358559.9319,27808213.1805,18589668.883,89923984.4407,13626362.3107,2825798.2464,20863687.5107,46.0773,30.9241,15.1532,6.5993,0.6821,1.5,-229840.0,1574185.9664
eic2025,central,Central DFD,2027,131797689.651,27136962.7848,17915330.9363,90464042.6726,14196684.1937,2943387.5199,20870730.5605,45.6907,29.9975,15.6932,6.3722,0.6006,1.5,-229840.0,1574210.8373
eic2025,central,Central DFD,2028,132221148.2412,26493729.5198,17255823.94,90936902.3424,14790516.3791,3065673.7056,20868299.7961,45.3988,29.1342,16.2646,6.1483,0.5227,1.5,-229840.0,1573264.4913
eic2025,central,Central DFD,2029,132627678.3791,25868610.5356,16595229.9591,91351825.3986,15407242.4449,3192311.5704,20853845.8593,45.1834,28.3176,16.8658,5.9291,0.4563,1.5,-229840.0,1571394.6811
eic2025,central,Central DFD,2030,133015959.5948,25216684.501,15895151.0034,91729706.3965,16069568.6973,3314847.7637,20799838.5407,45.0086,27.4902,17.5184,5.7083,0.4137,1.5,-229840.0,1568009.9102
eic2025,central,Central DFD,2031,133388939.8642,24778268.4812,15461118.9818,91983241.9688,16627429.4142,3474217.792,20804278.1345,45.0144,26.9378,18.0766,5.532,0.2764,1.5,-220356.0,1562921.4454
eic2025,central,Central DFD,2032,133749310.3036,24373070.0318,15061923.0154,92178843.0052,17197397.2666,3642938.9606,20783243.5751,45.0976,26.4411,18.6566,5.36,0.2126,1.5,-210872.0,1556830.2381
eic2025,central,Central DFD,2033,134095766.7979,23978552.6775,14680503.031,92336196.173,17781017.9474,3824493.6934,20744491.8178,45.2256,25.9687,19.2568,5.193,0.1707,1.5,-201388.0,1550181.3808
eic2025,central,Central DFD,2034,134427433.885,23581991.9961,14303662.3897,92467360.7118,18378081.1771,4023665.8771,20697534.1164,45.3783,25.503,19.8752,5.0314,0.1421,1.5,-191904.0,1544811.1654
eic2025,central,Central DFD,2035,134745313.7085,23065545.6372,13811366.3474,92720112.9618,18959655.1095,4240907.5909,20651861.1094,45.3248,24.8765,20.4483,4.8904,0.2733,1.5,-182420.0,1533594.7642
eic2025,central,Central DFD,2036,135043305.3035,23037035.1103,13816361.8624,92316499.6863,19689770.5069,4478472.1031,20576906.3641,46.283,24.9544,21.3285,4.6886,-0.4353,1.5,-172936.0,1514776.0973
eic2025,central,Central DFD,2037,135313609.7366,23003022.1676,13831295.2489,91879543.2275,20431044.3415,4728551.2012,20491205.5499,47.2728,25.0361,22.2368,4.4971,-0.4733,1.5,-163452.0,1495512.0904
eic2025,central,Central DFD,2038,135555554.525,22969989.3852,13861419.0925,91405764.2965,21179800.8434,4992042.1394,20399617.1745,48.3009,25.1297,23.1712,4.3157,-0.5157,1.5,-153968.0,1475982.7305
eic2025,central,Central DFD,2039,135768661.6895,22932036.3894,13900110.0578,90906685.7057,21929939.5944,5270768.652,20300867.5504,49.3495,25.2259,24.1236,4.1453,-0.546,1.5,-144484.0,1458154.3452
eic2025,central,Central DFD,2040,135954429.8379,22827127.6644,13883092.1045,90433758.6161,22693543.5574,5574891.4967,20261090.5892,50.3359,25.2418,25.0941,3.985,-0.5202,1.5,-135000.0,1437436.7703
eic2025,central,Central DFD,2041,136105089.8154,22704574.4913,13863901.5017,90054157.7638,23346357.5603,5848977.3508,19934828.436,51.1369,25.2121,25.9248,3.8573,-0.4198,1.5,-135000.0,1412195.7675
eic2025,central,Central DFD,2042,136211302.0719,22555177.0635,13832110.6159,89683630.1855,23972494.8229,6135536.8512,19609534.9265,51.8798,25.1497,26.7301,3.7411,-0.4114,1.5,-135000.0,1387178.7294
eic2025,central,Central DFD,2043,136273248.9561,22380226.3483,13781221.4961,89319441.8842,24573580.7235,6434005.5727,19285327.5899,52.5684,25.0564,27.512,3.6348,-0.4061,1.5,-135000.0,1362218.2944
eic2025,central,Central DFD,2044,136290971.8679,22180743.029,13711724.956,88953602.7705,25156626.0684,6744160.3099,18962171.9485,53.2158,24.9352,28.2806,3.536,-0.4096,1.5,-135000.0,1337599.5192
eic2025,central,Central DFD,2045,136264833.0553,21957989.6536,13624248.4615,88569155.2788,25737688.1229,7082108.3751,18669450.7509,53.8513,24.7919,29.0594,3.4412,-0.4322,1.5,-135000.0,1314403.5855
eic2025,central,Central DFD,2046,136196311.0765,21714885.1425,13521952.7845,88198819.5953,26282606.3387,7342215.6779,18369596.7467,54.4197,24.6204,29.7993,3.3558,-0.4181,1.5,-135000.0,1292615.8983
eic2025,central,Central DFD,2047,136086920.6216,21454538.6207,13403643.4586,87798193.6461,26834188.3548,7608009.5448,18068373.9381,54.9997,24.4362,30.5635,3.2719,-0.4542,1.5,-135000.0,1271359.3237
eic2025,central,Central DFD,2048,135937337.0289,21178500.8593,13265832.214,87358947.8591,27399888.3105,7880884.7687,17764176.0576,55.6078,24.2431,31.3647,3.1883,-0.5003,1.5,-135000.0,1250359.3648
eic2025,central,Central DFD,2049,135748001.6277,20887612.5745,13109317.7581,86876419.3556,27983969.6976,8161109.9068,17457757.3132,56.2541,24.0429,32.2112,3.1045,-0.5524,1.5,-135000.0,1228639.4523
eic2025,central,Central DFD,2050,135518483.6844,20579927.3482,12932917.4382,86328008.2984,28610548.0378,8428909.2218,17162333.0491,56.9809,23.8392,33.1417,3.0173,-0.6313,1.5,-135000.0,
eic2025,inegi,INEGI directo,2025,130905282.9668,28510126.5728,18793673.4737,89314772.1114,13080384.2827,2713215.1438,20846752.351,46.5662,31.921,14.6453,6.8281,,1.23,-229840.0,1289933.0003
eic2025,inegi,INEGI directo,2026,131078229.9267,27527883.1753,18589668.883,89923984.4407,13626362.3107,2825798.2464,20863687.5107,45.7656,30.6124,15.1532,6.5993,0.6821,1.23,-229840.0,1290832.4925
eic2025,inegi,INEGI directo,2027,131237143.1106,26576416.2444,17915330.9363,90464042.6726,14196684.1937,2943387.5199,20870730.5605,45.0711,29.3779,15.6932,6.3722,0.6006,1.23,-229840.0,1290852.8866
eic2025,inegi,INEGI directo,2028,131380493.317,25653074.5956,17255823.94,90936902.3424,14790516.3791,3065673.7056,20868299.7961,44.4743,28.2098,16.2646,6.1483,0.5227,1.23,-229840.0,1290076.8829
eic2025,inegi,INEGI directo,2029,131507054.1165,24747986.273,16595229.9591,91351825.3986,15407242.4449,3192311.5704,20853845.8593,43.9567,27.0909,16.8658,5.9291,0.4563,1.23,-229840.0,1288543.6385
eic2025,inegi,INEGI directo,2030,131615633.8994,23816358.8056,15895151.0034,91729706.3965,16069568.6973,3314847.7637,20799838.5407,43.482,25.9636,17.5184,5.7083,0.4137,1.23,-229840.0,1285768.1264
eic2025,inegi,INEGI directo,2031,131709436.7017,23098765.3187,15461118.9818,91983241.9688,16627429.4142,3474217.792,20804278.1345,43.1885,25.1119,18.0766,5.532,0.2764,1.23,-220356.0,1281595.5852
eic2025,inegi,INEGI directo,2032,131791452.3975,22415212.1257,14782447.3131,92178843.0052,17197397.2666,3642938.9606,20783243.5751,42.9736,24.3171,18.6566,5.36,0.2126,1.23,-210872.0,1276600.7952
eic2025,inegi,INEGI directo,2033,131860554.4874,21743340.3671,14121253.3837,92336196.173,17781017.9474,3824493.6934,20744491.8178,42.8048,23.548,19.2568,5.193,0.1707,1.23,-201388.0,1271148.7322
eic2025,inegi,INEGI directo,2034,131915969.4223,21070527.5334,13464532.2473,92467360.7118,18378081.1771,4023665.8771,20697534.1164,42.6622,22.787,19.8752,5.0314,0.1421,1.23,-191904.0,1266745.1556
eic2025,inegi,INEGI directo,2035,131958474.9789,20278706.9076,12692424.2023,92720112.9618,18959655.1095,4240907.5909,20651861.1094,42.3191,21.8709,20.4483,4.8904,0.2733,1.23,-182420.0,1257547.7067
eic2025,inegi,INEGI directo,2036,131983022.0289,19976751.8357,12417846.2385,92316499.6863,19689770.5069,4478472.1031,20576906.3641,42.968,21.6394,21.3285,4.6886,-0.4353,1.23,-172936.0,1242116.3998
eic2025,inegi,INEGI directo,2037,131983180.0219,19672592.4529,12153722.6032,91879543.2275,20431044.3415,4728551.2012,20491205.5499,43.6481,21.4113,22.2368,4.4971,-0.4733,1.23,-163452.0,1226319.9141
eic2025,inegi,INEGI directo,2038,131958369.0584,19372803.9185,11905622.2488,91405764.2965,21179800.8434,4992042.1394,20399617.1745,44.3655,21.1943,23.1712,4.3157,-0.5157,1.23,-153968.0,1210305.839
eic2025,inegi,INEGI directo,2039,131908176.7895,19071551.4894,11667117.6041,90906685.7057,21929939.5944,5270768.652,20300867.5504,45.1028,20.9793,24.1236,4.1453,-0.546,1.23,-144484.0,1195686.5631
eic2025,inegi,INEGI directo,2040,131833820.5295,18706518.356,11374054.6302,90433758.6161,22693543.5574,5574891.4967,20261090.5892,45.7794,20.6853,25.0941,3.985,-0.5202,1.23,-135000.0,1176043.2809
eic2025,inegi,INEGI directo,2041,131725437.6006,18603900.7523,11358747.9428,89775179.2879,23346357.5603,5848977.3508,19934828.436,46.7281,20.7228,26.0054,3.8454,-0.7282,1.23,-135000.0,1150033.5363
eic2025,inegi,INEGI directo,2042,131571890.0197,18473927.8143,11333073.6967,89125467.3825,23972494.8229,6135536.8512,19609534.9265,47.6255,20.728,26.8975,3.7178,-0.7237,1.23,-135000.0,1124204.6079
eic2025,inegi,INEGI directo,2043,131373356.1146,18317658.6027,11291701.8781,88482116.7883,24573580.7235,6434005.5727,19285327.5899,48.4745,20.7021,27.7724,3.6007,-0.7218,1.23,-135000.0,1098422.9277
eic2025,inegi,INEGI directo,2044,131129910.3773,18135932.7098,11235033.2572,87837351.5991,25156626.0684,6744160.3099,18962171.9485,49.2872,20.6472,28.64,3.4916,-0.7287,1.23,-135000.0,1072925.6485
eic2025,inegi,INEGI directo,2045,130841903.906,17929790.8721,11163580.6594,87174424.911,25737688.1229,7082108.3751,18669450.7509,50.0921,20.5677,29.5244,3.387,-0.7547,1.23,-135000.0,1046624.735
eic2025,inegi,INEGI directo,2046,130508647.5862,17699666.8517,11079934.2263,86526374.3957,26282606.3387,7342215.6779,18232748.0288,50.8311,20.4558,30.3753,3.2922,-0.7434,1.23,-135000.0,1019512.2791
eic2025,inegi,INEGI directo,2047,130129494.8851,17446155.2837,10980477.5953,85849151.2466,26834188.3548,7608009.5448,17794569.2933,51.5792,20.3219,31.2574,3.1992,-0.7827,1.23,-135000.0,992852.5251
eic2025,inegi,INEGI directo,2048,129705090.7662,17170548.0356,10859712.2522,85134654.4201,27399888.3105,7880884.7687,17353404.988,52.3529,20.1687,32.1842,3.1071,-0.8323,1.23,-135000.0,966425.8067
eic2025,inegi,INEGI directo,2049,129235897.2898,16873559.366,10718292.5419,84378368.2262,27983969.6976,8161109.9068,16910096.1929,53.1624,19.9975,33.1649,3.0152,-0.8883,1.23,-135000.0,939432.6657
eic2025,inegi,INEGI directo,2050,128721676.7529,16553619.1529,10555251.9097,83557509.5622,28610548.0378,8428909.2218,16477940.8097,54.0516,19.811,34.2405,2.9205,-0.9728,1.23,-135000.0,
eic2025,estres,Estrés,2025,130905282.9668,28510126.5728,18793673.4737,89314772.1114,13080384.2827,2713215.1438,20846752.351,46.5662,31.921,14.6453,6.8281,,1.5,-229840.0,1520652.7239
eic2025,estres,Estrés,2026,131306646.968,27756300.2166,18589668.883,89923984.4407,13626362.3107,2825798.2464,20863687.5107,46.0196,30.8664,15.1532,6.5993,0.6821,1.4,-229840.0,1416767.3698
eic2025,estres,Estrés,2027,131589952.2552,26929225.3889,17915330.9363,90464042.6726,14196684.1937,2943387.5199,20870730.5605,45.4611,29.7679,15.6932,6.3722,0.6006,1.3,-229840.0,1311842.3645
eic2025,estres,Estrés,2028,131753745.1091,26026326.3876,17255823.94,90936902.3424,14790516.3791,3065673.7056,20868299.7961,44.8848,28.6202,16.2646,6.1483,0.5227,1.2,-229840.0,1206169.4433
eic2025,estres,Estrés,2029,131796960.6311,25037892.7876,16595229.9591,91351825.3986,15407242.4449,3192311.5704,20853845.8593,44.274,27.4082,16.8658,5.9291,0.4563,1.1,-229840.0,1099976.2768
eic2025,estres,Estrés,2030,131718617.3871,23919342.2933,15895151.0034,91729706.3965,16069568.6973,3314847.7637,20799838.5407,43.5943,26.0759,17.5184,5.7083,0.4137,1.0,-229840.0,993072.9431
eic2025,estres,Estrés,2031,131517649.0634,22911477.8384,15460956.8054,91978798.7148,16627372.5102,3474203.566,20803405.6065,42.9869,24.9095,18.0774,5.5318,0.2716,0.9,-229840.0,937710.7096
eic2025,estres,Estrés,2032,131244763.9414,21886529.9631,15009528.1187,92161069.3904,17197164.5879,3642881.6246,20779732.369,42.408,23.7481,18.6599,5.3591,0.1982,0.9,-229840.0,933930.1622
eic2025,estres,Estrés,2033,130950770.7382,20874086.2965,14471888.884,92296203.8803,17780480.5614,3824363.5232,20736533.5574,41.881,22.6164,19.2646,5.1909,0.1466,0.9,-229840.0,929732.6567
eic2025,estres,Estrés,2034,130634885.6598,19861525.0209,13834804.838,92396260.369,18377100.2699,4023432.3801,20683278.1562,41.3855,21.496,19.8894,5.0278,0.1084,0.9,-229840.0,926221.2601
eic2025,estres,Estrés,2035,130297525.5963,18730429.2151,12978394.1118,92609014.2132,18958082.168,4240539.5634,20629414.4918,40.6964,20.2253,20.4711,4.8849,0.2303,0.9,-229840.0,919122.3628
eic2025,estres,Estrés,2036,129934862.5189,18090903.7935,12515739.0798,92156511.2193,19687447.5061,4477937.6812,20544333.7782,40.9937,19.6306,21.3631,4.681,-0.4886,0.9,-229840.0,907384.2888
eic2025,estres,Estrés,2037,129542078.2364,17452493.0471,11960214.4092,91661785.6892,20427799.5001,4727817.1441,20446576.5327,41.3262,19.0401,22.2861,4.4871,-0.5368,0.9,-229840.0,895304.5388
eic2025,estres,Estrés,2038,129118647.4252,16821819.8596,11369716.0283,91121383.1018,21175444.4638,4991073.1585,20341053.2634,41.6996,18.4609,23.2387,4.3032,-0.5896,0.9,-229840.0,882995.1336
eic2025,estres,Estrés,2039,128664180.1639,16193064.9403,10789691.6975,90546850.8099,21924264.4138,5269527.5408,20226542.1491,42.0968,17.8836,24.2132,4.13,-0.6305,0.9,-229840.0,871639.8918
eic2025,estres,Estrés,2040,128179491.5927,15503502.2414,10156055.6007,89989664.2565,22686325.0949,5573339.2447,20169228.8644,42.438,17.2281,25.2099,3.9667,-0.6154,0.9,-229840.0,858128.9921
eic2025,estres,Estrés,2041,127662351.1511,14855136.9624,9573639.5799,89469802.7892,23337411.3996,5847087.4874,19824579.7332,42.6876,16.6035,26.0841,3.8338,-0.5777,0.9,-229840.0,840807.4797
eic2025,estres,Estrés,2042,127108930.3728,14291594.9686,9086304.3279,88855661.6091,23961673.7952,6133295.4767,19481016.412,43.051,16.0841,26.967,3.7082,-0.6864,0.9,-229840.0,822208.3758
eic2025,estres,Estrés,2043,126517972.9364,13812726.3701,8690569.6636,88144531.3074,24560715.2589,6431397.1453,19138795.4012,43.5347,15.6705,27.8641,3.5888,-0.8003,0.9,-229840.0,802235.1426
eic2025,estres,Estrés,2044,125888162.1713,13417987.5474,8386916.9503,87328649.9371,25141524.6868,6741167.6767,18798021.0718,44.1545,15.3649,28.7895,3.4735,-0.9256,0.9,-229840.0,781065.3301
eic2025,estres,Estrés,2045,125218406.1884,13106783.6254,8175711.288,86391484.6562,25720137.9068,7078712.8284,18488214.8999,44.943,15.1714,29.7716,3.3589,-1.0731,0.9,-229840.0,759090.1009
eic2025,estres,Estrés,2046,124508052.6404,12879084.204,8058669.3884,85366595.0188,26262373.4175,7338397.1031,18146605.9338,45.851,15.0868,30.7642,3.2505,-1.1863,0.9,-229840.0,736136.8558
eic2025,estres,Estrés,2047,123756333.8316,12683046.0473,7982778.4164,84262276.7685,26811011.0158,7603744.7918,17753635.2141,46.8704,15.0519,31.8185,3.1428,-1.2936,0.9,-229840.0,712138.3594
eic2025,estres,Estrés,2048,122962456.0822,12466659.1839,7893283.0983,83122326.8656,27373470.0327,7876145.9534,17307747.1514,47.9295,14.998,32.9315,3.0366,-1.3529,0.9,-229840.0,687293.0493
eic2025,estres,Estrés,2049,122125866.1045,12229494.8037,7789324.6041,81942391.8016,27953979.4992,8155864.5296,16809840.6807,49.0387,14.9245,34.1142,2.9313,-1.4195,0.9,-229840.0,661014.256
eic2025,estres,Estrés,2050,121245527.3936,11969449.2814,7668856.9949,80699457.2889,28576620.8234,8423120.3232,16273365.145,50.2433,14.8321,35.4112,2.824,-1.5168,0.9,-229840.0,
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2025,129523397.6842,28510126.5728,18793673.4737,89314772.1114,11698499.0,2519995.0,20846752.351,45.019,31.921,13.0981,7.6347,,1.8689,-108037.0,1951154.7537
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2026,130517777.7036,28188671.5249,18593803.6459,90037267.2722,12291838.9066,2624319.4899,20885933.0187,44.9597,31.3078,13.6519,7.325,0.8089,1.8521,-109844.0,1936403.2779
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2027,131482168.6058,27881219.7797,17923386.1967,90690729.0375,12910219.7886,2733145.2851,20915780.6459,44.9786,30.7432,14.2354,7.0247,0.7258,1.834,-107783.0,1920984.5889
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2028,132417200.0569,27585877.3702,17267636.9191,91278515.0983,13552807.5884,2846161.8014,20936991.1101,45.0694,30.2217,14.8478,6.735,0.6481,1.8186,-106582.0,1907033.5943
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2029,133322491.8171,27295255.0077,16610577.6882,91808307.2473,14218929.5621,2962991.1858,20946713.4717,45.2183,29.7307,15.4876,6.4568,0.5804,1.8056,-107881.0,1893188.6468
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2030,134197916.8828,26965499.8395,15913816.9153,92301163.9542,14931253.0891,3082916.0368,20917450.8077,45.3914,29.2147,16.1767,6.1817,0.5368,1.7926,-106319.0,1879403.4115
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2031,135043647.7707,26838280.109,15482739.6404,92665761.4241,15539606.2375,3207904.5691,20946415.5692,45.732,28.9625,16.7695,5.9632,0.395,1.7832,-106707.0,1865844.6151
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2032,135859711.8902,26735221.2081,15459356.5177,92963936.103,16160554.579,3342439.613,20947631.5345,46.1424,28.7587,17.3837,5.7525,0.3218,1.7747,-104714.0,1851780.7082
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2033,136646502.3015,26634377.969,15437664.9343,93216551.2132,16795573.1194,3489599.5654,20929048.588,46.5904,28.5726,18.0178,5.5501,0.2717,1.767,-102589.0,1838239.5199
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2034,137400163.4241,26523922.7938,15404733.3235,93431930.1366,17444310.4937,3652698.2367,20899397.3621,47.0591,28.3885,18.6706,5.356,0.2311,1.7611,-108562.0,1827458.2313
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2035,138124383.4781,26287591.324,15242982.0265,93759054.419,18077737.735,3832243.4648,20868356.1806,47.3184,28.0374,19.2811,5.1864,0.3501,1.7563,-103866.0,1809916.4212
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2036,138813404.0071,26532399.0635,15566222.9952,93421223.3139,18859781.6297,4025164.8745,20805559.4131,48.5887,28.4008,20.1879,4.9535,-0.3603,1.751,-107167.0,1784001.797
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2037,139458721.1253,26764168.939,15888654.6509,93041407.06,19653145.1262,4229941.0948,20729001.8759,49.8889,28.7659,21.123,4.7342,-0.4066,1.7475,-102145.0,1758092.5772
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2038,140060268.6888,26989850.8604,16217437.6962,92616413.6725,20454004.1559,4447392.0189,20643642.5018,51.2262,29.1415,22.0846,4.528,-0.4568,1.7435,-104893.0,1730898.2901
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2039,140611695.2527,27202290.9955,16546279.6427,92153360.7931,21256043.4641,4678737.1159,20547369.1123,52.5844,29.5185,23.0659,4.3354,-0.5,1.7383,-109319.0,1704559.4927
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2040,141116100.8673,27338755.4979,16812054.6672,91706148.3509,22071197.0185,4924056.6319,20506846.869,53.8786,29.8113,24.0673,4.155,-0.4853,1.7324,-106910.0,1679471.0101
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2041,141579448.0494,27080676.498,16697608.8621,91723629.4407,22775142.1107,5246120.5342,20178471.4354,54.3544,29.5242,24.8302,4.0274,0.0191,1.7266,-101265.0,1654447.7143
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2042,142000884.1891,26812005.4264,16580153.7821,91736730.787,23452147.9756,5579907.8246,19850300.5858,54.7917,29.2271,25.5646,3.9117,0.0143,1.7216,-100071.0,1630228.0328
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2043,142377097.9241,26533994.9014,16451910.836,91739516.0962,24103586.9266,5924661.1755,19521890.3477,55.1971,28.9232,26.2739,3.8061,0.003,1.7175,-102092.0,1607551.2858
eic2025_conapo65_sensitivity,optimista,Optimista — ONU (variante media),2044,142710691.33,26246807.1286,16311478.4168,91727604.5448,24736279.6566,6279979.9098,19193562.1173,55.581,28.6139,26.9671,3.7082,-0.013,1.7163,-98273.0,1585411.4366
