mes,cve_entidad,entidad,sexo,rango_edad,asegurados
2026-07-31,25,Sinaloa,hombres,E11,11277
2026-07-31,25,Sinaloa,hombres,E12,3824
2026-07-31,25,Sinaloa,hombres,E13,1627
2026-07-31,25,Sinaloa,hombres,E14,1029
2026-07-31,25,Sinaloa,hombres,E2,68559
2026-07-31,25,Sinaloa,hombres,E3,76297
2026-07-31,25,Sinaloa,hombres,E4,61730
2026-07-31,25,Sinaloa,hombres,E5,51858
2026-07-31,25,Sinaloa,hombres,E6,45225
2026-07-31,25,Sinaloa,hombres,E7,40008
2026-07-31,25,Sinaloa,hombres,E8,36718
2026-07-31,25,Sinaloa,hombres,E9,37445
2026-07-31,25,Sinaloa,mujeres,E1,78
2026-07-31,25,Sinaloa,mujeres,E10,21436
2026-07-31,25,Sinaloa,mujeres,E11,7006
2026-07-31,25,Sinaloa,mujeres,E12,1765
2026-07-31,25,Sinaloa,mujeres,E13,673
2026-07-31,25,Sinaloa,mujeres,E14,608
2026-07-31,25,Sinaloa,mujeres,E2,70056
2026-07-31,25,Sinaloa,mujeres,E3,72352
2026-07-31,25,Sinaloa,mujeres,E4,51215
2026-07-31,25,Sinaloa,mujeres,E5,41646
2026-07-31,25,Sinaloa,mujeres,E6,36487
2026-07-31,25,Sinaloa,mujeres,E7,31723
2026-07-31,25,Sinaloa,mujeres,E8,27935
2026-07-31,25,Sinaloa,mujeres,E9,25602
2026-07-31,25,Sinaloa,no especificado,E5,1
2026-07-31,26,Sonora,hombres,E1,112
2026-07-31,26,Sonora,hombres,E10,33373
2026-07-31,26,Sonora,hombres,E11,12070
2026-07-31,26,Sonora,hombres,E12,4490
2026-07-31,26,Sonora,hombres,E13,1834
2026-07-31,26,Sonora,hombres,E14,1046
2026-07-31,26,Sonora,hombres,E2,59696
2026-07-31,26,Sonora,hombres,E3,67553
2026-07-31,26,Sonora,hombres,E4,68093
2026-07-31,26,Sonora,hombres,E5,58822
2026-07-31,26,Sonora,hombres,E6,49072
2026-07-31,26,Sonora,hombres,E7,43729
2026-07-31,26,Sonora,hombres,E8,39873
2026-07-31,26,Sonora,hombres,E9,38679
2026-07-31,26,Sonora,mujeres,E1,119
2026-07-31,26,Sonora,mujeres,E10,21857
2026-07-31,26,Sonora,mujeres,E11,7503
2026-07-31,26,Sonora,mujeres,E12,2059
2026-07-31,26,Sonora,mujeres,E13,726
2026-07-31,26,Sonora,mujeres,E14,633
2026-07-31,26,Sonora,mujeres,E2,60432
2026-07-31,26,Sonora,mujeres,E3,58739
2026-07-31,26,Sonora,mujeres,E4,54118
2026-07-31,26,Sonora,mujeres,E5,44575
2026-07-31,26,Sonora,mujeres,E6,35674
2026-07-31,26,Sonora,mujeres,E7,31931
2026-07-31,26,Sonora,mujeres,E8,28737
2026-07-31,26,Sonora,mujeres,E9,26734
2026-07-31,26,Sonora,no especificado,E11,1
2026-07-31,27,Tabasco,hombres,E1,34
2026-07-31,27,Tabasco,hombres,E10,8497
2026-07-31,27,Tabasco,hombres,E11,3795
2026-07-31,27,Tabasco,hombres,E12,1303
2026-07-31,27,Tabasco,hombres,E13,445
2026-07-31,27,Tabasco,hombres,E14,299
2026-07-31,27,Tabasco,hombres,E2,53495
2026-07-31,27,Tabasco,hombres,E3,36234
2026-07-31,27,Tabasco,hombres,E4,29531
2026-07-31,27,Tabasco,hombres,E5,25050
2026-07-31,27,Tabasco,hombres,E6,21560
2026-07-31,27,Tabasco,hombres,E7,19167
2026-07-31,27,Tabasco,hombres,E8,15154
2026-07-31,27,Tabasco,hombres,E9,11587
2026-07-31,27,Tabasco,mujeres,E1,43
2026-07-31,27,Tabasco,mujeres,E10,3479
2026-07-31,27,Tabasco,mujeres,E11,1612
2026-07-31,27,Tabasco,mujeres,E12,447
2026-07-31,27,Tabasco,mujeres,E13,209
2026-07-31,27,Tabasco,mujeres,E14,265
2026-07-31,27,Tabasco,mujeres,E2,52055
2026-07-31,27,Tabasco,mujeres,E3,27336
2026-07-31,27,Tabasco,mujeres,E4,18276
2026-07-31,27,Tabasco,mujeres,E5,14307
2026-07-31,27,Tabasco,mujeres,E6,12046
2026-07-31,27,Tabasco,mujeres,E7,10138
2026-07-31,27,Tabasco,mujeres,E8,7359
2026-07-31,27,Tabasco,mujeres,E9,5112
2026-07-31,27,Tabasco,no especificado,E4,1
2026-07-31,28,Tamaulipas,hombres,E1,298
2026-07-31,28,Tamaulipas,hombres,E10,33926
2026-07-31,28,Tamaulipas,hombres,E11,12217
2026-07-31,28,Tamaulipas,hombres,E12,3621
2026-07-31,28,Tamaulipas,hombres,E13,1311
2026-07-31,28,Tamaulipas,hombres,E14,701
2026-07-31,28,Tamaulipas,hombres,E2,49922
2026-07-31,28,Tamaulipas,hombres,E3,80385
2026-07-31,28,Tamaulipas,hombres,E4,79249
2026-07-31,28,Tamaulipas,hombres,E5,62865
2026-07-31,28,Tamaulipas,hombres,E6,51628
2026-07-31,28,Tamaulipas,hombres,E7,47509
2026-07-31,28,Tamaulipas,hombres,E8,43814
2026-07-31,28,Tamaulipas,hombres,E9,40876
2026-07-31,28,Tamaulipas,mujeres,E1,317
2026-07-31,28,Tamaulipas,mujeres,E10,20027
2026-07-31,28,Tamaulipas,mujeres,E11,7103
2026-07-31,28,Tamaulipas,mujeres,E12,1741
2026-07-31,28,Tamaulipas,mujeres,E13,563
2026-07-31,28,Tamaulipas,mujeres,E14,557
2026-07-31,28,Tamaulipas,mujeres,E2,45463
2026-07-31,28,Tamaulipas,mujeres,E3,62845
2026-07-31,28,Tamaulipas,mujeres,E4,56657
2026-07-31,28,Tamaulipas,mujeres,E5,42189
2026-07-31,28,Tamaulipas,mujeres,E6,35762
2026-07-31,28,Tamaulipas,mujeres,E7,33953
2026-07-31,28,Tamaulipas,mujeres,E8,30082
2026-07-31,28,Tamaulipas,mujeres,E9,25324
2026-07-31,28,Tamaulipas,no especificado,E3,1
2026-07-31,29,Tlaxcala,hombres,E1,28
2026-07-31,29,Tlaxcala,hombres,E10,5201
2026-07-31,29,Tlaxcala,hombres,E11,2381
2026-07-31,29,Tlaxcala,hombres,E12,774
2026-07-31,29,Tlaxcala,hombres,E13,304
2026-07-31,29,Tlaxcala,hombres,E14,154
2026-07-31,29,Tlaxcala,hombres,E2,23480
2026-07-31,29,Tlaxcala,hombres,E3,21191
2026-07-31,29,Tlaxcala,hombres,E4,14801
2026-07-31,29,Tlaxcala,hombres,E5,11427
2026-07-31,29,Tlaxcala,hombres,E6,9626
2026-07-31,29,Tlaxcala,hombres,E7,8396
2026-07-31,29,Tlaxcala,hombres,E8,7422
2026-07-31,29,Tlaxcala,hombres,E9,6331
2026-07-31,29,Tlaxcala,mujeres,E1,26
2026-07-31,29,Tlaxcala,mujeres,E10,3068
2026-07-31,29,Tlaxcala,mujeres,E11,1338
2026-07-31,29,Tlaxcala,mujeres,E12,396
2026-07-31,29,Tlaxcala,mujeres,E13,153
2026-07-31,29,Tlaxcala,mujeres,E14,109
2026-07-31,29,Tlaxcala,mujeres,E2,24682
2026-07-31,29,Tlaxcala,mujeres,E3,18032
2026-07-31,29,Tlaxcala,mujeres,E4,9672
2026-07-31,29,Tlaxcala,mujeres,E5,8062
2026-07-31,29,Tlaxcala,mujeres,E6,7535
2026-07-31,29,Tlaxcala,mujeres,E7,6856
2026-07-31,29,Tlaxcala,mujeres,E8,5583
2026-07-31,29,Tlaxcala,mujeres,E9,4325
2026-07-31,30,Veracruz,hombres,E1,419
2026-07-31,30,Veracruz,hombres,E10,42201
2026-07-31,30,Veracruz,hombres,E11,20906
2026-07-31,30,Veracruz,hombres,E12,9383
2026-07-31,30,Veracruz,hombres,E13,5000
2026-07-31,30,Veracruz,hombres,E14,5973
2026-07-31,30,Veracruz,hombres,E2,97254
2026-07-31,30,Veracruz,hombres,E3,96795
2026-07-31,30,Veracruz,hombres,E4,88842
2026-07-31,30,Veracruz,hombres,E5,74640
2026-07-31,30,Veracruz,hombres,E6,67487
2026-07-31,30,Veracruz,hombres,E7,59029
2026-07-31,30,Veracruz,hombres,E8,51606
2026-07-31,30,Veracruz,hombres,E9,47378
2026-07-31,30,Veracruz,mujeres,E1,432
2026-07-31,30,Veracruz,mujeres,E10,27321
2026-07-31,30,Veracruz,mujeres,E11,16010
2026-07-31,30,Veracruz,mujeres,E12,8565
2026-07-31,30,Veracruz,mujeres,E13,5512
2026-07-31,30,Veracruz,mujeres,E14,8969
2026-07-31,30,Veracruz,mujeres,E2,97169
2026-07-31,30,Veracruz,mujeres,E3,77233
2026-07-31,30,Veracruz,mujeres,E4,65463
2026-07-31,30,Veracruz,mujeres,E5,51131
2026-07-31,30,Veracruz,mujeres,E6,47900
2026-07-31,30,Veracruz,mujeres,E7,42673
2026-07-31,30,Veracruz,mujeres,E8,37191
2026-07-31,30,Veracruz,mujeres,E9,33023
2026-07-31,30,Veracruz,no especificado,E3,2
2026-07-31,30,Veracruz,no especificado,E5,1
2026-07-31,30,Veracruz,no especificado,E8,1
2026-07-31,31,Yucatán,hombres,E1,34
2026-07-31,31,Yucatán,hombres,E10,20631
2026-07-31,31,Yucatán,hombres,E11,8963
2026-07-31,31,Yucatán,hombres,E12,3799
2026-07-31,31,Yucatán,hombres,E13,1930
2026-07-31,31,Yucatán,hombres,E14,2234
2026-07-31,31,Yucatán,hombres,E2,33672
2026-07-31,31,Yucatán,hombres,E3,47685
2026-07-31,31,Yucatán,hombres,E4,50803
2026-07-31,31,Yucatán,hombres,E5,45930
2026-07-31,31,Yucatán,hombres,E6,37373
2026-07-31,31,Yucatán,hombres,E7,32498
2026-07-31,31,Yucatán,hombres,E8,28457
2026-07-31,31,Yucatán,hombres,E9,25797
2026-07-31,31,Yucatán,mujeres,E1,38
2026-07-31,31,Yucatán,mujeres,E10,13710
2026-07-31,31,Yucatán,mujeres,E11,6296
2026-07-31,31,Yucatán,mujeres,E12,2556
2026-07-31,31,Yucatán,mujeres,E13,1414
2026-07-31,31,Yucatán,mujeres,E14,2296
2026-07-31,31,Yucatán,mujeres,E2,32313
2026-07-31,31,Yucatán,mujeres,E3,33463
2026-07-31,31,Yucatán,mujeres,E4,35498
2026-07-31,31,Yucatán,mujeres,E5,30917
2026-07-31,31,Yucatán,mujeres,E6,24230
2026-07-31,31,Yucatán,mujeres,E7,20986
2026-07-31,31,Yucatán,mujeres,E8,17439
2026-07-31,31,Yucatán,mujeres,E9,16088
2026-07-31,31,Yucatán,no especificado,E3,1
2026-07-31,31,Yucatán,no especificado,E4,1
2026-07-31,32,Zacatecas,hombres,E1,14
2026-07-31,32,Zacatecas,hombres,E10,10233
2026-07-31,32,Zacatecas,hombres,E11,4139
2026-07-31,32,Zacatecas,hombres,E12,1313
2026-07-31,32,Zacatecas,hombres,E13,510
2026-07-31,32,Zacatecas,hombres,E14,347
2026-07-31,32,Zacatecas,hombres,E2,25871
2026-07-31,32,Zacatecas,hombres,E3,26131
2026-07-31,32,Zacatecas,hombres,E4,23142
2026-07-31,32,Zacatecas,hombres,E5,18204
2026-07-31,32,Zacatecas,hombres,E6,16370
2026-07-31,32,Zacatecas,hombres,E7,14702
2026-07-31,32,Zacatecas,hombres,E8,12973
2026-07-31,32,Zacatecas,hombres,E9,12260
2026-07-31,32,Zacatecas,mujeres,E1,28
2026-07-31,32,Zacatecas,mujeres,E10,5965
2026-07-31,32,Zacatecas,mujeres,E11,2305
2026-07-31,32,Zacatecas,mujeres,E12,621
2026-07-31,32,Zacatecas,mujeres,E13,177
2026-07-31,32,Zacatecas,mujeres,E14,191
2026-07-31,32,Zacatecas,mujeres,E2,28080
2026-07-31,32,Zacatecas,mujeres,E3,25010
2026-07-31,32,Zacatecas,mujeres,E4,19242
2026-07-31,32,Zacatecas,mujeres,E5,12650
2026-07-31,32,Zacatecas,mujeres,E6,11329
2026-07-31,32,Zacatecas,mujeres,E7,9908
2026-07-31,32,Zacatecas,mujeres,E8,8905
2026-07-31,32,Zacatecas,mujeres,E9,7654
