archivo_origen,CVEENT,entidad,beneficiarios,intervenciones,dependencias,padrones,programas,periodo,periodo_cve,trimestre,anio,fecha,entidad_etiqueta,entidad_etq
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,30,VERACRUZ DE IGNACIO DE LA LLAVE,2398213,8975904.0,6,13,10,Trimestre : Julio - Septiembre 2019 / Corte : 231030,2019T3,Julio-Septiembre,2019,2019-09-30,VERACRUZ,Veracruz
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,31,YUCATÁN,711864,2829280.0,6,13,10,Trimestre : Julio - Septiembre 2019 / Corte : 231030,2019T3,Julio-Septiembre,2019,2019-09-30,YUCATÁN,Yucatán
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,32,ZACATECAS,693705,5127690.0,4,7,7,Trimestre : Julio - Septiembre 2019 / Corte : 231030,2019T3,Julio-Septiembre,2019,2019-09-30,ZACATECAS,Zacatecas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,99,NO ESPECIFICADO,271,672.0,2,4,2,Trimestre : Julio - Septiembre 2019 / Corte : 231030,2019T3,Julio-Septiembre,2019,2019-09-30,NO ESPECIFICADO,No Especificado
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,1,AGUASCALIENTES,343966,2367145.0,9,31,23,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,AGUASCALIENTES,Aguascalientes
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,2,BAJA CALIFORNIA,543932,2822199.0,10,40,26,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,BAJA CALIFORNIA,Baja California
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,3,BAJA CALIFORNIA SUR,174267,1465233.0,9,32,23,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,BAJA CALIFORNIA SUR,Baja California Sur
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,4,CAMPECHE,375632,2169977.0,10,40,27,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,CAMPECHE,Campeche
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,5,COAHUILA DE ZARAGOZA,730816,3580349.0,11,34,27,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,COAHUILA,Coahuila
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,6,COLIMA,221872,1472077.0,9,33,24,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,COLIMA,Colima
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,7,CHIAPAS,3423410,14122466.0,11,42,29,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,CHIAPAS,Chiapas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,8,CHIHUAHUA,844711,5111476.0,10,40,29,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,CHIHUAHUA,Chihuahua
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,9,CIUDAD DE MÉXICO,2661692,37599407.0,9,36,25,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,CIUDAD DE MÉXICO,Ciudad de México
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,10,DURANGO,748610,5684225.0,11,38,28,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,DURANGO,Durango
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,11,GUANAJUATO,1181525,11899765.0,10,34,25,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,GUANAJUATO,Guanajuato
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,12,GUERRERO,1694547,12117041.5,10,45,31,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,GUERRERO,Guerrero
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,13,HIDALGO,1372783,9630941.0,15,47,34,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,HIDALGO,Hidalgo
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,14,JALISCO,1409320,15912301.0,11,41,28,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,JALISCO,Jalisco
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,15,MÉXICO,4447426,70376485.0,12,41,29,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,ESTADO DE MÉXICO,Estado de México
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,16,MICHOACÁN DE OCAMPO,2175024,13224870.0,11,42,28,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,MICHOACÁN,Michoacán
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,17,MORELOS,464742,5448736.0,9,38,26,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,MORELOS,Morelos
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,18,NAYARIT,564595,5109967.0,11,42,28,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,NAYARIT,Nayarit
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,19,NUEVO LEÓN,565059,3629103.0,12,34,26,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,NUEVO LEÓN,Nuevo León
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,20,OAXACA,3016065,12584057.0,12,47,34,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,OAXACA,Oaxaca
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,21,PUEBLA,2491273,12338607.0,15,44,31,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,PUEBLA,Puebla
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,22,QUERÉTARO,378378,3751143.0,10,35,25,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,QUERÉTARO,Querétaro
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,23,QUINTANA ROO,254162,1986962.0,10,37,26,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,QUINTANA ROO,Quintana Roo
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,24,SAN LUIS POTOSÍ,1322369,7414485.0,10,37,24,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,SAN LUIS POTOSÍ,San Luis Potosí
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,25,SINALOA,846882,4921297.0,10,37,25,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,SINALOA,Sinaloa
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,26,SONORA,433818,3063031.0,10,40,27,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,SONORA,Sonora
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,27,TABASCO,657065,4707344.0,10,40,27,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,TABASCO,Tabasco
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,28,TAMAULIPAS,806355,3567440.0,10,39,27,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,TAMAULIPAS,Tamaulipas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,29,TLAXCALA,433315,5200588.0,19,68,58,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,TLAXCALA,Tlaxcala
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,30,VERACRUZ DE IGNACIO DE LA LLAVE,3186504,13996121.0,11,41,28,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,VERACRUZ,Veracruz
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,31,YUCATÁN,906911,4052457.0,11,37,26,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,YUCATÁN,Yucatán
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,32,ZACATECAS,856951,6063004.0,11,33,26,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,ZACATECAS,Zacatecas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,99,NO ESPECIFICADO,142819,158209.0,6,13,9,Trimestre : Octubre - Diciembre 2019 / Corte : 231030,2019T4,Octubre-Diciembre,2019,2019-12-31,NO ESPECIFICADO,No Especificado
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,1,AGUASCALIENTES,192781,1847925.0,5,11,10,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,AGUASCALIENTES,Aguascalientes
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,2,BAJA CALIFORNIA,415920,1927725.0,6,15,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,BAJA CALIFORNIA,Baja California
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,3,BAJA CALIFORNIA SUR,117046,1138789.0,4,8,8,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,BAJA CALIFORNIA SUR,Baja California Sur
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,4,CAMPECHE,304420,1551555.0,6,16,12,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,CAMPECHE,Campeche
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,5,COAHUILA DE ZARAGOZA,615148,2809956.0,6,11,10,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,COAHUILA,Coahuila
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,6,COLIMA,122825,1125491.0,5,10,9,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,COLIMA,Colima
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,7,CHIAPAS,3076370,9737925.0,6,15,12,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,CHIAPAS,Chiapas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,8,CHIHUAHUA,766896,3962143.0,7,23,18,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,CHIHUAHUA,Chihuahua
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,9,CIUDAD DE MÉXICO,2283215,34055990.0,6,13,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,CIUDAD DE MÉXICO,Ciudad de México
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,10,DURANGO,646969,4749868.0,7,16,13,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,DURANGO,Durango
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,11,GUANAJUATO,972945,9714999.0,5,13,10,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,GUANAJUATO,Guanajuato
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,12,GUERRERO,1103224,8926863.0,7,18,12,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,GUERRERO,Guerrero
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,13,HIDALGO,1241882,7887371.0,7,15,12,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,HIDALGO,Hidalgo
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,14,JALISCO,1233497,13494432.0,7,16,12,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,JALISCO,Jalisco
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,15,MÉXICO,3749660,64278808.0,6,16,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,ESTADO DE MÉXICO,Estado de México
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,16,MICHOACÁN DE OCAMPO,2002876,11039669.0,6,14,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,MICHOACÁN,Michoacán
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,17,MORELOS,366239,4677959.0,5,14,10,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,MORELOS,Morelos
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,18,NAYARIT,427227,4438070.0,6,16,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,NAYARIT,Nayarit
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,19,NUEVO LEÓN,535715,2679749.0,7,13,12,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,NUEVO LEÓN,Nuevo León
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,20,OAXACA,2146743,8295003.0,6,17,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,OAXACA,Oaxaca
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,21,PUEBLA,2253383,9262128.0,6,16,12,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,PUEBLA,Puebla
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,22,QUERÉTARO,310418,3041876.0,6,14,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,QUERÉTARO,Querétaro
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,23,QUINTANA ROO,191611,1465417.0,5,14,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,QUINTANA ROO,Quintana Roo
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,24,SAN LUIS POTOSÍ,1190362,6110939.0,6,15,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,SAN LUIS POTOSÍ,San Luis Potosí
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,25,SINALOA,778448,3815296.0,6,15,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,SINALOA,Sinaloa
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,26,SONORA,373121,2299132.0,5,14,10,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,SONORA,Sonora
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,27,TABASCO,466729,2871210.0,5,15,11,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,TABASCO,Tabasco
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,28,TAMAULIPAS,694293,2389191.0,6,11,10,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,TAMAULIPAS,Tamaulipas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,29,TLAXCALA,254864,3150124.0,5,13,10,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,TLAXCALA,Tlaxcala
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,30,VERACRUZ DE IGNACIO DE LA LLAVE,2839147,9615246.0,6,17,12,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,VERACRUZ,Veracruz
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,31,YUCATÁN,819291,2998506.0,6,16,12,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,YUCATÁN,Yucatán
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,32,ZACATECAS,753971,5213976.0,5,11,10,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,ZACATECAS,Zacatecas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,99,NO ESPECIFICADO,208,437.0,2,4,3,Trimestre : Enero - Marzo 2020 / Corte : 231030,2020T1,Enero-Marzo,2020,2020-03-31,NO ESPECIFICADO,No Especificado
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,1,AGUASCALIENTES,191329,2118316.0,5,11,10,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,AGUASCALIENTES,Aguascalientes
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,2,BAJA CALIFORNIA,426556,2601751.0,6,18,14,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,BAJA CALIFORNIA,Baja California
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,3,BAJA CALIFORNIA SUR,120111,1343779.0,5,11,11,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,BAJA CALIFORNIA SUR,Baja California Sur
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,4,CAMPECHE,311656,1833066.0,7,19,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,CAMPECHE,Campeche
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,5,COAHUILA DE ZARAGOZA,617483,3468766.0,7,15,14,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,COAHUILA,Coahuila
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,6,COLIMA,129619,1338014.0,6,15,14,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,COLIMA,Colima
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,7,CHIAPAS,3069359,11410604.0,7,18,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,CHIAPAS,Chiapas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,8,CHIHUAHUA,766169,4752186.0,8,25,22,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,CHIHUAHUA,Chihuahua
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,9,CIUDAD DE MÉXICO,2329959,37067105.0,6,15,13,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,CIUDAD DE MÉXICO,Ciudad de México
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,10,DURANGO,649251,5264311.0,7,18,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,DURANGO,Durango
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,11,GUANAJUATO,977474,11033700.0,6,15,13,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,GUANAJUATO,Guanajuato
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,12,GUERRERO,1126466,10140490.0,7,20,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,GUERRERO,Guerrero
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,13,HIDALGO,1255819,9024079.0,7,18,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,HIDALGO,Hidalgo
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,14,JALISCO,1258260,15331604.0,7,19,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,JALISCO,Jalisco
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,15,MÉXICO,3817951,68381619.0,6,18,14,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,ESTADO DE MÉXICO,Estado de México
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,16,MICHOACÁN DE OCAMPO,2003116,12095864.0,7,18,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,MICHOACÁN,Michoacán
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,17,MORELOS,380637,5251481.0,5,17,13,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,MORELOS,Morelos
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,18,NAYARIT,436115,4764252.0,7,19,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,NAYARIT,Nayarit
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,19,NUEVO LEÓN,538266,3758061.0,8,17,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,NUEVO LEÓN,Nuevo León
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,20,OAXACA,2176504,9711265.0,7,20,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,OAXACA,Oaxaca
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,21,PUEBLA,2281226,11130045.0,7,19,15,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,PUEBLA,Puebla
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,22,QUERÉTARO,314373,3474490.0,7,16,13,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,QUERÉTARO,Querétaro
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,23,QUINTANA ROO,199153,1796177.0,6,17,14,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,QUINTANA ROO,Quintana Roo
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,24,SAN LUIS POTOSÍ,1192538,6881519.0,6,17,13,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,SAN LUIS POTOSÍ,San Luis Potosí
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,25,SINALOA,793062,4697053.0,5,17,13,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,SINALOA,Sinaloa
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,26,SONORA,379856,2998752.0,5,15,12,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,SONORA,Sonora
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,27,TABASCO,471384,3594531.0,6,18,14,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,TABASCO,Tabasco
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,28,TAMAULIPAS,697040,3155648.0,6,13,12,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,TAMAULIPAS,Tamaulipas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,29,TLAXCALA,260806,3511491.0,5,15,12,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,TLAXCALA,Tlaxcala
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,30,VERACRUZ DE IGNACIO DE LA LLAVE,2867973,11931071.0,8,21,17,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,VERACRUZ,Veracruz
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,31,YUCATÁN,822365,3643799.0,7,18,14,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,YUCATÁN,Yucatán
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,32,ZACATECAS,757090,5661376.0,6,14,13,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,ZACATECAS,Zacatecas
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,99,NO ESPECIFICADO,12,30.0,3,5,5,Trimestre : Abril - Junio 2020 / Corte : 231010,2020T2,Abril-Junio,2020,2020-06-30,NO ESPECIFICADO,No Especificado
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,1,AGUASCALIENTES,131755,1880598.0,5,8,7,Trimestre : Julio - Septiembre 2020 / Corte : 231010,2020T3,Julio-Septiembre,2020,2020-09-30,AGUASCALIENTES,Aguascalientes
bienestar_padron_unico__Padrón_único_de_beneficiarios_consolidado_po.csv,2,BAJA CALIFORNIA,284975,2147061.0,5,14,10,Trimestre : Julio - Septiembre 2020 / Corte : 231010,2020T3,Julio-Septiembre,2020,2020-09-30,BAJA CALIFORNIA,Baja California
