archivo_origen,anio,mes,entidad,sexo,modalidad,sector,personas
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Servicio Medico del Seguro de Salud y Sar,Poder Legislativo,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Jalisco,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Cvro. R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,H,Serv. Med. a Benef. Por Resol. Jud. S/insc. Benefs.,Dependencia Federal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,H,Cvro. R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,H,Cvro. R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organo Desconcentrado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Seguro de Salud (solo Servicio Medico),Dependencia Federal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,M,Seguro de Salud (solo Servicio Medico),Poder Legislativo,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Cvro. R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Seguro de Salud (solo Servicio Medico),Dependencia Federal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Seguros de Salud(solo Servicio Medico)y de Riesgos del Trab.,Gobierno Estatal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Serv. Med. a Benef. Por Resol. Jud. S/insc. Benefs.,Dependencia Federal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,H,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Dependencia Federal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,M,Todos Los Seguros Prestaciones y Servicios,Municipio,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,M,Cvro. R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Serv. Med. a Benef. Por Resol. Jud. S/insc. Benefs.,Dependencia Federal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Serv. Med. a Benef. Por Resol. Jud. S/insc. Benefs.,Dependencia Federal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,H,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,H,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,M,Seguro de Salud (solo Servicio Medico),Agrupacion,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,3
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Fovissste y Retiro,Organismo Autonomo,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,H,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,H,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Jalisco,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Servicio Medico del Seguro de Salud y Sar,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Autonomo,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Jalisco,M,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Servicio Medico del Seguro de Salud y Sar,Municipio,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,M,Seguros de Salud(solo Servicio Medico)y de Riesgos del Trab.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,H,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,H,Todos Los Seguros Prestaciones y Servicios,Municipio,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,M,Servicio Medico del Seguro de Salud y Sar,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,H,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,H,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Seguro de Salud (solo Servicio Medico),Municipio,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,H,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Servicio Medico del Seguro de Salud y Sar,Municipio,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,H,Serv. Med. a Benef. Por Resol. Jud. S/insc. Benefs.,Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Municipio,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,H,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,M,Cvro. R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,H,Todos Los Seguros Prestaciones y Servicios,Poder Legislativo,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,H,Todos Los Seguros Prestaciones y Servicios,Municipio,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Seguro de Salud (solo Servicio Medico),Agrupacion,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Seguro de Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Seguro de Salud (solo Servicio Medico),Poder Judicial,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,H,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Seguro de Salud (solo Servicio Medico),Poder Judicial,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,H,Seguro de Salud (solo Servicio Medico),Poder Legislativo,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,M,Seguro de Salud (solo Servicio Medico),Agrupacion,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,M,Seguro de Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Seguro de Salud (solo Servicio Medico),Poder Judicial,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,H,Cvro. R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,H,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Seg.de Retirocesantia en Edad Avanzada y Vejez E Inv.y Vida,Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Seguro de Salud (solo Servicio Medico),Organo Desconcentrado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Cvro. Salud,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,H,Cvro. Salud y R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,H,Servicio Medico del Seguro de Salud y Sar,Poder Legislativo,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Servicio Medico del Seguro de Salud y Sar,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Municipio,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Seg. Pens.; Seg. de Salud y Servs. de E.b.d.i. y Funerarios,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Por Corregir,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,H,Servicio Medico del Seguro de Salud y Sar,Municipio,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,H,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Cvro. Salud E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Cvro. R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organo Desconcentrado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,M,Cvro. Salud y R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,M,Cvro. R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,H,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Cvro. R.c.v.,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,H,Todos Los Seguros Prestaciones y Servicios,Poder Legislativo,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,H,Cvro. R.c.v. E Invalidez y Vida,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,H,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,H,Seguro de Salud (solo Servicio Medico),Dependencia Federal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Gobierno Estatal,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,2
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,2
