archivo_origen,anio,mes,entidad,sexo,modalidad,sector,personas
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,862
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Todos Los Seguros Prestaciones y Servicios,Poder Legislativo,853
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,H,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,846
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,844
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,828
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,828
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,809
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,798
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,M,Todos Los Seguros Prestaciones y Servicios,Poder Legislativo,793
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,M,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,792
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,777
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,772
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,769
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,765
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,H,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,760
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,757
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,752
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,748
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Todos Los Seguros Prestaciones y Servicios,Municipio,743
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,742
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,740
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,737
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,735
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,730
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,730
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,725
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,718
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,M,Todos Los Segurosprestaciones y Servicios Excepto Fovissste,Municipio,707
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,706
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,705
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,701
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,701
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,700
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,689
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,685
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Organismo Descentralizado,683
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,671
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,659
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,658
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,643
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,643
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,641
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,M,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,639
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,631
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,630
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,629
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,624
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,622
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,619
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,618
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,616
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,608
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,608
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,608
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,607
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,605
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,M,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,602
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,601
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,600
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,597
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,594
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,585
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,581
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,580
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,574
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,573
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,571
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,569
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,569
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,561
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,541
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,539
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,530
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,530
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,519
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,507
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,505
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,495
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Todos Los Seguros Prestaciones y Servicios,Poder Legislativo,495
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,483
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,480
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,459
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,456
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,447
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,441
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Todos Los Seguros Prestaciones y Servicios,Poder Legislativo,437
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,430
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,427
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,425
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,M,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,425
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,424
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,H,Seguro de Salud (solo Servicio Medico),Municipio,424
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,412
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,408
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,400
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,397
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,391
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,H,Todos Los Seguros Prestaciones y Servicios,Municipio,388
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,M,Todos Los Seguros Prestaciones y Servicios,Municipio,386
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,384
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,380
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,370
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,H,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,368
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,365
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,361
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,360
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,358
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,348
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,345
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,344
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,334
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,331
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,330
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,330
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,328
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,323
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,320
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Seguro de Salud (solo Servicio Medico),Municipio,318
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,311
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,310
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,306
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,297
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,297
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,293
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,290
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,M,Todos Los Seguros Prestaciones y Servicios,Municipio,287
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,285
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,273
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,270
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,267
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,M,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,264
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,262
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,M,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,258
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,251
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,250
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,247
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,M,Cvro. Salud,Organismo Descentralizado,247
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Seguros de Salud(solo Servicio Medico)y de Riesgos del Trab.,Gobierno Estatal,238
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,237
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,225
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,221
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,214
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,212
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,M,Todos Los Seguros Prestaciones y Servicios,Empresa de Participacion Estatal,212
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,205
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Cvro. Salud,Organismo Descentralizado,205
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Cvro. Salud R.c.v. E Invalidez y Vida,Organismo Descentralizado,202
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,H,Seguro de Salud (solo Servicio Medico),Municipio,199
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Serv. Med. a Pens. Ind. C/cgo. a Otras Ent. S/insc. Benefs.,Organismo Descentralizado,199
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Gobierno Estatal,195
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Colima,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,195
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,M,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,193
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,M,Seguro de Salud (solo Servicio Medico),Municipio,193
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Todos Los Seguros Prestaciones y Servicios,Poder Legislativo,192
